,gene_ids,n_cells,MT,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts
ENSGALG00010005984,ENSGALG00010005984,1194,False,1194,0.06701057,94.02013321981269,1338.0
NOP56,ENSGALG00010006001,1985,False,1985,0.12255221,90.05859668452946,2447.0
DCTN1_2,ENSGALG00010006021,37,False,37,0.0018530575,99.81469424550508,37.0
SPATA5,ENSGALG00010006022,515,False,515,0.029548755,97.42074422797616,590.0
ADH7,ENSGALG00010006035,9,False,9,0.00045074374,99.95492562728502,9.0
ENSGALG00010006038,ENSGALG00010006038,327,False,327,0.017178344,98.36229779135573,343.0
AIMP1,ENSGALG00010006049,1297,False,1297,0.08088346,93.50428206540793,1615.0
ENSGALG00010006055,ENSGALG00010006055,3,False,3,0.00035057846,99.98497520909501,7.0
C2ORF81,ENSGALG00010006060,5,False,5,0.00035057846,99.97495868182502,7.0
RHOBTB2_1,ENSGALG00010006072,175,False,175,0.009365453,99.12355386387539,187.0
TBCK,ENSGALG00010006077,287,False,287,0.015826114,98.56262833675564,316.0
ENSGALG00010006080,ENSGALG00010006080,101,False,101,0.0052586766,99.49416537286523,105.0
RTKN,ENSGALG00010006091,24,False,24,0.0012019833,99.87980167276005,24.0
INO80B,ENSGALG00010006101,746,False,746,0.041468423,96.26383532829168,828.0
WBP1,ENSGALG00010006111,1515,False,1515,0.0827866,92.41248059297843,1653.0
NPNT,ENSGALG00010006118,5,False,5,0.00030049583,99.97495868182502,6.0
MOGS,ENSGALG00010006120,400,False,400,0.021335203,97.99669454600091,426.0
ENSGALG00010006131,ENSGALG00010006131,537,False,537,0.029949417,97.31056242800621,598.0
CCDC142,ENSGALG00010006146,180,False,180,0.0096158665,99.0985125457004,192.0
TTC31,ENSGALG00010006172,2750,False,2750,0.17063154,86.2272750037562,3407.0
ENSGALG00010006197,ENSGALG00010006197,14,False,14,0.00075123954,99.92988430911002,15.0
GSTCD,ENSGALG00010006200,104,False,104,0.0057094204,99.47914058196024,114.0
ENSGALG00010006207,ENSGALG00010006207,219,False,219,0.012520659,98.90319026393549,250.0
ENSGALG00010006213,ENSGALG00010006213,15,False,15,0.00075123954,99.92487604547503,15.0
ENSGALG00010006224,ENSGALG00010006224,28,False,28,0.0014523965,99.85976861822007,29.0
ENSGALG00010006226,ENSGALG00010006226,9,False,9,0.00045074374,99.95492562728502,9.0
INTS12,ENSGALG00010006229,378,False,378,0.022336856,98.10687634597085,446.0
ARHGEF38,ENSGALG00010006243,18,False,18,0.0009515701,99.90985125457004,19.0
PPA2,ENSGALG00010006259,459,False,459,0.028046276,97.70120699153604,560.0
ANAPC10,ENSGALG00010006323,786,False,786,0.04447338,96.06350478289177,888.0
HHIP,ENSGALG00010006341,24,False,24,0.0012019833,99.87980167276005,24.0
ABCE1,ENSGALG00010006353,1816,False,1816,0.11178444,90.90499323884409,2232.0
OTUD4,ENSGALG00010006387,3509,False,3509,0.2330345,82.42600290479291,4653.0
SMAD1,ENSGALG00010006404,781,False,781,0.046426605,96.08854610106677,927.0
MMAA,ENSGALG00010006434,440,False,440,0.02429008,97.79636400060099,485.0
ZNF827,ENSGALG00010006506,507,False,507,0.029849252,97.46081033705615,596.0
LSM6,ENSGALG00010006526,210,False,210,0.01196975,98.94826463665048,239.0
REELD1,ENSGALG00010006530,12,False,12,0.0006510743,99.93990083638002,13.0
SLC10A7,ENSGALG00010006564,536,False,536,0.0323033,97.31557069164121,645.0
TMEM184C,ENSGALG00010006614,453,False,453,0.02584264,97.73125657334603,516.0
PRMT9,ENSGALG00010006634,512,False,512,0.02809636,97.43576901888116,561.0
ARHGAP10,ENSGALG00010006682,771,False,771,0.043571893,96.13862873741674,870.0
NR3C2,ENSGALG00010006735,1622,False,1622,0.105173536,91.87659638403366,2100.0
DCLK2,ENSGALG00010006855,211,False,211,0.011669254,98.94325637301547,233.0
LRBA,ENSGALG00010006883,2635,False,2635,0.17974658,86.80322532178094,3589.0
MAB21L2,ENSGALG00010006944,97,False,97,0.0050082635,99.51419842740522,100.0
HELT,ENSGALG00010006955,5,False,5,0.00025041317,99.97495868182502,5.0
ACSL1,ENSGALG00010007007,390,False,390,0.062453046,98.04677718235088,1247.0
CENPU,ENSGALG00010007038,149,False,149,0.008914709,99.25376871838534,178.0
CASP3,ENSGALG00010007067,3460,False,3460,0.24725798,82.6714078229078,4937.0
PRIMPOL,ENSGALG00010007085,386,False,386,0.022186607,98.06681023689087,443.0
IRF2,ENSGALG00010007130,10672,False,10672,1.1839035,46.551810487304046,23639.0
ENPP6,ENSGALG00010007187,376,False,376,0.022887764,98.11689287324084,457.0
STOX2,ENSGALG00010007283,37,False,37,0.0020033054,99.81469424550508,40.0
TRAPPC11,ENSGALG00010007294,1056,False,1056,0.062152553,94.71127360144239,1241.0
RWDD4,ENSGALG00010007326,944,False,944,0.05684379,95.27219912856214,1135.0
ING2,ENSGALG00010007353,342,False,342,0.01918165,98.28717383683076,383.0
CDKN2AIP,ENSGALG00010007376,1555,False,1555,0.09120048,92.2121500475785,1821.0
TENM3,ENSGALG00010007480,72,False,72,0.004407272,99.63940501828016,88.0
RPS3A,ENSGALG00010007539,10335,False,10335,1.862423,48.23959533229829,37187.0
SH3D19,ENSGALG00010007549,280,False,280,0.01652727,98.59768618220063,330.0
FAM160A1,ENSGALG00010007566,117,False,117,0.007161817,99.41403315470527,143.0
GATB,ENSGALG00010007579,261,False,261,0.014123304,98.6928431912656,282.0
FBXW7_1,ENSGALG00010007590,475,False,475,0.029749086,97.62107477337607,594.0
TMEM154,ENSGALG00010007601,187,False,187,0.010667602,99.06345470025542,213.0
ARFIP1,ENSGALG00010007663,1429,False,1429,0.09295338,92.84319126558822,1856.0
FHDC1,ENSGALG00010007673,17,False,17,0.0009014875,99.91485951820503,18.0
SCLT1,ENSGALG00010007713,332,False,332,0.018981319,98.33725647318074,379.0
C4ORF33_1,ENSGALG00010007731,223,False,223,0.01196975,98.8831572093955,239.0
CSGALNACT1,ENSGALG00010007748,47,False,47,0.0025542146,99.76461160915511,51.0
INTS10,ENSGALG00010007784,684,False,684,0.038313217,96.57434767366155,765.0
HGSNAT,ENSGALG00010007798,810,False,810,0.047578506,95.94330645565182,950.0
POMK,ENSGALG00010007812,330,False,330,0.01958231,98.34727300045074,391.0
SMIM19,ENSGALG00010007830,678,False,678,0.036760654,96.60439725547153,734.0
SLC20A2,ENSGALG00010007852,694,False,694,0.043621976,96.52426503731157,871.0
INTU,ENSGALG00010007861,45,False,45,0.0025041318,99.77462813642511,50.0
HSPA4L,ENSGALG00010007871,1879,False,1879,0.11849552,90.58947262983924,2366.0
KLHL2,ENSGALG00010007872,387,False,387,0.02203636,98.06180197325587,440.0
MSMO1,ENSGALG00010007877,989,False,989,0.07111734,95.04682726498723,1420.0
PLK4,ENSGALG00010007879,141,False,141,0.007662643,99.29383482746532,153.0
CPE,ENSGALG00010007882,109,False,109,0.0066609904,99.45409926378524,133.0
USP38,ENSGALG00010007885,954,False,954,0.051585115,95.22211649221215,1030.0
MFSD8,ENSGALG00010007893,174,False,174,0.010367106,99.12856212751039,207.0
GAB1,ENSGALG00010007898,191,False,191,0.012570742,99.04342164571544,251.0
NAF1,ENSGALG00010007906,458,False,458,0.025391897,97.70621525517103,507.0
C4ORF29,ENSGALG00010007924,1197,False,1197,0.0752742,94.0051084289077,1503.0
NPY5R,ENSGALG00010007932,6,False,6,0.00030049583,99.96995041819001,6.0
LARP1B,ENSGALG00010007935,1891,False,1891,0.11028197,90.52937346621927,2202.0
PGRMC2,ENSGALG00010007942,1397,False,1397,0.08544098,93.00345570190814,1706.0
TMA16,ENSGALG00010007955,812,False,812,0.04632644,95.93328992838183,925.0
JADE1,ENSGALG00010007978,1555,False,1555,0.08689337,92.2121500475785,1735.0
MARCH1,ENSGALG00010007980,853,False,853,0.065758504,95.72795111934693,1313.0
RCHY1,ENSGALG00010007983,1426,False,1426,0.081734866,92.85821605649322,1632.0
APELA,ENSGALG00010007985,10,False,10,0.000550909,99.94991736365002,11.0
PARM1,ENSGALG00010007987,222,False,222,0.011869585,98.8881654730305,237.0
TMEM192,ENSGALG00010007997,504,False,504,0.029047929,97.47583512796115,580.0
CBR4,ENSGALG00010008007,168,False,168,0.008964792,99.15861170932038,179.0
BTC,ENSGALG00010008008,1538,False,1538,0.087844945,92.29729052937347,1754.0
GSR,ENSGALG00010008016,283,False,283,0.016176691,98.58266139129563,323.0
PPP2CB_1,ENSGALG00010008019,419,False,419,0.02203636,97.90153753693595,440.0
PURG,ENSGALG00010008026,1632,False,1632,0.12715982,91.82651374768368,2539.0
WRN,ENSGALG00010008038,715,False,715,0.039415035,96.4190915009766,787.0
ENSGALG00010008040,ENSGALG00010008040,3,False,3,0.00015024791,99.98497520909501,3.0
ANXA10,ENSGALG00010008049,4,False,4,0.00020033054,99.97996694546,4.0
GTF2E2,ENSGALG00010008056,313,False,313,0.018280162,98.4324134822457,365.0
ENSGALG00010008059,ENSGALG00010008059,1545,False,1545,0.095357336,92.26223268392847,1904.0
DDX60,ENSGALG00010008064,1143,False,1143,0.14939651,94.27555466519757,2983.0
SMIM18,ENSGALG00010008071,49,False,49,0.0025041318,99.75459508188511,50.0
GUCY1B3,ENSGALG00010008078,18,False,18,0.0010016527,99.90985125457004,20.0
RBPMS,ENSGALG00010008103,571,False,571,0.032203134,97.14028146441629,643.0
TDO2,ENSGALG00010008132,4,False,4,0.00020033054,99.97996694546,4.0
DCTN6,ENSGALG00010008143,802,False,802,0.044773877,95.98337256473181,894.0
FRAS1,ENSGALG00010008152,36,False,36,0.0020033054,99.81970250914009,40.0
CTSO,ENSGALG00010008157,65,False,65,0.00360595,99.67446286372514,72.0
MRPL1,ENSGALG00010008165,1356,False,1356,0.077477835,93.20879451094306,1547.0
PDGFC,ENSGALG00010008185,32,False,32,0.001802975,99.83973556368008,36.0
CNOT6L,ENSGALG00010008193,4042,False,4042,0.25762507,79.75659838733911,5144.0
CXCL13_1,ENSGALG00010008203,6,False,6,0.00040066108,99.96995041819001,8.0
CXCL13_2,ENSGALG00010008206,4,False,4,0.00020033054,99.97996694546,4.0
CCNG2,ENSGALG00010008214,3693,False,3693,0.24059698,81.50448239595333,4804.0
ENSGALG00010008221,ENSGALG00010008221,5404,False,5404,0.5550158,72.93534331647218,11082.0
PIGY,ENSGALG00010008229,765,False,765,0.04272049,96.16867831922671,853.0
PYURF,ENSGALG00010008232,39,False,39,0.0020533882,99.8046777182351,41.0
HERC3,ENSGALG00010008241,1022,False,1022,0.05929784,94.8815545650323,1184.0
TMEM144,ENSGALG00010008273,190,False,190,0.011268593,99.04842990935043,225.0
FAM13A,ENSGALG00010008290,320,False,320,0.02353884,98.39735563680073,470.0
PALLD,ENSGALG00010008296,71,False,71,0.0045575197,99.64441328191515,91.0
GPRIN3,ENSGALG00010008320,1274,False,1274,0.10492312,93.61947212901288,2095.0
AADAT,ENSGALG00010008325,15,False,15,0.0008514048,99.92487604547503,17.0
C4ORF27,ENSGALG00010008358,449,False,449,0.02544198,97.75128962788601,508.0
CLCN3,ENSGALG00010008372,1609,False,1609,0.098863125,91.94170381128862,1974.0
NEK1,ENSGALG00010008412,364,False,364,0.022637352,98.17699203686082,452.0
SH3RF1,ENSGALG00010008431,30,False,30,0.0017028096,99.84975209095008,34.0
SLC7A11,ENSGALG00010008444,26,False,26,0.0015525618,99.86978514549006,31.0
CCRN4L,ENSGALG00010008469,349,False,349,0.019982971,98.25211599138579,399.0
CCSER1,ENSGALG00010008488,166,False,166,0.009665949,99.16862823659038,193.0
ELF2_1,ENSGALG00010008500,356,False,356,0.019331899,98.21705814594081,386.0
MGARP,ENSGALG00010008509,25,False,25,0.0014523965,99.87479340912505,29.0
ENSGALG00010008526,ENSGALG00010008526,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010008531,ENSGALG00010008531,3,False,3,0.00015024791,99.98497520909501,3.0
RAB33B,ENSGALG00010008534,456,False,456,0.03305454,97.71623178244103,660.0
ENSGALG00010008535,ENSGALG00010008535,39,False,39,0.0019532228,99.8046777182351,39.0
ENSGALG00010008537,ENSGALG00010008537,24,False,24,0.0013021486,99.87980167276005,26.0
ENSGALG00010008539,ENSGALG00010008539,21,False,21,0.001101818,99.89482646366504,22.0
ENSGALG00010008556,ENSGALG00010008556,21,False,21,0.0012520659,99.89482646366504,25.0
ENSGALG00010008558,ENSGALG00010008558,227,False,227,0.012220163,98.86312415485551,244.0
ENSGALG00010008562,ENSGALG00010008562,16,False,16,0.00080132217,99.91986778184003,16.0
ENSGALG00010008564,ENSGALG00010008564,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010008627,ENSGALG00010008627,18,False,18,0.0009014875,99.90985125457004,18.0
ENSGALG00010008634,ENSGALG00010008634,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010008652,ENSGALG00010008652,113,False,113,0.0083638,99.43406620924526,167.0
ENSGALG00010008673,ENSGALG00010008673,5,False,5,0.00025041317,99.97495868182502,5.0
RXFP1,ENSGALG00010008674,24,False,24,0.0012019833,99.87980167276005,24.0
ENSGALG00010008678,ENSGALG00010008678,73,False,73,0.0037561976,99.63439675464517,75.0
ENSGALG00010008682,ENSGALG00010008682,15,False,15,0.00080132217,99.92487604547503,16.0
ENSGALG00010008692,ENSGALG00010008692,3,False,3,0.00015024791,99.98497520909501,3.0
C4ORF46,ENSGALG00010008693,143,False,143,0.008313717,99.28381830019532,166.0
ENSGALG00010008695,ENSGALG00010008695,24,False,24,0.0013522311,99.87980167276005,27.0
ENSGALG00010008705,ENSGALG00010008705,19,False,19,0.0010517354,99.90484299093504,21.0
ENSGALG00010008706,ENSGALG00010008706,63,False,63,0.0038062804,99.68447939099514,76.0
ENSGALG00010008713,ENSGALG00010008713,822,False,822,0.04883057,95.88320729203186,975.0
ENSGALG00010008717,ENSGALG00010008717,259,False,259,0.013522312,98.70285971853559,270.0
ENSGALG00010008718,ENSGALG00010008718,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010008728,ENSGALG00010008728,2280,False,2280,0.14849502,88.58115891220514,2965.0
ENSGALG00010008737,ENSGALG00010008737,50,False,50,0.0025041318,99.74958681825011,50.0
ENSGALG00010008741,ENSGALG00010008741,14,False,14,0.0007011569,99.92988430911002,14.0
ENSGALG00010008743,ENSGALG00010008743,331,False,331,0.017528923,98.34226473681575,350.0
ENSGALG00010008744,ENSGALG00010008744,12,False,12,0.00060099165,99.93990083638002,12.0
ENSGALG00010008751,ENSGALG00010008751,35,False,35,0.0018530575,99.82471077277508,37.0
ETFDH,ENSGALG00010008764,513,False,513,0.030350078,97.43076075524615,606.0
ENSGALG00010008765,ENSGALG00010008765,183,False,183,0.012971403,99.08348775479541,259.0
ENSGALG00010008778,ENSGALG00010008778,58,False,58,0.0035558671,99.70952070917014,71.0
ENSGALG00010008781,ENSGALG00010008781,8,False,8,0.00045074374,99.95993389092001,9.0
ENSGALG00010008786,ENSGALG00010008786,241,False,241,0.013872891,98.79300846396555,277.0
ENSGALG00010008796,ENSGALG00010008796,105,False,105,0.006761156,99.47413231832523,135.0
ENSGALG00010008804,ENSGALG00010008804,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010008815,ENSGALG00010008815,22,False,22,0.001101818,99.88981820003005,22.0
ENSGALG00010008822,ENSGALG00010008822,62,False,62,0.0050583463,99.68948765463014,101.0
PPID,ENSGALG00010008825,772,False,772,0.04562528,96.13362047378175,911.0
ENSGALG00010008836,ENSGALG00010008836,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010008857,ENSGALG00010008857,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010008872,ENSGALG00010008872,52,False,52,0.0033555366,99.73957029098011,67.0
ENSGALG00010008896,ENSGALG00010008896,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010008898,ENSGALG00010008898,4,False,4,0.00025041317,99.97996694546,5.0
ENSGALG00010008926,ENSGALG00010008926,5,False,5,0.00030049583,99.97495868182502,6.0
FNIP2,ENSGALG00010008931,657,False,657,0.050433215,96.70957079180647,1007.0
ENSGALG00010008941,ENSGALG00010008941,332,False,332,0.019031402,98.33725647318074,380.0
C4ORF45,ENSGALG00010008947,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010008951,ENSGALG00010008951,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010008958,ENSGALG00010008958,3,False,3,0.00020033054,99.98497520909501,4.0
ENSGALG00010008970,ENSGALG00010008970,63,False,63,0.0032553715,99.68447939099514,65.0
ENSGALG00010008994,ENSGALG00010008994,15,False,15,0.00075123954,99.92487604547503,15.0
ENSGALG00010009009,ENSGALG00010009009,18,False,18,0.0011519006,99.90985125457004,23.0
ENSGALG00010009018,ENSGALG00010009018,12,False,12,0.00060099165,99.93990083638002,12.0
ENSGALG00010009022,ENSGALG00010009022,45,False,45,0.0022537187,99.77462813642511,45.0
RAPGEF2,ENSGALG00010009026,10547,False,10547,1.1210498,47.17784344167877,22384.0
ENSGALG00010009036,ENSGALG00010009036,43,False,43,0.0027044623,99.7846446636951,54.0
ENSGALG00010009067,ENSGALG00010009067,4,False,4,0.00020033054,99.97996694546,4.0
FBXW7_2,ENSGALG00010009088,420,False,420,0.02353884,97.89652927330094,470.0
ENSGALG00010009109,ENSGALG00010009109,24,False,24,0.0014523965,99.87980167276005,29.0
SETD7,ENSGALG00010009114,430,False,430,0.025892723,97.84644663695097,517.0
SCOC,ENSGALG00010009127,630,False,630,0.037311565,96.84479390995142,745.0
CDKL2,ENSGALG00010009131,114,False,114,0.00646066,99.42905794561025,129.0
BOD1L1,ENSGALG00010009133,6368,False,6368,0.64150846,68.10737717233435,12809.0
MAML3,ENSGALG00010009141,497,False,497,0.027345119,97.51089297340611,546.0
CXCL13_3,ENSGALG00010009146,35,False,35,0.0035558671,99.82471077277508,71.0
TMEM128,ENSGALG00010009164,383,False,383,0.022687435,98.08183502779586,453.0
CLGN,ENSGALG00010009166,509,False,509,0.032052886,97.45079380978615,640.0
LYAR,ENSGALG00010009173,804,False,804,0.052186105,95.97335603746181,1042.0
ZBTB49,ENSGALG00010009190,472,False,472,0.026193218,97.63609956428107,523.0
GPR125,ENSGALG00010009200,315,False,315,0.017829418,98.42239695497571,356.0
PCDH10_1,ENSGALG00010009214,7,False,7,0.00040066108,99.96494215455502,8.0
HGNC:18790,ENSGALG00010009216,51,False,51,0.0026543797,99.74457855461512,53.0
PCDH18,ENSGALG00010009234,92,False,92,0.0060099163,99.5392397455802,120.0
STX18,ENSGALG00010009239,321,False,321,0.018380327,98.39234737316572,367.0
MGAT4D,ENSGALG00010009259,110,False,110,0.006610908,99.44909100015025,132.0
ELMOD2,ENSGALG00010009279,529,False,529,0.03210297,97.3506285370862,641.0
ACOX3,ENSGALG00010009294,55,False,55,0.0030049582,99.72454550007512,60.0
TBC1D9,ENSGALG00010009306,134,False,134,0.007562478,99.32889267291031,151.0
RNF150,ENSGALG00010009323,19,False,19,0.0009515701,99.90484299093504,19.0
ZNF330,ENSGALG00010009337,295,False,295,0.015826114,98.52256222767566,316.0
IL15,ENSGALG00010009362,502,False,502,0.03440677,97.48585165523113,687.0
RAB28,ENSGALG00010009372,348,False,348,0.021585615,98.25712425502078,431.0
INPP4B,ENSGALG00010009381,2115,False,2115,0.12906295,89.40752241197977,2577.0
SMARCA5,ENSGALG00010009411,1088,False,1088,0.07467321,94.55100916512245,1491.0
ZNF518B,ENSGALG00010009441,970,False,970,0.0634547,95.14198427405218,1267.0
ENSGALG00010009449,ENSGALG00010009449,278,False,278,0.014774377,98.60770270947063,295.0
ENSGALG00010009450,ENSGALG00010009450,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010009468,ENSGALG00010009468,174,False,174,0.009916362,99.12856212751039,198.0
ENSGALG00010009516,ENSGALG00010009516,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010009517,ENSGALG00010009517,4,False,4,0.00020033054,99.97996694546,4.0
WDR1,ENSGALG00010009542,2142,False,2142,0.15991385,89.27229929383482,3193.0
ENSGALG00010009573,ENSGALG00010009573,1627,False,1627,0.100616015,91.85155506585868,2009.0
ENSGALG00010009576,ENSGALG00010009576,26,False,26,0.0014023138,99.86978514549006,28.0
ENSGALG00010009579,ENSGALG00010009579,37,False,37,0.0020533882,99.81469424550508,41.0
ENSGALG00010009581,ENSGALG00010009581,37,False,37,0.0019532228,99.81469424550508,39.0
ENSGALG00010009586,ENSGALG00010009586,5,False,5,0.00025041317,99.97495868182502,5.0
ENSGALG00010009588,ENSGALG00010009588,12,False,12,0.00060099165,99.93990083638002,12.0
AFAP1,ENSGALG00010009608,9,False,9,0.000550909,99.95492562728502,11.0
ENSGALG00010009618,ENSGALG00010009618,10,False,10,0.00060099165,99.94991736365002,12.0
ENSGALG00010009673,ENSGALG00010009673,12,False,12,0.0006510743,99.93990083638002,13.0
ENSGALG00010009696,ENSGALG00010009696,5,False,5,0.00025041317,99.97495868182502,5.0
ENSGALG00010009703,ENSGALG00010009703,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010009713,ENSGALG00010009713,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010009723,ENSGALG00010009723,3,False,3,0.00015024791,99.98497520909501,3.0
CCDC149,ENSGALG00010009728,143,False,143,0.008413883,99.28381830019532,168.0
ENSGALG00010009787,ENSGALG00010009787,21,False,21,0.0013522311,99.89482646366504,27.0
SOD3,ENSGALG00010009833,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010009848,ENSGALG00010009848,459,False,459,0.023488756,97.70120699153604,469.0
ENSGALG00010009880,ENSGALG00010009880,22,False,22,0.001101818,99.88981820003005,22.0
ENSGALG00010009888,ENSGALG00010009888,3,False,3,0.00020033054,99.98497520909501,4.0
ENSGALG00010009922,ENSGALG00010009922,43,False,43,0.0022537187,99.7846446636951,45.0
ENSGALG00010009932,ENSGALG00010009932,255,False,255,0.016226774,98.72289277307557,324.0
