ref_komodo_stable_id,komodo_stable_id,chicken_grcg6a_stable_id,crocodile_stable_id,turtle_painted_stable_id
ENSVKKG00000010486,ENSVKKG00000010486,ENSGALG00000040342,,ENSCPBG00000026815
ENSVKKG00000015503,,ENSGALG00000005016,,
ENSVKKG00000012690,,,,ENSCPBG00000002582
ENSVKKG00000007240,,ENSGALG00000017153,,
ENSVKKG00000009905,ENSVKKG00000009905,,,
ENSVKKG00000001471,,ENSGALG00000026687,,
ENSVKKG00000006322,ENSVKKG00000006322,,,
ENSVKKG00000006361,,ENSGALG00000016615,,
ENSVKKG00000008159,,ENSGALG00000030826,,
ENSVKKG00000014274,ENSVKKG00000014274,,,
ENSVKKG00000013440,,ENSGALG00000002955,,
ENSVKKG00000003871,,ENSGALG00000002744,,
ENSVKKG00000000913,,ENSGALG00000031143,,
ENSVKKG00000015686,,ENSGALG00000005861,,
ENSVKKG00000016002,,ENSGALG00000030793,,
ENSVKKG00000017659,,,,ENSCPBG00000003770
ENSVKKG00000006126,ENSVKKG00000006126,,,
ENSVKKG00000009268,ENSVKKG00000009268,,,
ENSVKKG00000003774,,ENSGALG00000001316,,
ENSVKKG00000000889,,ENSGALG00000012025,,
ENSVKKG00000010474,,ENSGALG00000016737,,
ENSVKKG00000003734,,,,ENSCPBG00000000048
ENSVKKG00000000057,,ENSGALG00000005509,,
ENSVKKG00000008221,,ENSGALG00000021314,,
ENSVKKG00000009012,ENSVKKG00000009012,,,
ENSVKKG00000001510,ENSVKKG00000001510,ENSGALG00000009612,,
ENSVKKG00000006696,,ENSGALG00000028770,,
ENSVKKG00000000532,,ENSGALG00000042321,,
ENSVKKG00000010694,,ENSGALG00000043268,,
ENSVKKG00000001028,,ENSGALG00000046862,,
ENSVKKG00000015542,,ENSGALG00000009576,,
ENSVKKG00000012663,,ENSGALG00000026838,,
ENSVKKG00000000672,,ENSGALG00000041086,,
ENSVKKG00000008882,,ENSGALG00000023411,,
ENSVKKG00000009439,,ENSGALG00000042511,,
ENSVKKG00000018416,,ENSGALG00000012784,,
ENSVKKG00000006535,ENSVKKG00000006535,,,
ENSVKKG00000002582,,ENSGALG00000044071,,
ENSVKKG00000014937,,ENSGALG00000003722,,
ENSVKKG00000018000,,ENSGALG00000016912,,
ENSVKKG00000007104,,ENSGALG00000006829,,
ENSVKKG00000002013,,ENSGALG00000003072,,
ENSVKKG00000011913,,,,ENSCPBG00000020669
ENSVKKG00000013663,ENSVKKG00000013663,ENSGALG00000008666,,ENSCPBG00000008783
ENSVKKG00000008431,,ENSGALG00000041181,,
ENSVKKG00000011670,,"{'ENSGALG00000032428', 'ENSGALG00000004480'}",,
ENSVKKG00000012878,,ENSGALG00000029709,,ENSCPBG00000005011
ENSVKKG00000012547,,"{'ENSGALG00000039701', 'ENSGALG00000000141', 'ENSGALG00000034319', 'ENSGALG00000044502', 'ENSGALG00000053266', 'ENSGALG00000030940'}",,
ENSVKKG00000007829,,ENSGALG00000011544,,
ENSVKKG00000004559,,ENSGALG00000007191,,
ENSVKKG00000010185,ENSVKKG00000010185,,,
ENSVKKG00000008363,,ENSGALG00000003792,,
ENSVKKG00000017418,,ENSGALG00000004347,,
ENSVKKG00000004158,,ENSGALG00000039264,,
ENSVKKG00000014021,ENSVKKG00000014021,,,
ENSVKKG00000009843,,,,ENSCPBG00000002908
ENSVKKG00000000805,,ENSGALG00000041154,,
ENSVKKG00000009372,,ENSGALG00000018977,,
ENSVKKG00000004994,,ENSGALG00000006343,,
ENSVKKG00000011476,,ENSGALG00000034625,,
ENSVKKG00000007209,ENSVKKG00000007209,,,
ENSVKKG00000008727,,ENSGALG00000046375,,
ENSVKKG00000000594,,ENSGALG00000009549,,
ENSVKKG00000017481,,ENSGALG00000049798,,
ENSVKKG00000011686,ENSVKKG00000011686,ENSGALG00000052396,,
ENSVKKG00000000884,ENSVKKG00000000884,,,
ENSVKKG00000017279,,ENSGALG00000015230,,
ENSVKKG00000013507,,ENSGALG00000033293,,
ENSVKKG00000001065,,ENSGALG00000003005,,
ENSVKKG00000005166,,ENSGALG00000014953,,
ENSVKKG00000011259,,,,ENSCPBG00000023870
ENSVKKG00000006591,ENSVKKG00000006591,,,ENSCPBG00000006459
ENSVKKG00000015009,,ENSGALG00000002283,,
ENSVKKG00000017840,ENSVKKG00000017840,ENSGALG00000007356,ENSCPRG00005007912,ENSCPBG00000015870
ENSVKKG00000015830,ENSVKKG00000015830,ENSGALG00000016059,,
ENSVKKG00000003001,,ENSGALG00000030843,,
ENSVKKG00000011705,,ENSGALG00000033956,,
ENSVKKG00000013063,,ENSGALG00000002645,,
ENSVKKG00000014462,,ENSGALG00000030268,,
ENSVKKG00000013274,,ENSGALG00000030569,,
ENSVKKG00000015077,,ENSGALG00000000235,,
ENSVKKG00000007222,,ENSGALG00000037781,,
ENSVKKG00000018022,,ENSGALG00000039337,,
ENSVKKG00000002985,,ENSGALG00000009855,,
ENSVKKG00000016906,,ENSGALG00000011914,,
ENSVKKG00000017083,,ENSGALG00000003362,,
ENSVKKG00000013173,,ENSGALG00000012584,,
ENSVKKG00000016103,,ENSGALG00000001883,,
ENSVKKG00000002988,ENSVKKG00000002988,,,
ENSVKKG00000014629,,ENSGALG00000006929,,
ENSVKKG00000009515,ENSVKKG00000009515,ENSGALG00000039751,,
ENSVKKG00000015088,,ENSGALG00000000209,,
ENSVKKG00000007801,,ENSGALG00000025950,,
ENSVKKG00000000887,,,,ENSCPBG00000013127
ENSVKKG00000001022,,ENSGALG00000041783,,
ENSVKKG00000007994,,ENSGALG00000008930,,
ENSVKKG00000016974,,ENSGALG00000003123,,
ENSVKKG00000017689,,ENSGALG00000054793,,
ENSVKKG00000007302,,ENSGALG00000006453,,
ENSVKKG00000012335,,ENSGALG00000004628,,
ENSVKKG00000014942,,ENSGALG00000003699,,
ENSVKKG00000015230,,ENSGALG00000003129,,
ENSVKKG00000007993,,ENSGALG00000008931,,
ENSVKKG00000006848,,ENSGALG00000041285,,
ENSVKKG00000010584,,ENSGALG00000012692,,
ENSVKKG00000015581,,ENSGALG00000047781,ENSCPRG00005012973,
ENSVKKG00000002755,,ENSGALG00000015008,,
ENSVKKG00000017618,,ENSGALG00000013858,,
ENSVKKG00000013055,,ENSGALG00000002569,,
ENSVKKG00000017355,ENSVKKG00000017355,ENSGALG00000004171,,
ENSVKKG00000017478,,ENSGALG00000006020,,
ENSVKKG00000007217,,ENSGALG00000002022,,
ENSVKKG00000007740,,ENSGALG00000014321,,
ENSVKKG00000014838,,ENSGALG00000008308,,
ENSVKKG00000007581,,ENSGALG00000035505,,
ENSVKKG00000007970,,,,"{'ENSCPBG00000014468', 'ENSCPBG00000014465'}"
ENSVKKG00000009814,,ENSGALG00000001504,,
ENSVKKG00000002452,,ENSGALG00000036683,,
ENSVKKG00000018550,ENSVKKG00000018550,ENSGALG00000008098,,
ENSVKKG00000002492,,ENSGALG00000034289,,
ENSVKKG00000010877,,ENSGALG00000006402,,
ENSVKKG00000007537,,ENSGALG00000009879,,
ENSVKKG00000006224,,ENSGALG00000012570,,
ENSVKKG00000008029,,ENSGALG00000010129,,
ENSVKKG00000002291,,ENSGALG00000014776,,
ENSVKKG00000003960,,,ENSCPRG00005005229,ENSCPBG00000027050
ENSVKKG00000010826,,ENSGALG00000013085,,
ENSVKKG00000013050,,ENSGALG00000012584,,
ENSVKKG00000006205,ENSVKKG00000006205,ENSGALG00000016590,,
ENSVKKG00000015097,,,,ENSCPBG00000006539
ENSVKKG00000017544,,,,ENSCPBG00000004050
ENSVKKG00000005236,,ENSGALG00000003597,,
ENSVKKG00000014035,,"{'ENSGALG00000047364', 'ENSGALG00000054488'}",,
ENSVKKG00000001117,,ENSGALG00000039685,,
ENSVKKG00000005953,,,,ENSCPBG00000025069
ENSVKKG00000003304,,,,ENSCPBG00000010211
ENSVKKG00000004758,,ENSGALG00000000845,,
ENSVKKG00000003408,,ENSGALG00000003916,,
ENSVKKG00000003605,,ENSGALG00000005995,,ENSCPBG00000014802
ENSVKKG00000016616,,ENSGALG00000012481,ENSCPRG00005008363,
ENSVKKG00000017045,,ENSGALG00000007981,,
ENSVKKG00000017826,,ENSGALG00000006689,,
ENSVKKG00000016992,,ENSGALG00000040474,,
ENSVKKG00000013914,ENSVKKG00000013914,,,
ENSVKKG00000015386,,ENSGALG00000023703,,
ENSVKKG00000000337,,ENSGALG00000009276,,
ENSVKKG00000001911,,,,ENSCPBG00000013291
ENSVKKG00000016579,,ENSGALG00000010256,,
ENSVKKG00000008639,ENSVKKG00000008639,ENSGALG00000039206,,
ENSVKKG00000017419,,ENSGALG00000037177,,
ENSVKKG00000009902,ENSVKKG00000009902,ENSGALG00000021475,,
ENSVKKG00000010225,,ENSGALG00000030229,,
ENSVKKG00000009773,,ENSGALG00000008094,,
ENSVKKG00000013990,,,,ENSCPBG00000011292
ENSVKKG00000008326,,ENSGALG00000052930,,
ENSVKKG00000012600,,ENSGALG00000049399,,
ENSVKKG00000012515,,,,ENSCPBG00000017905
ENSVKKG00000018062,,ENSGALG00000005594,,
ENSVKKG00000000859,,,,ENSCPBG00000022387
ENSVKKG00000003547,ENSVKKG00000003547,,,
ENSVKKG00000005093,,ENSGALG00000003833,,
ENSVKKG00000007750,,ENSGALG00000002386,,
ENSVKKG00000015281,,ENSGALG00000008369,,
ENSVKKG00000001075,,ENSGALG00000038145,,
ENSVKKG00000012537,,ENSGALG00000015396,,
ENSVKKG00000006207,,,ENSCPRG00005006615,
ENSVKKG00000009638,,ENSGALG00000029270,,
ENSVKKG00000002339,,ENSGALG00000014711,,
ENSVKKG00000014260,,ENSGALG00000011216,,
ENSVKKG00000010972,,ENSGALG00000037940,,ENSCPBG00000016603
ENSVKKG00000011187,,ENSGALG00000040316,,
ENSVKKG00000016269,,ENSGALG00000005579,,
ENSVKKG00000017393,,ENSGALG00000031700,,ENSCPBG00000001661
ENSVKKG00000017216,ENSVKKG00000017216,ENSGALG00000015356,,
ENSVKKG00000009537,,ENSGALG00000032335,,
ENSVKKG00000003539,,,,ENSCPBG00000026754
ENSVKKG00000008701,,"{'ENSGALG00000050730', 'ENSGALG00000029970', 'ENSGALG00000052731', 'ENSGALG00000053439', 'ENSGALG00000044258', 'ENSGALG00000045815', 'ENSGALG00000053379'}",,
ENSVKKG00000011106,,ENSGALG00000031786,,
ENSVKKG00000013494,,ENSGALG00000004646,,
ENSVKKG00000011850,,ENSGALG00000007080,,ENSCPBG00000016512
ENSVKKG00000012051,,ENSGALG00000010870,ENSCPRG00005005941,ENSCPBG00000014255
ENSVKKG00000012259,,,,ENSCPBG00000005705
ENSVKKG00000003255,,ENSGALG00000043234,,ENSCPBG00000026395
ENSVKKG00000009650,,ENSGALG00000007102,,
ENSVKKG00000009710,,ENSGALG00000036566,,
ENSVKKG00000006379,,ENSGALG00000040388,,
ENSVKKG00000009847,,ENSGALG00000012292,,
ENSVKKG00000000138,,"{'ENSGALG00000045351', 'ENSGALG00000008178'}",,
ENSVKKG00000016357,,ENSGALG00000027069,,
ENSVKKG00000015589,,ENSGALG00000009330,,
ENSVKKG00000002791,,ENSGALG00000004257,,
ENSVKKG00000013497,,ENSGALG00000001835,,
ENSVKKG00000006260,,ENSGALG00000016766,,
ENSVKKG00000014653,,ENSGALG00000007131,,
ENSVKKG00000018446,,ENSGALG00000008100,,
ENSVKKG00000015459,,"{'ENSGALG00000052881', 'ENSGALG00000052053', 'ENSGALG00000028565', 'ENSGALG00000052936', 'ENSGALG00000050703', 'ENSGALG00000052739', 'ENSGALG00000052992', 'ENSGALG00000047903', 'ENSGALG00000050719', 'ENSGALG00000045569', 'ENSGALG00000048480', 'ENSGALG00000048862', 'ENSGALG00000053430', 'ENSGALG00000047118', 'ENSGALG00000051286', 'ENSGALG00000052429', 'ENSGALG00000044463', 'ENSGALG00000045780', 'ENSGALG00000048086', 'ENSGALG00000048704', 'ENSGALG00000046772', 'ENSGALG00000050281', 'ENSGALG00000048333', 'ENSGALG00000050242'}",,
ENSVKKG00000006894,ENSVKKG00000006894,ENSGALG00000033593,,
ENSVKKG00000007603,,ENSGALG00000039815,,
ENSVKKG00000014493,,ENSGALG00000026957,,
ENSVKKG00000012661,,ENSGALG00000054976,,ENSCPBG00000004669
ENSVKKG00000000060,ENSVKKG00000000060,,,
ENSVKKG00000000211,,ENSGALG00000015388,,
ENSVKKG00000016369,,ENSGALG00000031917,,
ENSVKKG00000014891,,ENSGALG00000015256,,
ENSVKKG00000003348,,ENSGALG00000007357,,
ENSVKKG00000008962,,ENSGALG00000047573,,
ENSVKKG00000000062,,ENSGALG00000015316,,
ENSVKKG00000012926,,ENSGALG00000001383,,
ENSVKKG00000017458,,ENSGALG00000011189,,
ENSVKKG00000005045,,ENSGALG00000016323,,
ENSVKKG00000006162,ENSVKKG00000006162,,,
ENSVKKG00000001287,ENSVKKG00000001287,,,
ENSVKKG00000016557,,ENSGALG00000010337,,
ENSVKKG00000004902,,"{'ENSGALG00000015705', 'ENSGALG00000050742'}",,
ENSVKKG00000013868,,ENSGALG00000007169,,
ENSVKKG00000016512,,ENSGALG00000015773,,
ENSVKKG00000018142,,ENSGALG00000031796,,
ENSVKKG00000005112,,ENSGALG00000002246,,
ENSVKKG00000013113,,,,ENSCPBG00000010994
ENSVKKG00000007384,,ENSGALG00000036850,,
ENSVKKG00000015735,,ENSGALG00000051336,,
ENSVKKG00000002511,,,,ENSCPBG00000010115
ENSVKKG00000017919,,ENSGALG00000045218,,
ENSVKKG00000010541,,ENSGALG00000003759,,ENSCPBG00000017149
ENSVKKG00000009389,,ENSGALG00000004848,,
ENSVKKG00000002086,,ENSGALG00000007226,,
ENSVKKG00000006390,,,,ENSCPBG00000016178
ENSVKKG00000013527,,ENSGALG00000002699,,
ENSVKKG00000017634,,ENSGALG00000013748,,ENSCPBG00000028425
ENSVKKG00000012383,ENSVKKG00000012383,ENSGALG00000009179,,
ENSVKKG00000001886,,ENSGALG00000015368,,
ENSVKKG00000003208,,ENSGALG00000005531,,
ENSVKKG00000006687,,ENSGALG00000004750,,
ENSVKKG00000010165,,"{'ENSGALG00000015626', 'ENSGALG00000054081'}",,"{'ENSCPBG00000019396', 'ENSCPBG00000002521', 'ENSCPBG00000002558'}"
ENSVKKG00000009087,,ENSGALG00000013824,,
ENSVKKG00000012557,ENSVKKG00000012557,,,
ENSVKKG00000003951,,,,ENSCPBG00000027686
ENSVKKG00000011635,,ENSGALG00000005035,,
ENSVKKG00000014242,,ENSGALG00000013784,,
ENSVKKG00000017222,,ENSGALG00000015347,,
ENSVKKG00000003023,ENSVKKG00000003023,,,
ENSVKKG00000009096,,ENSGALG00000026981,,
ENSVKKG00000015404,,ENSGALG00000016065,,
ENSVKKG00000015475,,ENSGALG00000001491,,
ENSVKKG00000002813,,ENSGALG00000004769,,
ENSVKKG00000007489,,,,ENSCPBG00000016748
ENSVKKG00000003187,,ENSGALG00000012112,,
ENSVKKG00000016261,,ENSGALG00000007967,,
ENSVKKG00000002955,,ENSGALG00000003169,,
ENSVKKG00000010619,,ENSGALG00000012720,,
ENSVKKG00000007223,,ENSGALG00000017148,,
ENSVKKG00000004650,,ENSGALG00000047805,,
ENSVKKG00000016961,,ENSGALG00000041621,,
ENSVKKG00000007110,ENSVKKG00000007110,ENSGALG00000006757,,
ENSVKKG00000001404,,ENSGALG00000001857,,
ENSVKKG00000012931,ENSVKKG00000012931,ENSGALG00000016969,,
ENSVKKG00000009400,,,,ENSCPBG00000009809
ENSVKKG00000014882,,ENSGALG00000027905,,
ENSVKKG00000007699,,ENSGALG00000014337,,
ENSVKKG00000010739,,ENSGALG00000006775,,
ENSVKKG00000004809,,ENSGALG00000015688,,
ENSVKKG00000016201,,ENSGALG00000007929,,
ENSVKKG00000004178,,ENSGALG00000008411,,
ENSVKKG00000013779,,,,ENSCPBG00000027227
ENSVKKG00000010460,ENSVKKG00000010460,ENSGALG00000016736,,
ENSVKKG00000014599,ENSVKKG00000014599,,,
ENSVKKG00000008755,,ENSGALG00000003745,,
ENSVKKG00000005904,,ENSGALG00000001475,,
ENSVKKG00000005545,,ENSGALG00000011488,,
ENSVKKG00000012971,,"{'ENSGALG00000032808', 'ENSGALG00000040808'}",,
ENSVKKG00000004493,,ENSGALG00000027070,,
ENSVKKG00000015827,,ENSGALG00000031411,,
ENSVKKG00000010723,,ENSGALG00000034297,,
ENSVKKG00000002970,,ENSGALG00000003385,,
ENSVKKG00000016428,,ENSGALG00000007963,,
ENSVKKG00000001076,,ENSGALG00000012127,,
ENSVKKG00000010126,,ENSGALG00000008944,,
ENSVKKG00000003543,ENSVKKG00000003543,,,ENSCPBG00000026760
ENSVKKG00000017918,,ENSGALG00000037097,,
ENSVKKG00000014067,,ENSGALG00000033137,,
ENSVKKG00000001326,ENSVKKG00000001326,,,
ENSVKKG00000004507,,ENSGALG00000010658,,
ENSVKKG00000009022,,ENSGALG00000051672,,
ENSVKKG00000001921,,ENSGALG00000028026,,
ENSVKKG00000010312,,"{'ENSGALG00000039701', 'ENSGALG00000000141', 'ENSGALG00000034319', 'ENSGALG00000044502', 'ENSGALG00000053266', 'ENSGALG00000030940'}",,
ENSVKKG00000012846,,ENSGALG00000029614,,
ENSVKKG00000004630,,ENSGALG00000004812,,
ENSVKKG00000009567,,ENSGALG00000040794,,
ENSVKKG00000013200,,ENSGALG00000013722,,
ENSVKKG00000012490,,ENSGALG00000010025,,
ENSVKKG00000003465,,ENSGALG00000011426,,
ENSVKKG00000017984,,,,ENSCPBG00000001001
ENSVKKG00000014183,,ENSGALG00000045514,,
ENSVKKG00000015785,,ENSGALG00000000102,,
ENSVKKG00000000198,,ENSGALG00000015387,,
ENSVKKG00000000809,,ENSGALG00000006461,,
ENSVKKG00000006780,,ENSGALG00000040770,,
ENSVKKG00000004457,,ENSGALG00000026820,,
ENSVKKG00000006590,,ENSGALG00000012263,,
ENSVKKG00000012531,,"{'ENSGALG00000048828', 'ENSGALG00000052770'}",,ENSCPBG00000024756
ENSVKKG00000016944,,ENSGALG00000008844,,
ENSVKKG00000009101,,ENSGALG00000038943,,
ENSVKKG00000005360,,ENSGALG00000026517,,
ENSVKKG00000010292,,ENSGALG00000015170,,ENSCPBG00000019204
ENSVKKG00000001479,,,,"{'ENSCPBG00000002994', 'ENSCPBG00000015131', 'ENSCPBG00000001782', 'ENSCPBG00000004192', 'ENSCPBG00000022421', 'ENSCPBG00000015137', 'ENSCPBG00000005729'}"
ENSVKKG00000012959,,ENSGALG00000022622,,
ENSVKKG00000009325,ENSVKKG00000009325,ENSGALG00000026891,,
ENSVKKG00000005565,,ENSGALG00000011442,,
ENSVKKG00000008135,,ENSGALG00000007638,,
ENSVKKG00000000930,,"{'ENSGALG00000050882', 'ENSGALG00000029324'}",,
ENSVKKG00000001620,,ENSGALG00000012173,,
ENSVKKG00000015819,,ENSGALG00000010326,,
ENSVKKG00000012818,,ENSGALG00000003523,,
ENSVKKG00000006067,,,,ENSCPBG00000003409
ENSVKKG00000016162,,ENSGALG00000002781,,
ENSVKKG00000007827,,,,ENSCPBG00000009663
ENSVKKG00000013842,,ENSGALG00000036300,,
ENSVKKG00000016161,ENSVKKG00000016161,ENSGALG00000019384,,ENSCPBG00000021260
ENSVKKG00000007188,ENSVKKG00000007188,,,
ENSVKKG00000009748,,ENSGALG00000030879,,
ENSVKKG00000016787,,ENSGALG00000001644,,
ENSVKKG00000014221,,ENSGALG00000002784,,
ENSVKKG00000009593,,ENSGALG00000043034,,
ENSVKKG00000016708,,ENSGALG00000010764,,
ENSVKKG00000001385,ENSVKKG00000001385,ENSGALG00000011405,,ENSCPBG00000022630
ENSVKKG00000010328,ENSVKKG00000010328,ENSGALG00000041978,,
ENSVKKG00000008111,,ENSGALG00000008837,,
ENSVKKG00000003506,,ENSGALG00000040269,,
ENSVKKG00000011109,ENSVKKG00000011109,ENSGALG00000031117,,
ENSVKKG00000005889,,ENSGALG00000041923,,
ENSVKKG00000007754,,ENSGALG00000027630,,
ENSVKKG00000014428,,,,"{'ENSCPBG00000002984', 'ENSCPBG00000005515', 'ENSCPBG00000003531', 'ENSCPBG00000008345', 'ENSCPBG00000005276', 'ENSCPBG00000003676', 'ENSCPBG00000003158', 'ENSCPBG00000003632', 'ENSCPBG00000014528', 'ENSCPBG00000016250', 'ENSCPBG00000009228', 'ENSCPBG00000018613', 'ENSCPBG00000002175', 'ENSCPBG00000012721', 'ENSCPBG00000002140', 'ENSCPBG00000011487', 'ENSCPBG00000011493', 'ENSCPBG00000003609', 'ENSCPBG00000011548', 'ENSCPBG00000003488', 'ENSCPBG00000016866', 'ENSCPBG00000006240', 'ENSCPBG00000004043', 'ENSCPBG00000018608', 'ENSCPBG00000005214', 'ENSCPBG00000013464', 'ENSCPBG00000023702', 'ENSCPBG00000003443', 'ENSCPBG00000004744', 'ENSCPBG00000004048', 'ENSCPBG00000018578', 'ENSCPBG00000005287', 'ENSCPBG00000006109', 'ENSCPBG00000016868', 'ENSCPBG00000016251', 'ENSCPBG00000013461', 'ENSCPBG00000003605', 'ENSCPBG00000002990', 'ENSCPBG00000004322', 'ENSCPBG00000018587', 'ENSCPBG00000006235', 'ENSCPBG00000004316', 'ENSCPBG00000003433', 'ENSCPBG00000015297'}"
ENSVKKG00000012671,,ENSGALG00000052573,,
ENSVKKG00000002152,,ENSGALG00000048151,,
ENSVKKG00000005787,,"{'ENSGALG00000035803', 'ENSGALG00000052452'}",,
ENSVKKG00000003893,ENSVKKG00000003893,,,
ENSVKKG00000001603,,ENSGALG00000032563,,
ENSVKKG00000006885,,,,ENSCPBG00000005940
ENSVKKG00000008357,,ENSGALG00000002507,,
ENSVKKG00000015499,,ENSGALG00000042177,,
ENSVKKG00000017455,,ENSGALG00000011186,,
ENSVKKG00000014101,,ENSGALG00000035869,,
ENSVKKG00000013618,,ENSGALG00000037935,,
ENSVKKG00000011183,,ENSGALG00000012245,,
ENSVKKG00000004904,,ENSGALG00000034855,,
ENSVKKG00000012265,,ENSGALG00000010010,,
ENSVKKG00000004549,,ENSGALG00000008713,,
ENSVKKG00000011761,,ENSGALG00000010166,,
ENSVKKG00000007704,ENSVKKG00000007704,ENSGALG00000014684,,
ENSVKKG00000006417,,ENSGALG00000002506,,
ENSVKKG00000005554,,ENSGALG00000050427,,
ENSVKKG00000004166,,,,"{'ENSCPBG00000022388', 'ENSCPBG00000001791', 'ENSCPBG00000014783', 'ENSCPBG00000004200', 'ENSCPBG00000010504', 'ENSCPBG00000025309', 'ENSCPBG00000012669', 'ENSCPBG00000007131', 'ENSCPBG00000026835', 'ENSCPBG00000006414', 'ENSCPBG00000004837', 'ENSCPBG00000008052', 'ENSCPBG00000019033'}"
ENSVKKG00000009601,,ENSGALG00000052648,,
ENSVKKG00000011694,,ENSGALG00000002882,,
ENSVKKG00000007685,,ENSGALG00000013086,,ENSCPBG00000016477
ENSVKKG00000017284,,ENSGALG00000029298,,
ENSVKKG00000018189,,ENSGALG00000001094,,
ENSVKKG00000013002,,ENSGALG00000027712,,
ENSVKKG00000000952,ENSVKKG00000000952,ENSGALG00000004562,,
ENSVKKG00000008503,,ENSGALG00000008815,,
ENSVKKG00000016056,,ENSGALG00000021378,,
ENSVKKG00000009192,,ENSGALG00000006355,,
ENSVKKG00000001777,,ENSGALG00000003294,,
ENSVKKG00000013719,,ENSGALG00000053509,,
ENSVKKG00000012608,,ENSGALG00000046858,,
ENSVKKG00000004780,,ENSGALG00000027454,,
ENSVKKG00000000402,,ENSGALG00000051771,,
ENSVKKG00000003112,ENSVKKG00000003112,,,
ENSVKKG00000012163,,,,"{'ENSCPBG00000015410', 'ENSCPBG00000014110', 'ENSCPBG00000014319', 'ENSCPBG00000003709', 'ENSCPBG00000014298', 'ENSCPBG00000014309', 'ENSCPBG00000014171', 'ENSCPBG00000014325'}"
ENSVKKG00000006429,,ENSGALG00000014378,,
ENSVKKG00000008566,,ENSGALG00000010170,,
ENSVKKG00000009840,,ENSGALG00000014023,,
ENSVKKG00000007720,,ENSGALG00000030875,,
ENSVKKG00000005003,,ENSGALG00000006378,,
ENSVKKG00000015642,,ENSGALG00000009233,,
ENSVKKG00000015406,ENSVKKG00000015406,,,
ENSVKKG00000012800,,ENSGALG00000053597,,
ENSVKKG00000010112,ENSVKKG00000010112,,,
ENSVKKG00000007312,,ENSGALG00000044768,,
ENSVKKG00000012520,,ENSGALG00000010114,,
ENSVKKG00000000470,,ENSGALG00000008003,,
ENSVKKG00000016704,,ENSGALG00000010764,,
ENSVKKG00000009182,,ENSGALG00000007675,,
ENSVKKG00000006586,,ENSGALG00000035669,,
ENSVKKG00000015412,ENSVKKG00000015412,,,
ENSVKKG00000005249,ENSVKKG00000005249,ENSGALG00000050943,,
ENSVKKG00000007276,,ENSGALG00000028438,,
ENSVKKG00000014231,ENSVKKG00000014231,ENSGALG00000029000,,
ENSVKKG00000014664,,ENSGALG00000028298,,
ENSVKKG00000004372,,ENSGALG00000042521,,
ENSVKKG00000002992,,ENSGALG00000051438,,
ENSVKKG00000010111,,ENSGALG00000016124,,
ENSVKKG00000011227,,ENSGALG00000010749,,ENSCPBG00000003386
ENSVKKG00000018522,,ENSGALG00000008222,,
ENSVKKG00000013722,,ENSGALG00000007302,,
ENSVKKG00000017234,,ENSGALG00000015322,,
ENSVKKG00000002360,,ENSGALG00000009015,,
ENSVKKG00000008610,ENSVKKG00000008610,ENSGALG00000015833,,
ENSVKKG00000005854,,ENSGALG00000010678,,
ENSVKKG00000009770,,,,ENSCPBG00000019718
ENSVKKG00000015850,,ENSGALG00000009356,,
ENSVKKG00000008860,ENSVKKG00000008860,,,
ENSVKKG00000003888,,ENSGALG00000008700,,
ENSVKKG00000003054,,ENSGALG00000026757,,
ENSVKKG00000018130,,ENSGALG00000013728,,
ENSVKKG00000005682,,ENSGALG00000009369,,
ENSVKKG00000015376,,ENSGALG00000031013,,
ENSVKKG00000010212,,ENSGALG00000052763,,
ENSVKKG00000014034,,ENSGALG00000007470,,
ENSVKKG00000006492,,ENSGALG00000012446,,
ENSVKKG00000001974,ENSVKKG00000001974,,,
ENSVKKG00000000728,,,ENSCPRG00005016092,
ENSVKKG00000006421,ENSVKKG00000006421,ENSGALG00000002583,,
ENSVKKG00000007466,,ENSGALG00000031893,,
ENSVKKG00000004649,,ENSGALG00000037773,,
ENSVKKG00000009789,,ENSGALG00000020193,,ENSCPBG00000007819
ENSVKKG00000012404,,,,ENSCPBG00000024764
ENSVKKG00000001507,ENSVKKG00000001507,ENSGALG00000006106,,
ENSVKKG00000015671,,ENSGALG00000029669,,
ENSVKKG00000007859,ENSVKKG00000007859,,,
ENSVKKG00000018675,,ENSGALG00000033025,,
ENSVKKG00000002562,,ENSGALG00000025946,,
ENSVKKG00000000030,,ENSGALG00000008321,,
ENSVKKG00000016530,,,,"{'ENSCPBG00000013155', 'ENSCPBG00000013196'}"
ENSVKKG00000004423,,ENSGALG00000010471,,
ENSVKKG00000005413,,ENSGALG00000011511,,
ENSVKKG00000005465,,ENSGALG00000015286,,
ENSVKKG00000013148,,ENSGALG00000007483,,
ENSVKKG00000000817,,ENSGALG00000006477,,
ENSVKKG00000011786,ENSVKKG00000011786,,,
ENSVKKG00000004083,,ENSGALG00000013197,,
ENSVKKG00000015926,,ENSGALG00000010253,,
ENSVKKG00000004473,,ENSGALG00000034040,,
ENSVKKG00000010006,,ENSGALG00000035966,,
ENSVKKG00000010434,,ENSGALG00000015038,,
ENSVKKG00000016321,,ENSGALG00000052488,,
ENSVKKG00000011251,,ENSGALG00000050637,,
ENSVKKG00000000291,ENSVKKG00000000291,ENSGALG00000005610,,
ENSVKKG00000010851,,ENSGALG00000009071,,
ENSVKKG00000000563,,,,ENSCPBG00000011177
