ref_komodo_stable_id,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_pic_4_logFC,chicken_grcg6a_pic_4_QValue,chicken_grcg6a_pic_8_logFC,chicken_grcg6a_pic_8_QValue,crocodile_stable_id,crocodile_name,crocodile_pic_4_logFC,crocodile_pic_4_QValue,turtle_painted_stable_id,turtle_painted_name,turtle_painted_pic_4_logFC,turtle_painted_pic_4_QValue,turtle_painted_pic_8_logFC,turtle_painted_pic_8_QValue,komodo_stable_id,komodo_name,komodo_pic_4_logFC,komodo_pic_4_QValue
ENSVKKG00000003461,ENSGALG00000028675,ZCCHC7,,,0.636613366,0.082682079,,,,,,,,,,,,,,
ENSVKKG00000003490,,,,,,,,,,,ENSCPBG00000015606,RIPOR3,,,1.740609153,0.627247207,,,,
ENSVKKG00000003512,,,,,,,,,,,,,,,,,ENSVKKG00000003512,CYLD,0.611206699,0.579256598
ENSVKKG00000003539,,,,,,,,,,,ENSCPBG00000026754,EYA2,,,5.967200218,0.732894138,,,,
ENSVKKG00000003543,,,,,,,,,,,ENSCPBG00000026760,SLC13A3,2.547100835,1,3.320427193,0.533427957,ENSVKKG00000003543,SLC13A3,1.039020374,0.012029896
ENSVKKG00000003547,,,,,,,,,,,,,,,,,ENSVKKG00000003547,OSER1,1.569182845,0.001278956
ENSVKKG00000003568,ENSGALG00000032930,NCL,,,0.492598239,0.125205752,,,,,,,,,,,,,,
ENSVKKG00000003594,ENSGALG00000004594,CD74,,,0.826653722,0.005532679,,,,,,,,,,,,,,
ENSVKKG00000003598,,,,,,,,,,,ENSCPBG00000014813,TEKT1,4.890722778,1,5.337028923,0.641474018,,,,
ENSVKKG00000003601,,,,,,,,,,,,,,,,,ENSVKKG00000003601,XAF1,2.605747824,8.86E-12
ENSVKKG00000003610,,,,,,,,,,,ENSCPBG00000024115,ATG2B,1.222130669,1,,,,,,
ENSVKKG00000003643,ENSGALG00000014443,IFFO1,,,0.790761478,0.00694497,,,,,,,,,,,,,,
ENSVKKG00000003674,ENSGALG00000029408,BAZ1B,,,0.716519766,0.024073219,,,,,,,,,,,,,,
ENSVKKG00000003699,ENSGALG00000009062,CDK14,,,1.211162369,0.008230149,,,,,ENSCPBG00000021560,CDK14,,,1.982074108,0.836578565,,,,
ENSVKKG00000003770,,,,,,,,,,,ENSCPBG00000025893,PALD1,,,1.202350483,0.856178028,,,,
ENSVKKG00000003812,,,,,,,,,,,,,,,,,ENSVKKG00000003812,RND1,1.135254442,0.089290736
ENSVKKG00000003815,ENSGALG00000012348,MCM6,,,0.901740939,0.012245639,,,,,,,,,,,,,,
ENSVKKG00000003875,,,,,,,,,,,,,,,,,ENSVKKG00000003875,SORCS1,2.177312226,0.653668757
ENSVKKG00000003879,,,,,,,,,,,,,,,,,ENSVKKG00000003879,XPNPEP1,0.891441889,0.188686905
ENSVKKG00000003881,ENSGALG00000029917,SGCA,,,1.365719681,0.078169347,,,,,,,,,,,,,,
ENSVKKG00000003893,,,,,,,,,,,,,,,,,ENSVKKG00000003893,ADRA2A,1.187224901,0.024270142
ENSVKKG00000003929,ENSGALG00000005451,HELLS,,,1.116116792,0.023779654,,,,,,,,,,,,,,
ENSVKKG00000003937,,,,,,,,,,,ENSCPBG00000027678,SERPINH1,2.838618086,1,3.335077949,0.732894138,,,,
ENSVKKG00000003939,,,,,,,,,,,,,,,,,ENSVKKG00000003939,GDPD5,0.622544852,0.50957768
ENSVKKG00000003951,,,,,,,,,,,ENSCPBG00000027686,KLHL35,,,6.414020758,0.284143913,,,,
ENSVKKG00000003970,,,,,,,,,,,,,,,,,ENSVKKG00000003970,TEX2,1.251889179,0.000754545
ENSVKKG00000003982,ENSGALG00000014718,MAP3K1,,,0.601207599,0.084105932,,,,,,,,,,,,,,
ENSVKKG00000004010,ENSGALG00000035699,MARCHF6,,,0.556489196,0.13257751,,,,,,,,,,,,,,
ENSVKKG00000004031,ENSGALG00000014732,ERCC8,,,0.848786377,0.051168452,,,,,,,,,,,,,,
ENSVKKG00000004135,ENSGALG00000008519,NR2C2,,,0.503114192,0.117765855,,,,,,,,,,,,,,
ENSVKKG00000004155,,,,,,,,,,,,,,,,,ENSVKKG00000004155,,5.586942112,0.385882661
ENSVKKG00000004384,ENSGALG00000036754,CHKA,,,0.991949602,0.0014291,,,,,,,,,,,,,,
ENSVKKG00000004395,ENSGALG00000039221,,,,0.79000158,0.007423399,,,,,,,,,,,,,,
ENSVKKG00000004423,ENSGALG00000010471,PPP2R2D,,,0.660164216,0.044003544,,,,,,,,,,,,,,
ENSVKKG00000004428,ENSGALG00000008429,CRNKL1,,,0.495944063,0.10571939,,,,,,,,,,,,,,
ENSVKKG00000004437,,,,,,,,,,,,,,,,,ENSVKKG00000004437,SLC25A22,1.659324665,0.146184527
ENSVKKG00000004473,ENSGALG00000034040,ZNF318,,,0.49782275,0.128065337,,,,,,,,,,,,,,
ENSVKKG00000004516,,,,,,,,,,,,,,,,,ENSVKKG00000004516,,0.83900593,0.329220821
ENSVKKG00000004522,ENSGALG00000010645,ENPP6,,,1.146905479,0.102504734,,,,,,,,,,,,,,
ENSVKKG00000004535,ENSGALG00000011220,SLC25A29,,,1.079664994,0.016892579,,,,,,,,,,,,,,
ENSVKKG00000004555,ENSGALG00000028897,WDR25,,,0.814862336,0.10431394,,,,,,,,,,,,,,
ENSVKKG00000004584,ENSGALG00000006608,,,,0.974791747,0.011228401,,,,,,,,,,,,,,
ENSVKKG00000004589,,,,,,,,,,,,,,,,,ENSVKKG00000004589,TNNI2,2.001982568,0.30545931
ENSVKKG00000004610,ENSGALG00000004199,TMEM184A,,,1.476972079,0.004628086,,,,,,,,,,,,,,
ENSVKKG00000004627,ENSGALG00000035804,SQSTM1,,,1.200522044,0.000464354,,,,,,,,,,,,,,
ENSVKKG00000004649,ENSGALG00000037773,ST3GAL1,,,2.344503665,0.002187261,,,,,,,,,,,,,,
ENSVKKG00000004696,ENSGALG00000010491,PWWP2B,,,0.954924414,0.001837591,,,,,,,,,,,,,,
ENSVKKG00000004753,ENSGALG00000034414,SLU7,,,0.477098262,0.125680031,,,,,,,,,,,,,,
ENSVKKG00000004756,ENSGALG00000003652,ATAD1,,,0.597878066,0.0459609,,,,,,,,,,,ENSVKKG00000004756,ATAD1,0.568629885,0.670704571
ENSVKKG00000004796,,,,,,,,,,,ENSCPBG00000010113,GPX3,3.773481071,1,4.315812764,0.533427957,,,,
ENSVKKG00000004799,,,,,,,,,,,,,,,,,ENSVKKG00000004799,TNIP1,1.159906532,0.020338598
ENSVKKG00000004808,ENSGALG00000015145,TMC1,,,2.13315384,0.003451364,,,,,,,,,,,,,,
ENSVKKG00000004825,,,,,,,,,,,ENSCPBG00000018541,NCOA7,,,2.28518628,0.796272367,ENSVKKG00000004825,NCOA7,1.096155342,0.036862042
ENSVKKG00000004846,,,,,,,,,,,,,,,,,ENSVKKG00000004846,PLXDC1,2.732456948,0.170205853
ENSVKKG00000004873,ENSGALG00000013881,C22H2ORF42,,,0.507639561,0.120131739,,,,,,,,,,,,,,
ENSVKKG00000004880,,,,,,,,,,,,,,,,,ENSVKKG00000004880,MXD1,1.063467668,0.02996208
ENSVKKG00000004910,ENSGALG00000034716,HEY2,,,5.11095354,0.069420736,,,,,,,,,,,,,,
ENSVKKG00000004950,ENSGALG00000000818,,,,5.274014158,0.057921228,,,,,,,,,,,,,,
ENSVKKG00000004974,,,,,,,,,,,ENSCPBG00000018775,FAM184A,,,1.568323079,0.839276406,,,,
ENSVKKG00000004992,,,,,,,,,,,ENSCPBG00000026498,STAMBPL1,,,1.624908493,0.261240926,ENSVKKG00000004992,STAMBPL1,1.143423692,0.192195423
ENSVKKG00000005014,,,,,,,,,,,,,,,,,ENSVKKG00000005014,SMS,0.71578434,0.547011096
ENSVKKG00000005059,,,,,,,,,,,,,,,,,ENSVKKG00000005059,,0.611117364,0.612700985
ENSVKKG00000005066,,,,,,,,,,,,,,,,,ENSVKKG00000005066,BCAR1,0.636877,0.508822853
ENSVKKG00000005073,,,,,,,,,,,ENSCPBG00000015784,GLUL,6.356649848,1,6.638998857,0.389443552,,,,
ENSVKKG00000005103,ENSGALG00000014902,,,,1.003384377,0.000615688,,,,,,,,,,,,,,
ENSVKKG00000005120,,,,,,,,,,,ENSCPBG00000028192,MVB12B,1.80468687,1,,,,,,
ENSVKKG00000005164,,,,,,,,,,,ENSCPBG00000000969,,,,1.227429875,0.732894138,,,,
ENSVKKG00000005197,ENSGALG00000014773,ERBIN,,,0.745949868,0.015328281,,,,,,,,,,,,,,
ENSVKKG00000005220,ENSGALG00000014784,MAST4,,,0.794242368,0.031386972,,,,,,,,,,,ENSVKKG00000005220,MAST4,1.308386248,0.196137577
ENSVKKG00000005282,,,,,,,,,,,ENSCPBG00000011582,FZD7,,,3.162569647,0.762037745,,,,
ENSVKKG00000005314,,,,,,,,,,,,,,,,,ENSVKKG00000005314,ACER3,1.07035984,0.646614055
ENSVKKG00000005330,ENSGALG00000000681,PAK1,,,0.902687092,0.010779963,,,,,,,,,,,,,,
ENSVKKG00000005353,ENSGALG00000006964,SDR42E2,,,1.75617995,0.096217774,,,,,,,,,,,,,,
ENSVKKG00000005363,ENSGALG00000014103,FRYL,,,0.853982022,0.011466765,,,,,,,,,,,,,,
ENSVKKG00000005376,,,,,,,,,,,,,,,,,ENSVKKG00000005376,TNFAIP2,0.910942002,0.119236743
ENSVKKG00000005400,ENSGALG00000008974,USP33,,,0.648135369,0.033685513,,,,,,,,,,,,,,
ENSVKKG00000005429,,,,,,,,,,,,,,,,,ENSVKKG00000005429,FTH1,1.5877706,0.018518215
ENSVKKG00000005462,ENSGALG00000033339,FIGNL2,,,3.051452301,0.019943914,,,,,,,,,,,,,,
ENSVKKG00000005486,,,,,,,,,,,ENSCPBG00000006292,,1.684529786,1,1.677348943,0.780358471,,,,
ENSVKKG00000005607,ENSGALG00000009248,HSPA12A,,,2.521916519,0.042004223,,,,,,,,,,,,,,
ENSVKKG00000005615,ENSGALG00000003558,NADK2,,,1.368973647,0.003843036,,,,,,,,,,,,,,
ENSVKKG00000005633,ENSGALG00000012355,DARS,,,0.519527014,0.104845228,,,,,,,,,,,,,,
ENSVKKG00000005642,ENSGALG00000029095,PDZD8,,,0.487973179,0.133597062,,,,,,,,,,,,,,
ENSVKKG00000005707,ENSGALG00000009445,INPP5F,,,0.670692098,0.112224414,,,,,,,,,,,,,,
ENSVKKG00000005723,,,,,,,,,,,,,,,,,ENSVKKG00000005723,LPIN1,1.066422956,0.388285097
ENSVKKG00000005738,ENSGALG00000012453,EPC2,,,0.762287975,0.01692473,,,,,,,,,,,,,,
ENSVKKG00000005744,ENSGALG00000039883,PIGV,,,0.6979624,0.091278321,,,,,,,,,,,,,,
ENSVKKG00000005782,,,,,,,,,,,ENSCPBG00000025781,TRIM2,,,2.029598224,0.831624877,,,,
ENSVKKG00000005789,ENSGALG00000019042,ALG8,,,0.605544788,0.096631751,,,,,,,,,,,,,,
ENSVKKG00000005847,,,,,,,,,,,ENSCPBG00000009428,EFCAB2,,,2.438009938,0.627247207,,,,
ENSVKKG00000005851,ENSGALG00000010671,HNRNPU,,,0.569428217,0.080923599,,,,,,,,,,,,,,
ENSVKKG00000005860,ENSGALG00000010705,ZBTB18,,,0.678920073,0.114021023,,,,,,,,,,,,,,
ENSVKKG00000005889,ENSGALG00000041923,ESPL1,,,0.767768784,0.06857281,,,,,,,,,,,,,,
ENSVKKG00000005940,,,,,,,,,,,ENSCPBG00000015700,BMX,3.069154944,1,,,,,,
ENSVKKG00000005953,,,,,,,,,,,ENSCPBG00000025069,,2.690413956,1,2.706572896,0.704762627,,,,
ENSVKKG00000006010,,,,,,,,,,,ENSCPBG00000015723,GPM6B,,,3.498926351,0.759764583,,,,
ENSVKKG00000006061,,,,,,,,,,,,,,,,,ENSVKKG00000006061,SARS1,1.160884776,0.014701267
ENSVKKG00000006089,ENSGALG00000036728,PRDM16,,,2.920675615,0.030102202,,,,,,,,,,,,,,
ENSVKKG00000006142,,,,,,,,,,,,,,,,,ENSVKKG00000006142,DOCK8,1.240667699,0.014641179
ENSVKKG00000006201,,,,,,,,,,,ENSCPBG00000024956,TENT5B,1.081079076,1,1.966456939,0.088975687,,,,
ENSVKKG00000006213,,,,,,,,,,,ENSCPBG00000014047,RRM2,,,1.065235064,0.797472784,,,,
ENSVKKG00000006261,ENSGALG00000007393,SUDS3,,,0.62791688,0.037073973,,,,,,,,,,,,,,
ENSVKKG00000006267,,,,,,,,,,,ENSCPBG00000014130,ID2,1.201400768,1,1.181138554,0.745394231,,,,
ENSVKKG00000006287,ENSGALG00000009057,TASP1,,,0.843099474,0.033917806,,,,,,,,,,,,,,
ENSVKKG00000006333,,,,,,,,,,,,,,,,,ENSVKKG00000006333,MID1,5.587072519,9.84E-06
ENSVKKG00000006334,ENSGALG00000009492,DNAJB9,,,0.869616108,0.066857309,,,,,,,,,,,,,,
ENSVKKG00000006360,ENSGALG00000030802,SHROOM2,,,0.773877032,0.088537403,,,,,,,,,,,,,,
ENSVKKG00000006367,,,,,,,,,,,,,,,,,ENSVKKG00000006367,ANOS1,4.299927783,0.308139449
ENSVKKG00000006390,,,,,,,,,,,ENSCPBG00000016178,ACOT7,1.960765624,1,2.12573939,0.856178028,,,,
ENSVKKG00000006403,ENSGALG00000028958,NOL9,,,0.600232892,0.060359858,,,,,,,,,,,,,,
ENSVKKG00000006406,ENSGALG00000000637,ZBTB48,,,0.609405949,0.061768133,,,,,,,,,,,,,,
ENSVKKG00000006426,ENSGALG00000015196,ASXL3,,,1.405079812,0.083099204,,,,,,,,,,,,,,
ENSVKKG00000006435,ENSGALG00000001595,PHF19,,,0.668325054,0.07166621,,,,,,,,,,,,,,
ENSVKKG00000006586,ENSGALG00000035669,ADNP2,,,0.598060724,0.079797956,,,,,,,,,,,,,,
ENSVKKG00000006591,,,,,,,,,,,ENSCPBG00000006459,PARD6G,1.63640736,1,2.123216186,0.256300241,ENSVKKG00000006591,PARD6G,6.242365767,3.32E-05
ENSVKKG00000006601,,,,,,,,,,,,,,,,,ENSVKKG00000006601,DSG2,0.890255077,0.332855285
ENSVKKG00000006623,,,,,,,,,,,ENSCPBG00000023156,MCM5,,,1.889333435,0.836578565,,,,
ENSVKKG00000006637,ENSGALG00000013626,GMNN,,,0.914314911,0.110030599,,,,,,,,,,,,,,
ENSVKKG00000006652,,,,,,,,,,,,,,,,,ENSVKKG00000006652,PRKCD,0.786588192,0.146184527
ENSVKKG00000006656,,,,,,,,,,,,,,,,,ENSVKKG00000006656,PFKFB4,0.549329291,0.657218303
ENSVKKG00000006673,,,,,,,,,,,ENSCPBG00000017157,MAP4K4,1.440526803,1,,,,,,
ENSVKKG00000006676,ENSGALG00000011596,PTPN4,,,0.764266698,0.025326348,,,,,,,,,,,,,,
ENSVKKG00000006684,ENSGALG00000026080,OMD,,,2.248201613,0.008219782,,,,,,,,,,,,,,
ENSVKKG00000006687,ENSGALG00000004750,NOL8,,,0.607790732,0.066260433,,,,,,,,,,,,,,
ENSVKKG00000006720,,,,,,,,,,,,,,,,,ENSVKKG00000006720,LGALS8,0.632795999,0.400327724
ENSVKKG00000006727,ENSGALG00000017079,USPL1,,,0.780140931,0.009781599,,,,,,,,,,,,,,
ENSVKKG00000006730,,,,,,,,,,,ENSCPBG00000004266,NID1,3.148870881,1,,,,,,
ENSVKKG00000006734,,,,,,,,,,,,,,,,,ENSVKKG00000006734,SLC7A1,1.448225084,0.311185431
ENSVKKG00000006745,,,,,,,,,,,ENSCPBG00000020464,FLT3,,,1.708814804,0.684107792,ENSVKKG00000006745,FLT3,1.791906008,0.00034538
ENSVKKG00000006799,,,,,,,,,,,ENSCPBG00000020480,RASL11A,,,2.671052818,0.762037745,,,,
ENSVKKG00000006810,ENSGALG00000012681,MBOAT1,,,0.643349397,0.113008407,,,,,,,,,,,,,,
ENSVKKG00000006812,,,,,,,,,,,,,,,,,ENSVKKG00000006812,CDH2,0.932504037,0.632184065
ENSVKKG00000006838,ENSGALG00000015086,OSBPL1A,,,0.752002236,0.007153511,,,,,,,,,,,,,,
ENSVKKG00000006881,ENSGALG00000028530,,,,0.79174104,0.028104406,,,,,,,,,,,,,,
ENSVKKG00000006904,ENSGALG00000003781,SUN1,,,0.615655424,0.043198325,,,,,,,,,,,,,,
ENSVKKG00000006911,ENSGALG00000012685,KDM1B,,,1.182002202,0.000635779,,,,,,,,,,,,,,
ENSVKKG00000006975,ENSGALG00000008663,DDAH1,,,1.814331439,0.019113152,,,,,,,,,,,,,,
ENSVKKG00000007045,ENSGALG00000002085,FZR1,,,0.68931242,0.046999198,,,,,,,,,,,,,,
ENSVKKG00000007067,,,,,,,,,,,,,,,,,ENSVKKG00000007067,,1.319546198,0.03211597
ENSVKKG00000007071,,,,,,,,,,,,,,,,,ENSVKKG00000007071,,1.035063983,0.188836146
ENSVKKG00000007080,ENSGALG00000006205,GTF2B,,,0.895100945,0.001182451,,,,,,,,,,,,,,
ENSVKKG00000007081,ENSGALG00000006188,KYAT3,,,1.193946582,0.071274597,,,,,,,,,,,,,,
ENSVKKG00000007096,,,,,,,,,,,ENSCPBG00000020735,FGF9,2.284214974,1,,,,,,
ENSVKKG00000007109,,,,,,,,,,,ENSCPBG00000015692,TGFBR3,1.223825308,1,,,,,,
ENSVKKG00000007110,,,,,,,,,,,,,,,,,ENSVKKG00000007110,XYLT1,0.843244621,0.255838538
ENSVKKG00000007147,,,,,,,,,,,,,,,,,ENSVKKG00000007147,APOBEC2,3.088868439,0.247674205
ENSVKKG00000007149,ENSGALG00000003212,TSPO2,,,2.379396528,0.010508754,,,,,ENSCPBG00000017470,TSPO2,2.626649425,1,2.705609287,0.762037745,,,,
ENSVKKG00000007163,,,,,,,,,,,ENSCPBG00000015751,DIPK1A,1.895563286,1,,,,,,
ENSVKKG00000007171,,,,,,,,,,,ENSCPBG00000005987,DUOX2,,,2.249759885,0.834237694,,,,
ENSVKKG00000007187,,,,,,,,,,,,,,,,,ENSVKKG00000007187,,1.075884547,0.331971922
ENSVKKG00000007188,,,,,,,,,,,,,,,,,ENSVKKG00000007188,AGL,0.956370643,0.02790297
ENSVKKG00000007194,,,,,,,,,,,,,,,,,ENSVKKG00000007194,FRRS1,2.361707153,0.219795627
ENSVKKG00000007227,ENSGALG00000046823,SNX22,,,1.009649213,0.076423227,,,,,,,,,,,,,,
ENSVKKG00000007274,ENSGALG00000052653,PCDHAC1,,,1.472814674,0.088742817,,,,,,,,,,,,,,
ENSVKKG00000007304,ENSGALG00000014646,SYT11,,,0.850659382,0.014291917,,,,,,,,,,,,,,
ENSVKKG00000007312,ENSGALG00000044768,,,,0.774634807,0.060513581,,,,,,,,,,,,,,
ENSVKKG00000007328,,,,,,,,,,,ENSCPBG00000023177,SYN3,,,5.467440227,0.762037745,,,,
ENSVKKG00000007343,,,,,,,,,,,ENSCPBG00000027195,DUSP4,,,2.108571012,0.791465012,,,,
ENSVKKG00000007368,,,,,,,,,,,,,,,,,ENSVKKG00000007368,PRDM4,0.921676434,0.132579717
ENSVKKG00000007371,,,,,,,,,,,,,,,,,ENSVKKG00000007371,BTBD11,2.289064052,0.206047315
ENSVKKG00000007385,ENSGALG00000036833,PAXBP1,,,0.751869199,0.021544615,,,,,,,,,,,,,,
ENSVKKG00000007431,ENSGALG00000014372,SLC34A2,,,4.901713627,0.108023656,,,,,,,,,,,,,,
ENSVKKG00000007460,,,,,,,,,,,,,,,,,ENSVKKG00000007460,INHBA,4.543029742,5.17E-15
ENSVKKG00000007491,ENSGALG00000004048,PTPRS,,,0.720704929,0.087679301,,,,,ENSCPBG00000010975,PTPRS,1.760909049,1,2.302518254,0.627247207,,,,
ENSVKKG00000007515,,,,,,,,,,,ENSCPBG00000019696,CABLES1,1.329289385,1,,,,,,
ENSVKKG00000007564,,,,,,,,,,,ENSCPBG00000027614,GATA6,,,2.162605755,0.799489863,,,,
ENSVKKG00000007593,ENSGALG00000004046,LARP6,,,2.133673538,0.038200739,,,,,,,,,,,,,,
ENSVKKG00000007601,,,,,,,,,,,ENSCPBG00000019854,ABCC6,,,4.963008212,0.822095087,,,,
ENSVKKG00000007617,,,,,,,,,,,,,,,,,ENSVKKG00000007617,FGF2,1.777678358,0.379604827
ENSVKKG00000007683,,,,,,,,,,,,,,,,,ENSVKKG00000007683,FIGNL1,1.204735513,0.216552575
ENSVKKG00000007705,,,,,,,,,,,,,,,,,ENSVKKG00000007705,LNPEP,1.152997506,0.001760683
ENSVKKG00000007708,ENSGALG00000000011,C10orf88,,,0.605529094,0.130474887,,,,,,,,,,,,,,
ENSVKKG00000007714,,,,,,,,,,,ENSCPBG00000015737,RGMB,,,1.409688992,0.627247207,,,,
ENSVKKG00000007720,ENSGALG00000030875,HMX2,,,5.842580555,0.018329395,,,,,,,,,,,,,,
ENSVKKG00000007730,,,,,,,,,,,ENSCPBG00000027072,HAS3,2.601941925,1,,,,,,
ENSVKKG00000007745,ENSGALG00000014277,RHOH,,,0.787295822,0.01633162,,,,,,,,,,,,,,
ENSVKKG00000007770,,,,,,,,,,,ENSCPBG00000027489,DYNC2H1,1.845561724,1,,,,,,
ENSVKKG00000007778,,,,,,,,,,,ENSCPBG00000013705,BBS9,2.361145479,1,,,,,,
ENSVKKG00000007802,,,,,,,,,,,,,,,,,ENSVKKG00000007802,CD9,0.972458276,0.032274469
ENSVKKG00000007804,,,,,,,,,,,,,,,,,ENSVKKG00000007804,,0.868487893,0.149849297
ENSVKKG00000007816,,,,,,,,,,,ENSCPBG00000013665,PDE1C,2.546650085,1,2.922598428,0.627247207,,,,
ENSVKKG00000007827,,,,,,,,,,,ENSCPBG00000009663,RGS9,,,2.059566647,0.822095087,,,,
ENSVKKG00000007834,ENSGALG00000036028,GNA13,,,0.767882595,0.013287921,,,,,,,,,,,,,,
ENSVKKG00000007839,ENSGALG00000004162,SLC16A6,,,1.155892131,0.007281605,,,,,,,,,,,,,,
ENSVKKG00000007845,ENSGALG00000004237,PRKAR1A,,,0.670526523,0.025940892,,,,,,,,,,,,,,
ENSVKKG00000007846,ENSGALG00000000657,TERF2,,,0.495249545,0.108290185,,,,,,,,,,,,,,
ENSVKKG00000007851,,,,,,,,,,,,,,,,,ENSVKKG00000007851,DCLK3,2.747577511,0.068734663
ENSVKKG00000007859,,,,,,,,,,,,,,,,,ENSVKKG00000007859,TSPAN9,1.558546854,0.501261409
ENSVKKG00000007873,,,,,,,,,,,,,,,,,ENSVKKG00000007873,BAIAP2L1,2.359878741,0.442938379
ENSVKKG00000007892,,,,,,,,,,,,,,,,,ENSVKKG00000007892,KCNJ2,3.121235858,0.617262139
ENSVKKG00000007932,ENSGALG00000013431,RAX2,,,1.42409325,0.071158898,,,,,,,,,,,,,,
ENSVKKG00000007978,ENSGALG00000007030,,,,1.091787631,0.052587779,,,,,,,,,,,,,,
ENSVKKG00000008009,,,,,,,,,,,,,,,,,ENSVKKG00000008009,IPP,1.071644597,0.06775087
ENSVKKG00000008072,ENSGALG00000047356,VASN,,,2.181491761,0.082958772,,,,,,,,,,,,,,
ENSVKKG00000008100,ENSGALG00000010234,MMACHC,,,1.073240694,0.130957188,,,,,,,,,,,,,,
ENSVKKG00000008132,,,,,,,,,,,,,,,,,ENSVKKG00000008132,ATP8B3,2.300631996,0.183342488
ENSVKKG00000008140,ENSGALG00000008828,AFTPH,,,0.816424207,0.005011367,,,,,,,,,,,,,,
ENSVKKG00000008189,,,,,,,,,,,ENSCPBG00000001861,SESTD1,3.026946242,1,3.743500298,0.512794902,,,,
ENSVKKG00000008261,,,,,,,,,,,,,,,,,ENSVKKG00000008261,ANXA11,0.69017685,0.388285097
ENSVKKG00000008277,,,,,,,,,,,ENSCPBG00000025575,RET,,,2.938756184,0.858615518,,,,
ENSVKKG00000008305,,,,,,,,,,,,,,,,,ENSVKKG00000008305,RSL1D1,0.73373481,0.352894503
ENSVKKG00000008385,ENSGALG00000002414,TSPAN14,,,0.574339624,0.063309542,,,,,,,,,,,,,,
ENSVKKG00000008411,,,,,,,,,,,ENSCPBG00000020350,NFIL3,,,0.98342727,0.843149438,,,,
ENSVKKG00000008431,ENSGALG00000041181,,,,0.591736795,0.127301524,,,,,,,,,,,,,,
ENSVKKG00000008562,,,,,,,,,,,,,,,,,ENSVKKG00000008562,HEATR5B,0.642272883,0.590873485
ENSVKKG00000008601,ENSGALG00000015836,CEP162,,,0.947750283,0.071360231,,,,,,,,,,,,,,
ENSVKKG00000008606,,,,,,,,,,,ENSCPBG00000019828,TBX18,4.07261979,1,,,,,,
ENSVKKG00000008620,,,,,,,,,,,ENSCPBG00000027165,SCUBE3,,,5.722838107,0.533427957,,,,
ENSVKKG00000008622,,,,,,,,,,,ENSCPBG00000005369,FANCC,,,2.213798512,0.762037745,,,,
ENSVKKG00000008630,ENSGALG00000014624,CERS3,,,1.077399678,0.11281064,,,,,,,,,,,,,,
ENSVKKG00000008640,ENSGALG00000010214,JADE1,,,0.677926919,0.095260935,,,,,,,,,,,,,,
ENSVKKG00000008650,,,,,,,,,,,ENSCPBG00000005786,CCSER2,2.138813826,1,2.556743476,0.533427957,,,,
ENSVKKG00000008654,,,,,,,,,,,,,,,,,ENSVKKG00000008654,ALDH1A3,1.599265891,0.203148751
ENSVKKG00000008657,,,,,,,,,,,,,,,,,ENSVKKG00000008657,SLC9A2,3.102435001,0.082026619
ENSVKKG00000008660,ENSGALG00000012608,DAPK1,,,1.052206889,0.002279149,,,,,,,,,,,,,,
ENSVKKG00000008680,ENSGALG00000013348,OTUD7B,,,1.051699021,0.002012506,,,,,,,,,,,,,,
ENSVKKG00000008700,ENSGALG00000016806,GCC2,,,0.496580723,0.127354738,,,,,,,,,,,,,,
ENSVKKG00000008713,,,,,,,,,,,ENSCPBG00000015210,CDC25A,1.48448017,1,,,,,,
ENSVKKG00000008717,ENSGALG00000016810,SH3RF3,,,1.251263984,0.035030235,,,,,,,,,,,,,,
ENSVKKG00000008791,,,,,,,,,,,,,,,,,ENSVKKG00000008791,AGTPBP1,1.082848597,0.063672708
ENSVKKG00000008810,,,,,,,,,,,,,,,,,ENSVKKG00000008810,SLC28A3,1.947540471,0.421806192
ENSVKKG00000008834,,,,,,,,,,,,,,,,,ENSVKKG00000008834,HSPA14,1.21683336,0.022850236
ENSVKKG00000008838,,,,,,,,,,,,,,,,,ENSVKKG00000008838,,1.824264419,9.32E-05
ENSVKKG00000008847,ENSGALG00000002048,GPRIN2,,,2.209968947,0.094153075,,,,,,,,,,,,,,
ENSVKKG00000008902,ENSGALG00000014786,PIK3R1,,,0.829283837,0.020792781,,,,,,,,,,,,,,
ENSVKKG00000008980,,,,,,,,,,,,,,,,,ENSVKKG00000008980,MDN1,1.085163373,0.008763084
ENSVKKG00000009001,ENSGALG00000037642,SLC23A1,,,1.246957017,0.06300668,,,,,,,,,,,,,,
ENSVKKG00000009006,ENSGALG00000029354,GMIP,,,0.576304783,0.05911964,,,,,,,,,,,,,,
ENSVKKG00000009013,ENSGALG00000032190,MICAL1,,,0.731720845,0.010455548,,,,,,,,,,,,,,
ENSVKKG00000009031,ENSGALG00000017034,FOXO1,,,1.199839403,0.000995948,,,,,,,,,,,,,,
ENSVKKG00000009044,,,,,,,,,,,,,,,,,ENSVKKG00000009044,STX11,2.525984046,1.29E-06
ENSVKKG00000009108,ENSGALG00000013865,IFNGR1,,,0.649414863,0.089137763,,,,,,,,,,,,,,
ENSVKKG00000009112,,,,,,,,,,,ENSCPBG00000001956,IL10,1.319099706,1,,,,,,
ENSVKKG00000009133,ENSGALG00000013951,AHI1,,,1.088651694,0.001504245,,,,,,,,,,,,,,
ENSVKKG00000009142,ENSGALG00000038154,YAP1,,,1.220397558,0.073275585,,,,,,,,,,,,,,
