komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,crocodile_stable_id,crocodile_name,chicken_grcg6a_stable_id,chicken_grcg6a_name
ENSVKKG00000006874,,ENSCPBG00000020572,,ENSCPRG00005017137,,ENSGALG00000021238,
ENSVKKG00000011298,PRR35,ENSCPBG00000024919,PRR35,ENSCPRG00005002193,PRR35,ENSGALG00000001994,PRR35
ENSVKKG00000013024,EGR3,ENSCPBG00000002327,EGR3,ENSCPRG00005014537,EGR3,ENSGALG00000037437,EGR3
ENSVKKG00000006935,,ENSCPBG00000023011,,ENSCPRG00005016482,,ENSGALG00000013528,
ENSVKKG00000004658,FLT4,ENSCPBG00000009620,FLT4,ENSCPRG00005012318,FLT4,ENSGALG00000005802,FLT4
ENSVKKG00000018090,LARS2,ENSCPBG00000023173,LARS2,ENSCPRG00005008290,LARS2,ENSGALG00000036309,LARS2
ENSVKKG00000014190,POLR1B,ENSCPBG00000003962,POLR1B,ENSCPRG00005008080,POLR1B,ENSGALG00000032273,POLR1B
ENSVKKG00000006603,ERCC3,ENSCPBG00000013638,ERCC3,ENSCPRG00005000426,,ENSGALG00000011515,ERCC3
ENSVKKG00000016951,PRPF4,ENSCPBG00000019136,PRPF4,ENSCPRG00005011768,PRPF4,ENSGALG00000008857,PRPF4
ENSVKKG00000001186,UAP1L1,ENSCPBG00000010700,UAP1L1,ENSCPRG00005010639,UAP1L1,ENSGALG00000034948,UAP1L1
ENSVKKG00000007163,DIPK1A,ENSCPBG00000015751,DIPK1A,ENSCPRG00005016519,DIPK1A,ENSGALG00000005918,DIPK1A
ENSVKKG00000006520,TEX33,ENSCPBG00000023094,,ENSCPRG00005018939,TEX33,ENSGALG00000012490,
ENSVKKG00000017498,SV2B,ENSCPBG00000018029,SV2B,ENSCPRG00005017132,SV2B,ENSGALG00000030250,SV2B
ENSVKKG00000015900,SRPX,ENSCPBG00000024694,SRPX,ENSCPRG00005002901,SRPX,ENSGALG00000043100,SRPX
ENSVKKG00000011859,ALX4,ENSCPBG00000012590,ALX4,ENSCPRG00005011563,ALX4,ENSGALG00000032584,ALX4
ENSVKKG00000013678,NDUFS1,ENSCPBG00000019234,NDUFS1,ENSCPRG00005001849,NDUFS1,ENSGALG00000008606,NDUFS1
ENSVKKG00000011637,DUSP13,ENSCPBG00000012723,DUSP13,ENSCPRG00005007930,DUSP13,ENSGALG00000005017,DUSP13
ENSVKKG00000012093,CACYBP,ENSCPBG00000014642,CACYBP,ENSCPRG00005005387,CACYBP,ENSGALG00000004554,CACYBP
ENSVKKG00000005081,EXOSC2,ENSCPBG00000022626,EXOSC2,ENSCPRG00005004128,EXOSC2,ENSGALG00000040373,EXOSC2
ENSVKKG00000010768,TDG,ENSCPBG00000010777,TDG,ENSCPRG00005018292,TDG,ENSGALG00000031457,TDG
ENSVKKG00000017192,,ENSCPBG00000017565,STK11IP,ENSCPRG00005018889,STK11IP,ENSGALG00000033515,STK11IP
ENSVKKG00000011778,SH3RF2,ENSCPBG00000008454,SH3RF2,ENSCPRG00005008214,SH3RF2,ENSGALG00000043904,SH3RF2
ENSVKKG00000012341,EMC6,ENSCPBG00000017172,EMC6,ENSCPRG00005013122,EMC6,ENSGALG00000026492,EMC6
ENSVKKG00000006038,,ENSCPBG00000021455,,ENSCPRG00005012630,,ENSGALG00000001136,
ENSVKKG00000010335,FAM189A1,ENSCPBG00000010857,FAM189A1,ENSCPRG00005009096,FAM189A1,ENSGALG00000003944,FAM189A1
ENSVKKG00000001498,PARP8,ENSCPBG00000007578,PARP8,ENSCPRG00005016659,PARP8,ENSGALG00000014880,PARP8
ENSVKKG00000007073,LMO4,ENSCPBG00000015663,LMO4,ENSCPRG00005016895,,ENSGALG00000006252,LMO4
ENSVKKG00000007816,PDE1C,ENSCPBG00000013665,PDE1C,ENSCPRG00005009980,PDE1C,ENSGALG00000039935,PDE1C
ENSVKKG00000013681,,ENSCPBG00000019379,,ENSCPRG00005001862,,ENSGALG00000025418,
ENSVKKG00000015073,EBF2,ENSCPBG00000002840,EBF2,ENSCPRG00005014176,EBF2,ENSGALG00000000242,EBF2
ENSVKKG00000014275,,ENSCPBG00000012171,,ENSCPRG00005013650,,ENSGALG00000006143,
ENSVKKG00000015698,CDC42BPA,ENSCPBG00000011916,CDC42BPA,ENSCPRG00005004049,CDC42BPA,ENSGALG00000009158,CDC42BPA
ENSVKKG00000014562,CFAP20DC,ENSCPBG00000003664,CFAP20DC,ENSCPRG00005016504,,ENSGALG00000007168,CFAP20DC
ENSVKKG00000004018,DEPDC1B,ENSCPBG00000025534,DEPDC1B,ENSCPRG00005017067,DEPDC1B,ENSGALG00000014729,DEPDC1B
ENSVKKG00000000084,CAPN10,ENSCPBG00000015587,CAPN10,ENSCPRG00005011749,CAPN10,ENSGALG00000034562,CAPN10
ENSVKKG00000013972,SLC15A2,ENSCPBG00000013753,SLC15A2,ENSCPRG00005001404,SLC15A2,ENSGALG00000011671,SLC15A2
ENSVKKG00000011510,CNR2,ENSCPBG00000000494,CNR2,ENSCPRG00005016552,CNR2,ENSGALG00000004120,CNR2
ENSVKKG00000014825,TMIGD1,ENSCPBG00000020067,TMIGD1,ENSCPRG00005014080,TMIGD1,ENSGALG00000004262,TMIGD1
ENSVKKG00000010036,MTF1,ENSCPBG00000018432,MTF1,ENSCPRG00005002656,MTF1,ENSGALG00000001639,MTF1
ENSVKKG00000012358,PALB2,ENSCPBG00000001935,PALB2,ENSCPRG00005011139,PALB2,ENSGALG00000006078,PALB2
ENSVKKG00000000508,MYO1B,ENSCPBG00000010271,MYO1B,ENSCPRG00005010134,MYO1B,ENSGALG00000007712,MYO1B
ENSVKKG00000017751,ARNT2,ENSCPBG00000007652,ARNT2,ENSCPRG00005016739,ARNT2,ENSGALG00000006445,ARNT2
ENSVKKG00000014552,TMPRSS3,ENSCPBG00000008149,TMPRSS3,ENSCPRG00005016234,TMPRSS3,ENSGALG00000016169,TMPRSS3
ENSVKKG00000010729,CHST11,ENSCPBG00000023228,CHST11,ENSCPRG00005018308,CHST11,ENSGALG00000030607,CHST11
ENSVKKG00000011079,PDIA4,ENSCPBG00000016646,PDIA4,ENSCPRG00005012218,PDIA4,ENSGALG00000043006,PDIA4
ENSVKKG00000001213,NIM1K,ENSCPBG00000007709,NIM1K,ENSCPRG00005016179,NIM1K,ENSGALG00000014861,NIM1K
ENSVKKG00000012507,NSUN3,ENSCPBG00000005623,NSUN3,ENSCPRG00005010913,NSUN3,ENSGALG00000015414,NSUN3
ENSVKKG00000009274,ORC3,ENSCPBG00000019902,ORC3,ENSCPRG00005016816,ORC3,ENSGALG00000015800,ORC3
ENSVKKG00000011523,CUL3,ENSCPBG00000019378,CUL3,ENSCPRG00005004469,CUL3,ENSGALG00000005108,CUL3
ENSVKKG00000014313,MAL,ENSCPBG00000018253,MAL,ENSCPRG00005011171,MAL,ENSGALG00000008552,MAL
ENSVKKG00000011282,PCSK9,ENSCPBG00000003984,PCSK9,ENSCPRG00005005567,PCSK9,ENSGALG00000047448,PCSK9
ENSVKKG00000018264,FAM214A,ENSCPBG00000028086,FAM214A,ENSCPRG00005011900,FAM214A,ENSGALG00000042839,FAM214A
ENSVKKG00000005196,NLN,ENSCPBG00000026854,NLN,ENSCPRG00005017235,NLN,ENSGALG00000014769,NLN
ENSVKKG00000001416,SEPTIN9,ENSCPBG00000027951,SEPTIN9,ENSCPRG00005007368,SEPTIN9,ENSGALG00000040244,SEPTIN9
ENSVKKG00000018413,SLC35B3,ENSCPBG00000008554,SLC35B3,ENSCPRG00005001739,SLC35B3,ENSGALG00000012778,SLC35B3
ENSVKKG00000008681,CLK2,ENSCPBG00000025698,CLK2,ENSCPRG00005003335,CLK2,ENSGALG00000029444,CLK2
ENSVKKG00000015205,KCNN2,ENSCPBG00000013865,KCNN2,ENSCPRG00005006590,KCNN2,ENSGALG00000002539,KCNN2
ENSVKKG00000012378,SPATA16,ENSCPBG00000027122,SPATA16,ENSCPRG00005009547,SPATA16,ENSGALG00000030383,SPATA16
ENSVKKG00000001039,RPL15,ENSCPBG00000022585,RPL15,ENSCPRG00005002146,RPL15,ENSGALG00000011290,RPL15
ENSVKKG00000011094,CNTNAP2,ENSCPBG00000016666,CNTNAP2,ENSCPRG00005012040,CNTNAP2,ENSGALG00000031971,CNTNAP2
ENSVKKG00000017104,TMEM97,ENSCPBG00000014055,TMEM97,ENSCPRG00005009105,TMEM97,ENSGALG00000005702,TMEM97
ENSVKKG00000007353,SNRPC,ENSCPBG00000027142,SNRPC,ENSCPRG00005014161,SNRPC,ENSGALG00000002773,SNRPC
ENSVKKG00000005178,ADAMTS6,ENSCPBG00000026837,ADAMTS6,ENSCPRG00005017192,ADAMTS6,ENSGALG00000014751,ADAMTS6
ENSVKKG00000010250,,ENSCPBG00000020711,SLC25A5,ENSCPRG00005007219,,ENSGALG00000008675,SLC25A5
ENSVKKG00000018399,ADTRP,ENSCPBG00000008466,ADTRP,ENSCPRG00005002115,ADTRP,ENSGALG00000032683,ADTRP
ENSVKKG00000001126,RNF215,ENSCPBG00000007579,RNF215,ENSCPRG00005006499,,ENSGALG00000040925,RNF215
ENSVKKG00000007790,FKBP9,ENSCPBG00000013698,FKBP9,ENSCPRG00005010098,FKBP9,ENSGALG00000037669,FKBP9
ENSVKKG00000000931,IFITM5,ENSCPBG00000011398,IFITM5,ENSCPRG00005009274,IFITM5,ENSGALG00000004239,IFITM5
ENSVKKG00000001002,SIGIRR,ENSCPBG00000011409,SIGIRR,ENSCPRG00005009321,SIGIRR,ENSGALG00000004267,SIGIRR
ENSVKKG00000016808,QKI,ENSCPBG00000019817,QKI,ENSCPRG00005017579,QKI,ENSGALG00000011555,QKI
ENSVKKG00000005752,SLC66A3,ENSCPBG00000014025,SLC66A3,ENSCPRG00005006550,SLC66A3,ENSGALG00000016449,SLC66A3
ENSVKKG00000002784,ZFYVE1,ENSCPBG00000011064,ZFYVE1,ENSCPRG00005018267,ZFYVE1,ENSGALG00000009338,ZFYVE1
ENSVKKG00000000412,GUCY1B1,ENSCPBG00000009297,GUCY1B1,ENSCPRG00005009294,GUCY1B1,ENSGALG00000009361,GUCY1B1
ENSVKKG00000001339,S100Z,ENSCPBG00000001741,S100Z,ENSCPRG00005017455,S100Z,ENSGALG00000014989,S100Z
ENSVKKG00000017105,NLK,ENSCPBG00000014053,NLK,ENSCPRG00005009110,NLK,ENSGALG00000005699,NLK
ENSVKKG00000017168,TVP23A,ENSCPBG00000006458,TVP23A,ENSCPRG00005003701,TVP23A,ENSGALG00000007216,TVP23A
ENSVKKG00000011512,KCNE4,ENSCPBG00000019365,KCNE4,ENSCPRG00005004528,KCNE4,ENSGALG00000031350,KCNE4
ENSVKKG00000003538,HTR2B,ENSCPBG00000017342,HTR2B,ENSCPRG00005012177,HTR2B,ENSGALG00000007681,HTR2B
ENSVKKG00000008565,RGR,ENSCPBG00000007711,RGR,ENSCPRG00005010314,RGR,ENSGALG00000002299,RGR
ENSVKKG00000016224,USO1,ENSCPBG00000013457,USO1,ENSCPRG00005007325,USO1,ENSGALG00000010878,USO1
ENSVKKG00000015299,DAG1,ENSCPBG00000007096,DAG1,ENSCPRG00005015443,DAG1,ENSGALG00000037784,DAG1
ENSVKKG00000009381,MTERF2,ENSCPBG00000023194,MTERF2,ENSCPRG00005018531,MTERF2,ENSGALG00000012639,MTERF2
ENSVKKG00000011063,CCSER1,ENSCPBG00000004885,CCSER1,ENSCPRG00005012983,CCSER1,ENSGALG00000010392,CCSER1
ENSVKKG00000014507,SUFU,ENSCPBG00000002443,SUFU,ENSCPRG00005012955,SUFU,ENSGALG00000008096,SUFU
ENSVKKG00000000447,,ENSCPBG00000014198,,ENSCPRG00005005260,,ENSGALG00000041973,
ENSVKKG00000012739,MAP7D1,ENSCPBG00000018535,MAP7D1,ENSCPRG00005002420,MAP7D1,ENSGALG00000021634,MAP7D1
ENSVKKG00000012938,OSBPL3,ENSCPBG00000022476,OSBPL3,ENSCPRG00005016013,OSBPL3,ENSGALG00000011007,OSBPL3
ENSVKKG00000017688,SCO2,ENSCPBG00000018134,SCO2,ENSCPRG00005003614,SCO2,ENSGALG00000046885,SCO2
ENSVKKG00000016965,RHPN1,ENSCPBG00000019054,RHPN1,ENSCPRG00005013749,RHPN1,ENSGALG00000034337,RHPN1
ENSVKKG00000016042,GOLM2,ENSCPBG00000025126,GOLM2,ENSCPRG00005001960,GOLM2,ENSGALG00000008208,CASC4
ENSVKKG00000007145,RPAP2,ENSCPBG00000015739,RPAP2,ENSCPRG00005016561,RPAP2,ENSGALG00000005953,RPAP2
ENSVKKG00000010303,KDSR,ENSCPBG00000026581,KDSR,ENSCPRG00005017478,KDSR,ENSGALG00000012882,KDSR
ENSVKKG00000008450,SHC3,ENSCPBG00000005582,SHC3,ENSCPRG00005010264,SHC3,ENSGALG00000010688,SHC3
ENSVKKG00000013566,SLC16A5,ENSCPBG00000028124,SLC16A5,ENSCPRG00005003289,SLC16A5,ENSGALG00000007955,SLC16A5
ENSVKKG00000002839,ELF2,ENSCPBG00000027621,ELF2,ENSCPRG00005008123,ELF2,ENSGALG00000009774,ELF2
ENSVKKG00000017571,DYNLT1,ENSCPBG00000006981,DYNLT1,ENSCPRG00005017844,DYNLT1,ENSGALG00000019979,DYNLT1
ENSVKKG00000016370,GATAD1,ENSCPBG00000008119,GATAD1,ENSCPRG00005013523,GATAD1,ENSGALG00000009399,GATAD1
ENSVKKG00000012131,CENPL,ENSCPBG00000014737,CENPL,ENSCPRG00005005230,CENPL,ENSGALG00000038411,CENPL
ENSVKKG00000015837,EIF5A2,ENSCPBG00000015942,EIF5A2,ENSCPRG00005009352,EIF5A2,ENSGALG00000009309,EIF5A2
ENSVKKG00000017177,,ENSCPBG00000016904,,ENSCPRG00005010379,,ENSGALG00000038143,
ENSVKKG00000010096,TMEM167A,ENSCPBG00000010731,TMEM167A,ENSCPRG00005002127,TMEM167A,ENSGALG00000027332,TMEM167A
ENSVKKG00000009948,APOLD1,ENSCPBG00000020970,APOLD1,ENSCPRG00005001334,APOLD1,ENSGALG00000053511,APOLD1
ENSVKKG00000006916,CUL5,ENSCPBG00000018575,CUL5,ENSCPRG00005014213,CUL5,ENSGALG00000017165,CUL5
ENSVKKG00000018535,CCNYL1,ENSCPBG00000020210,CCNYL1,ENSCPRG00005001990,CCNYL1,ENSGALG00000008485,CCNYL1
ENSVKKG00000012534,PROSER1,ENSCPBG00000009256,PROSER1,ENSCPRG00005003477,PROSER1,ENSGALG00000017038,PROSER1
ENSVKKG00000012105,MAEL,ENSCPBG00000006089,MAEL,ENSCPRG00005011177,MAEL,ENSGALG00000019211,MAEL
ENSVKKG00000007847,FAM20A,ENSCPBG00000009716,FAM20A,ENSCPRG00005018549,FAM20A,ENSGALG00000040655,FAM20A
ENSVKKG00000009196,LDHA,ENSCPBG00000007063,LDHA,ENSCPRG00005017245,LDHA,ENSGALG00000006300,LDHA
ENSVKKG00000018769,ME1,ENSCPBG00000023019,ME1,ENSCPRG00005015963,ME1,ENSGALG00000015849,ME1
ENSVKKG00000009806,ATP5PB,ENSCPBG00000021263,ATP5PB,ENSCPRG00005015850,ATP5PB,ENSGALG00000001452,ATP5PB
ENSVKKG00000001316,METTL15,ENSCPBG00000011793,METTL15,ENSCPRG00005007354,METTL15,ENSGALG00000012153,METTL15P1
ENSVKKG00000008070,,ENSCPBG00000026377,,ENSCPRG00005002411,,ENSGALG00000038325,CORO7
ENSVKKG00000011206,,ENSCPBG00000019253,,ENSCPRG00005004754,,ENSGALG00000030350,
ENSVKKG00000004500,PSMB4,ENSCPBG00000008915,PSMB4,ENSCPRG00005008664,PSMB4,ENSGALG00000000905,PSMB4
ENSVKKG00000012080,POGLUT1,ENSCPBG00000006201,POGLUT1,ENSCPRG00005011308,POGLUT1,ENSGALG00000015480,POGLUT1
ENSVKKG00000005725,NR0B2,ENSCPBG00000024966,NR0B2,ENSCPRG00005003471,NR0B2,ENSGALG00000000887,NR0B2
ENSVKKG00000013906,ATG16L1,ENSCPBG00000024319,ATG16L1,ENSCPRG00005008614,ATG16L1,ENSGALG00000001619,ATG16L1
ENSVKKG00000000123,OLFM2,ENSCPBG00000014527,OLFM2,ENSCPRG00005013316,OLFM2,ENSGALG00000048115,OLFM2
ENSVKKG00000016477,CCDC88C,ENSCPBG00000008641,CCDC88C,ENSCPRG00005007918,CCDC88C,ENSGALG00000040156,CCDC88C
ENSVKKG00000010305,SERPINB5,ENSCPBG00000026578,SERPINB5,ENSCPRG00005017498,SERPINB5,ENSGALG00000012873,SERPINB5
ENSVKKG00000012893,TEX47,ENSCPBG00000001614,TEX47,ENSCPRG00005011597,TEX47,ENSGALG00000005938,
ENSVKKG00000005986,DHX15,ENSCPBG00000027946,DHX15,ENSCPRG00005004902,DHX15,ENSGALG00000014395,DHX15
ENSVKKG00000004364,HOXC13,ENSCPBG00000000447,HOXC13,ENSCPRG00005006822,HOXC13,ENSGALG00000036082,HOXC13
ENSVKKG00000002513,UROC1,ENSCPBG00000014452,UROC1,ENSCPRG00005017780,UROC1,ENSGALG00000006306,UROC1
ENSVKKG00000015074,WDR6,ENSCPBG00000003992,WDR6,ENSCPRG00005016706,,ENSGALG00000006936,WDR6
ENSVKKG00000015742,MMP24,ENSCPBG00000011434,,ENSCPRG00005013949,MMP24,ENSGALG00000041093,MMP24
ENSVKKG00000005422,CEP57L1,ENSCPBG00000006325,CEP57L1,ENSCPRG00005001707,CEP57L1,ENSGALG00000015283,CEP57L1
ENSVKKG00000018086,SLC6A20,ENSCPBG00000023137,SLC6A20,ENSCPRG00005008182,SLC6A20,ENSGALG00000039333,SLC6A20
ENSVKKG00000018374,RUFY3,ENSCPBG00000019495,RUFY3,ENSCPRG00005006871,RUFY3,ENSGALG00000011564,RUFY3
ENSVKKG00000013047,MED7,ENSCPBG00000001955,MED7,ENSCPRG00005013236,MED7,ENSGALG00000003870,MED7
ENSVKKG00000009665,CCNG2,ENSCPBG00000019409,CCNG2,ENSCPRG00005001361,CCNG2,ENSGALG00000010347,CCNG2
ENSVKKG00000000307,KIAA0100,ENSCPBG00000020307,KIAA0100,ENSCPRG00005015792,KIAA0100,ENSGALG00000003766,KIAA0100
ENSVKKG00000007205,SNX7,ENSCPBG00000026774,SNX7,ENSCPRG00005014762,SNX7,ENSGALG00000005478,SNX7
ENSVKKG00000014457,KLHL40,ENSCPBG00000004071,KLHL40,ENSCPRG00005002406,KLHL40,ENSGALG00000005292,KLHL40
ENSVKKG00000005520,LHX5,ENSCPBG00000011984,LHX5,ENSCPRG00005007231,LHX5,ENSGALG00000008303,LHX5
ENSVKKG00000008597,,ENSCPBG00000027163,,ENSCPRG00005014273,,ENSGALG00000002692,
ENSVKKG00000001277,PSMA3,ENSCPBG00000024808,PSMA3,ENSCPRG00005017923,PSMA3,ENSGALG00000012039,PSMA3
ENSVKKG00000015255,CDC23,ENSCPBG00000022077,CDC23,ENSCPRG00005014832,CDC23,ENSGALG00000007610,CDC23
ENSVKKG00000016556,DHX36,ENSCPBG00000018783,DHX36,ENSCPRG00005007029,DHX36,ENSGALG00000043082,DHX36
ENSVKKG00000009882,MANBA,ENSCPBG00000003184,MANBA,ENSCPRG00005012002,MANBA,ENSGALG00000012308,MANBA
ENSVKKG00000006276,RSAD2,ENSCPBG00000014146,RSAD2,ENSCPRG00005008433,RSAD2,ENSGALG00000016400,RSAD2
ENSVKKG00000004779,WNT11,ENSCPBG00000027708,WNT11,ENSCPRG00005016733,WNT11,ENSGALG00000000839,WNT11
ENSVKKG00000008283,PABPC4,ENSCPBG00000001038,PABPC4,ENSCPRG00005015886,PABPC4,ENSGALG00000003800,PABPC4
ENSVKKG00000004422,BNIP3,ENSCPBG00000013596,BNIP3,ENSCPRG00005009525,BNIP3,ENSGALG00000010476,BNIP3
ENSVKKG00000014369,RIMS2,ENSCPBG00000026035,RIMS2,ENSCPRG00005005525,RIMS2,ENSGALG00000040256,RIMS2
ENSVKKG00000018225,ACACA,ENSCPBG00000009636,ACACA,ENSCPRG00005010384,ACACA,ENSGALG00000005439,ACACA
ENSVKKG00000006437,ANKRD54,ENSCPBG00000023051,ANKRD54,ENSCPRG00005018991,ANKRD54,ENSGALG00000012299,ANKRD54
ENSVKKG00000016107,PHF24,ENSCPBG00000017945,PHF24,ENSCPRG00005015269,PHF24,ENSGALG00000001900,PHF24
ENSVKKG00000013090,NRAS,ENSCPBG00000016544,NRAS,ENSCPRG00005014778,NRAS,ENSGALG00000026692,N-RAS
ENSVKKG00000013592,SBNO1,ENSCPBG00000025968,SBNO1,ENSCPRG00005017323,SBNO1,ENSGALG00000003392,SBNO1
ENSVKKG00000004504,ING2,ENSCPBG00000008299,ING2,ENSCPRG00005000098,ING2,ENSGALG00000010659,ING2
ENSVKKG00000011973,FAM161B,ENSCPBG00000026214,FAM161B,ENSCPRG00005004054,FAM161B,ENSGALG00000010196,FAM161B
ENSVKKG00000012277,,ENSCPBG00000021656,,ENSCPRG00005000554,,ENSGALG00000033033,MEP1A
ENSVKKG00000018448,PTPMT1,ENSCPBG00000016963,PTPMT1,ENSCPRG00005017408,PTPMT1,ENSGALG00000008091,PTPMT1
ENSVKKG00000006727,USPL1,ENSCPBG00000020428,USPL1,ENSCPRG00005011746,USPL1,ENSGALG00000017079,USPL1
ENSVKKG00000004019,,ENSCPBG00000027009,,ENSCPRG00005005185,,ENSGALG00000051266,
ENSVKKG00000015500,ARL6IP4,ENSCPBG00000025976,ARL6IP4,ENSCPRG00005017177,,ENSGALG00000003682,ARL6IP4
ENSVKKG00000018449,KBTBD4,ENSCPBG00000016961,KBTBD4,ENSCPRG00005017435,KBTBD4,ENSGALG00000008089,KBTBD4
ENSVKKG00000016285,WNT9B,ENSCPBG00000018555,WNT9B,ENSCPRG00005001132,WNT9B,ENSGALG00000001097,WNT9B
ENSVKKG00000018212,LHX6,ENSCPBG00000009892,LHX6,ENSCPRG00005010540,LHX6,ENSGALG00000001347,LHX6
ENSVKKG00000013147,KBTBD8,ENSCPBG00000026884,KBTBD8,ENSCPRG00005015890,KBTBD8,ENSGALG00000007569,KBTBD8
ENSVKKG00000009713,HNRNPDL,ENSCPBG00000008014,HNRNPDL,ENSCPRG00005014959,HNRNPDL,ENSGALG00000023199,HNRNPDL
ENSVKKG00000013559,CDR2L,ENSCPBG00000028143,CDR2L,ENSCPRG00005003236,CDR2L,ENSGALG00000026295,CDR2L
ENSVKKG00000008655,,ENSCPBG00000007410,,ENSCPRG00005010613,,ENSGALG00000045754,
ENSVKKG00000009094,CCDC28A,ENSCPBG00000017201,CCDC28A,ENSCPRG00005001360,CCDC28A,ENSGALG00000013834,CCDC28A
ENSVKKG00000010946,RBM11,ENSCPBG00000028340,RBM11,ENSCPRG00005012862,RBM11,ENSGALG00000044391,RBM11
ENSVKKG00000017342,,ENSCPBG00000009211,,ENSCPRG00005011383,,ENSGALG00000013590,
ENSVKKG00000015091,DDHD2,ENSCPBG00000006582,DDHD2,ENSCPRG00005001384,DDHD2,ENSGALG00000042181,DDHD2
ENSVKKG00000008253,TENM1,ENSCPBG00000015083,TENM1,ENSCPRG00005004084,TENM1,ENSGALG00000008442,TENM1
ENSVKKG00000013808,DNM1L,ENSCPBG00000020381,DNM1L,ENSCPRG00005017783,DNM1L,ENSGALG00000012929,DNM1L
ENSVKKG00000015167,SETD5,ENSCPBG00000009267,SETD5,ENSCPRG00005017027,SETD5,ENSGALG00000006571,SETD5
ENSVKKG00000003160,TTC28,ENSCPBG00000013178,TTC28,ENSCPRG00005010296,TTC28,ENSGALG00000005676,TTC28
ENSVKKG00000014895,PPIP5K2,ENSCPBG00000024235,PPIP5K2,ENSCPRG00005005586,PPIP5K2,ENSGALG00000015264,PPIP5K2
ENSVKKG00000009115,MAP3K5,ENSCPBG00000017559,MAP3K5,ENSCPRG00005001647,MAP3K5,ENSGALG00000013892,MAP3K5
ENSVKKG00000014378,FMNL1,ENSCPBG00000005140,FMNL1,ENSCPRG00005000131,FMNL1,ENSGALG00000032658,FMNL1
ENSVKKG00000004071,CTXN2,ENSCPBG00000024781,CTXN2,ENSCPRG00005014036,CTXN2,ENSGALG00000038266,CTXN2
ENSVKKG00000004384,CHKA,ENSCPBG00000010234,CHKA,ENSCPRG00005009999,CHKA,ENSGALG00000036754,CHKA
ENSVKKG00000015053,PTH,ENSCPBG00000016412,PTH,ENSCPRG00005006384,PTH,ENSGALG00000042878,PTH
ENSVKKG00000015565,,ENSCPBG00000026089,,ENSCPRG00005012421,,ENSGALG00000004397,MLXIP
ENSVKKG00000003828,TYSND1,ENSCPBG00000025881,TYSND1,ENSCPRG00005009645,TYSND1,ENSGALG00000033807,TYSND1
ENSVKKG00000013832,PFKP,ENSCPBG00000017048,PFKP,ENSCPRG00005006774,PFKP,ENSGALG00000006939,PFKP
ENSVKKG00000003974,IL6ST,ENSCPBG00000005657,IL6ST,ENSCPRG00005017002,IL6ST,ENSGALG00000014716,IL6ST
ENSVKKG00000014623,SERPING1,ENSCPBG00000016835,SERPING1,ENSCPRG00005008879,SERPING1,ENSGALG00000007381,
ENSVKKG00000002031,RBP4,ENSCPBG00000015566,RBP4,ENSCPRG00005017094,RBP4,ENSGALG00000006629,RBP4A
ENSVKKG00000009826,CDH17,ENSCPBG00000003123,CDH17,ENSCPRG00005002124,CDH17,ENSGALG00000035094,CDH17
ENSVKKG00000016526,MAP3K3,ENSCPBG00000026982,MAP3K3,ENSCPRG00005008260,MAP3K3,ENSGALG00000000525,MAP3K3
ENSVKKG00000003747,RAB6A,ENSCPBG00000000041,RAB6A,ENSCPRG00005017541,RAB6A,ENSGALG00000017320,RAB6A
ENSVKKG00000006470,STAC3,ENSCPBG00000013930,STAC3,ENSCPRG00005014879,STAC3,ENSGALG00000053625,STAC3
ENSVKKG00000012269,CRIPT,ENSCPBG00000005800,CRIPT,ENSCPRG00005015176,CRIPT,ENSGALG00000010014,CRIPT
ENSVKKG00000011879,FAM199X,ENSCPBG00000020749,FAM199X,ENSCPRG00005006080,FAM199X,ENSGALG00000008872,FAM199X
ENSVKKG00000005892,RFC3,ENSCPBG00000003552,RFC3,ENSCPRG00005005604,RFC3,ENSGALG00000017064,RFC3
ENSVKKG00000006652,PRKCD,ENSCPBG00000018408,PRKCD,ENSCPRG00005014398,PRKCD,ENSGALG00000002016,PRKCD
ENSVKKG00000006243,ADAM17,ENSCPBG00000014063,ADAM17,ENSCPRG00005006916,ADAM17,ENSGALG00000016427,ADAM17
ENSVKKG00000009918,PTGR1,ENSCPBG00000008329,PTGR1,ENSCPRG00005015132,PTGR1,ENSGALG00000015702,PTGR1
ENSVKKG00000010027,GPR183,ENSCPBG00000018061,GPR183,ENSCPRG00005017883,GPR183,ENSGALG00000016881,GPR183
ENSVKKG00000009239,EFHD2,ENSCPBG00000023665,EFHD2,ENSCPRG00005018569,EFHD2,ENSGALG00000038313,EFHD2
ENSVKKG00000008601,CEP162,ENSCPBG00000019822,CEP162,ENSCPRG00005016624,CEP162,ENSGALG00000015836,CEP162
ENSVKKG00000018183,ESR1,ENSCPBG00000016495,ESR1,ENSCPRG00005018167,ESR1,ENSGALG00000012973,ESR1
ENSVKKG00000002950,COL5A2,ENSCPBG00000005419,COL5A2,ENSCPRG00005012007,COL5A2,ENSGALG00000031112,COL5A2
ENSVKKG00000007723,BUB3,ENSCPBG00000028089,BUB3,ENSCPRG00005009920,BUB3,ENSGALG00000009681,BUB3
ENSVKKG00000009632,AMOT,ENSCPBG00000017081,AMOT,ENSCPRG00005008699,AMOT,ENSGALG00000007952,AMOT
ENSVKKG00000013066,NBL1,ENSCPBG00000023574,NBL1,ENSCPRG00005018506,NBL1,ENSGALG00000040297,NBL1
