eggnog_name,chicken_102_gene_id,chicken_110_gene_id,turtle_3_gene_id,komodo_gene_id,crocodile_gene_id
USP38,ENSGALG00000009886,ENSGALG00010007885,ENSCPBG00000027545,ENSVKKG00000003027,ENSCPRG00005008402
USP4,ENSGALG00000003799,ENSGALG00010027366,"{'ENSCPBG00000024360', 'ENSCPBG00000011299'}",ENSVKKG00000013123,
USP40,ENSGALG00000004228,ENSGALG00010011106,ENSCPBG00000025323,ENSVKKG00000009576,ENSCPRG00005005587
USP42,"{'ENSGALG00000003378', 'ENSGALG00000049190'}",ENSGALG00010021756,ENSCPBG00000019954,ENSVKKG00000007930,ENSCPRG00005005561
USP43,ENSGALG00000037812,ENSGALG00010029928,ENSCPBG00000027891,ENSVKKG00000002142,ENSCPRG00005008180
USP44,ENSGALG00000011400,ENSGALG00010011819,ENSCPBG00000001893,ENSVKKG00000014005,ENSCPRG00005019103
USP45,ENSGALG00000015478,ENSGALG00010004249,ENSCPBG00000003656,ENSVKKG00000003308,ENSCPRG00005000289
USP46,"{'ENSGALG00000034769', 'ENSGALG00000037496'}","{'ENSGALG00010016451', 'ENSGALG00010011545'}","{'ENSCPBG00000014857', 'ENSCPBG00000025005'}","{'ENSVKKG00000010924', 'ENSVKKG00000018039'}","{'ENSCPRG00005010022', 'ENSCPRG00005007375'}"
USP47,ENSGALG00000005569,ENSGALG00010022108,ENSCPBG00000016480,ENSVKKG00000015033,ENSCPRG00005006168
USP48,ENSGALG00000030857,ENSGALG00010018251,ENSCPBG00000008781,ENSVKKG00000009336,ENSCPRG00005015436
USP49,ENSGALG00000003461,ENSGALG00010026480,ENSCPBG00000017442,ENSVKKG00000010005,ENSCPRG00005011370
USP5,ENSGALG00000014525,ENSGALG00010023380,ENSCPBG00000005073,ENSVKKG00000003615,ENSCPRG00005005162
USP50,ENSGALG00000048303,,ENSCPBG00000017542,ENSVKKG00000017127,ENSCPRG00005016060
USP53,ENSGALG00000011990,ENSGALG00010005507,ENSCPBG00000024758,ENSVKKG00000012407,ENSCPRG00005004843
USP54,ENSGALG00000005232,ENSGALG00010021239,ENSCPBG00000020721,"{'ENSVKKG00000002873', 'ENSVKKG00000002869'}",ENSCPRG00005003207
USP6NL,ENSGALG00000035563,ENSGALG00010005651,ENSCPBG00000027832,ENSVKKG00000009631,ENSCPRG00005000950
USP7,ENSGALG00000007307,ENSGALG00010018419,ENSCPBG00000026650,ENSVKKG00000016313,ENSCPRG00005003559
USP8,"{'ENSGALG00000049711', 'ENSGALG00000005894'}",ENSGALG00010017377,ENSCPBG00000017545,ENSVKKG00000017129,ENSCPRG00005016079
USP9X,ENSGALG00000016236,ENSGALG00010002504,ENSCPBG00000008737,ENSVKKG00000001536,ENSCPRG00005000793
USPL1,ENSGALG00000017079,ENSGALG00010006988,ENSCPBG00000020428,ENSVKKG00000006727,ENSCPRG00005011746
UST,ENSGALG00000012345,ENSGALG00010005453,ENSCPBG00000016632,ENSVKKG00000000090,ENSCPRG00005018253
UTP11L,ENSGALG00000001502,ENSGALG00010014567,ENSCPBG00000018279,ENSVKKG00000012076,ENSCPRG00005002913
UTP14A,ENSGALG00000024039,ENSGALG00010014783,ENSCPBG00000012018,ENSVKKG00000011963,ENSCPRG00005009391
UTP15,ENSGALG00000013510,ENSGALG00010011747,ENSCPBG00000000540,ENSVKKG00000002713,ENSCPRG00005000829
UTP18,ENSGALG00000002985,ENSGALG00010029227,ENSCPBG00000000512,ENSVKKG00000003090,ENSCPRG00005002230
UTP20,ENSGALG00000011643,ENSGALG00010011663,ENSCPBG00000004844,ENSVKKG00000010208,ENSCPRG00005000733
UTP23,ENSGALG00000032400,ENSGALG00010009025,ENSCPBG00000001634,ENSVKKG00000017400,ENSCPRG00005007401
UTP3,ENSGALG00000047103,ENSGALG00010004086,ENSCPBG00000019489,ENSVKKG00000018375,ENSCPRG00005006859
UTP6,ENSGALG00000003260,ENSGALG00010029590,ENSCPBG00000004652,ENSVKKG00000001741,ENSCPRG00005002001
UTRN,ENSGALG00000012256,ENSGALG00010005045,ENSCPBG00000016913,ENSVKKG00000000741,ENSCPRG00005000795
UTS2,ENSGALG00000000556,ENSGALG00010018770,ENSCPBG00000016043,,ENSCPRG00005011153
UTS2B,ENSGALG00000007222,ENSGALG00010014320,,,ENSCPRG00005012694
UTS2R,"{'ENSGALG00000023581', 'ENSGALG00000001626', 'ENSGALG00000049658'}","{'ENSGALG00010029155', 'ENSGALG00010029154', 'ENSGALG00010021271'}","{'ENSCPBG00000027943', 'ENSCPBG00000027938', 'ENSCPBG00000020819'}","{'ENSVKKG00000006786', 'ENSVKKG00000001432', 'ENSVKKG00000001427'}","{'ENSCPRG00005007392', 'ENSCPRG00005007386', 'ENSCPRG00005016185'}"
UVRAG,ENSGALG00000000845,ENSGALG00010002368,ENSCPBG00000027703,ENSVKKG00000004758,ENSCPRG00005016749
UVSSA,ENSGALG00000037699,ENSGALG00010016107,ENSCPBG00000000824,ENSVKKG00000012844,ENSCPRG00005001306
UXS1,ENSGALG00000016801,ENSGALG00010015124,ENSCPBG00000007140,ENSVKKG00000008692,ENSCPRG00005014550
UXT,ENSGALG00000050937,,ENSCPBG00000021895,ENSVKKG00000008859,
VAC14,ENSGALG00000002458,ENSGALG00010022868,ENSCPBG00000003448,ENSVKKG00000013668,ENSCPRG00005001890
VAMP1,ENSGALG00000049853,ENSGALG00010021801,"{'ENSCPBG00000016790', 'ENSCPBG00000000451'}",ENSVKKG00000003665,ENSCPRG00005008021
VAMP2,ENSGALG00000030350,ENSGALG00010025072,"{'ENSCPBG00000019253', 'ENSCPBG00000016790'}","{'ENSVKKG00000018642', 'ENSVKKG00000011206'}",ENSCPRG00005004754
VAMP3,ENSGALG00000000579,ENSGALG00010018811,"{'ENSCPBG00000011172', 'ENSCPBG00000016049'}",ENSVKKG00000014695,"{'ENSCPRG00005011160', 'ENSCPRG00005011161', 'ENSCPRG00005008010'}"
VAMP4,ENSGALG00000031381,ENSGALG00010014940,ENSCPBG00000015825,ENSVKKG00000012198,ENSCPRG00005004024
VAMP7,ENSGALG00000007476,ENSGALG00010012404,ENSCPBG00000004732,ENSVKKG00000014037,ENSCPRG00005007124
VANGL1,ENSGALG00000015025,ENSGALG00010025428,ENSCPBG00000002571,ENSVKKG00000010435,ENSCPRG00005003618
VANGL2,ENSGALG00000030643,ENSGALG00010027699,ENSCPBG00000025627,ENSVKKG00000004834,ENSCPRG00005013730
VAPA,ENSGALG00000039455,ENSGALG00010001749,ENSCPBG00000028385,ENSVKKG00000017590,ENSCPRG00005009507
VAPB,ENSGALG00000007549,ENSGALG00010014831,ENSCPBG00000023925,ENSVKKG00000004070,ENSCPRG00005005118
VARS2,ENSGALG00000050047,ENSGALG00010000288,ENSCPBG00000021502,ENSVKKG00000001562,
VASH1,ENSGALG00000043036,ENSGALG00010005215,ENSCPBG00000026276,ENSVKKG00000015864,ENSCPRG00005005257
VASH2,ENSGALG00000020067,ENSGALG00010019221,ENSCPBG00000013087,ENSVKKG00000000855,ENSCPRG00005000563
VASN,ENSGALG00000047356,ENSGALG00010016606,ENSCPBG00000026380,ENSVKKG00000008072,ENSCPRG00005002809
VAT1,ENSGALG00000002818,ENSGALG00010022460,ENSCPBG00000016276,ENSVKKG00000016164,ENSCPRG00005008270
VAT1L,ENSGALG00000013225,ENSGALG00010007767,ENSCPBG00000009487,ENSVKKG00000014199,ENSCPRG00005005616
VAV1,"{'ENSGALG00000052552', 'ENSGALG00000050375', 'ENSGALG00000051212'}",ENSGALG00010003064,ENSCPBG00000021293,ENSVKKG00000013870,
VAV2,ENSGALG00000002699,ENSGALG00010028884,ENSCPBG00000021119,ENSVKKG00000013527,ENSCPRG00005007595
VAV3,ENSGALG00000039327,ENSGALG00010011932,"{'ENSCPBG00000028307', 'ENSCPBG00000028306', 'ENSCPBG00000028304'}",ENSVKKG00000004761,ENSCPRG00005017680
VAX1,ENSGALG00000009261,ENSGALG00010017907,ENSCPBG00000002374,ENSVKKG00000005635,ENSCPRG00005010686
VBP1,ENSGALG00000008389,ENSGALG00010015867,ENSCPBG00000001068,ENSVKKG00000010043,ENSCPRG00005008958
VCAM1,ENSGALG00000005257,ENSGALG00010023767,ENSCPBG00000026651,ENSVKKG00000002988,ENSCPRG00005014472
VCAN,ENSGALG00000015624,ENSGALG00010006739,ENSCPBG00000010709,ENSVKKG00000010128,ENSCPRG00005002150
VCL,ENSGALG00000005079,ENSGALG00010022474,ENSCPBG00000011962,ENSVKKG00000011631,ENSCPRG00005007820
VCP,"{'ENSGALG00000001986', 'ENSGALG00000029783', 'ENSGALG00000033705'}","{'ENSGALG00010011335', 'ENSGALG00010013319'}",ENSCPBG00000017933,ENSVKKG00000016119,ENSCPRG00005015313
VCPIP1,ENSGALG00000042883,ENSGALG00010002920,ENSCPBG00000021363,ENSVKKG00000003168,ENSCPRG00005017684
VCPKMT,"{'ENSGALG00000051460', 'ENSGALG00000012269'}",ENSGALG00010019209,ENSCPBG00000023363,ENSVKKG00000006585,ENSCPRG00005018092
VDAC1,ENSGALG00000006503,ENSGALG00010017393,ENSCPBG00000025152,ENSVKKG00000014326,ENSCPRG00005010381
VDAC2,ENSGALG00000005002,ENSGALG00010022275,ENSCPBG00000012736,ENSVKKG00000011657,ENSCPRG00005007988
VDAC3,"{'ENSGALG00000048713', 'ENSGALG00000041463'}","{'ENSGALG00010002363', 'ENSGALG00010008287', 'ENSGALG00010018010'}",ENSCPBG00000004460,ENSVKKG00000009287,ENSCPRG00005000463
VDR,ENSGALG00000033090,ENSGALG00010024416,ENSCPBG00000001825,ENSVKKG00000003817,ENSCPRG00005007013
VEGFA,ENSGALG00000010290,ENSGALG00010019716,ENSCPBG00000025256,ENSVKKG00000004239,ENSCPRG00005011788
VEGFC,ENSGALG00000010847,ENSGALG00010003259,ENSCPBG00000003340,"{'ENSVKKG00000016713', 'ENSVKKG00000016715'}",ENSCPRG00005011429
VEPH1,"{'ENSGALG00000051604', 'ENSGALG00000009682'}",ENSGALG00010001226,ENSCPBG00000018387,ENSVKKG00000006294,ENSCPRG00005007546
VEZF1,ENSGALG00000005530,ENSGALG00010029505,ENSCPBG00000009860,ENSVKKG00000018070,ENSCPRG00005010237
VEZT,ENSGALG00000011357,ENSGALG00010011775,ENSCPBG00000001837,ENSVKKG00000014013,ENSCPRG00005019097
VGLL1,ENSGALG00000006412,ENSGALG00010014555,ENSCPBG00000026099,,ENSCPRG00005008577
VGLL2,ENSGALG00000014917,ENSGALG00010012376,ENSCPBG00000018846,ENSVKKG00000005113,ENSCPRG00005004268
VGLL3,ENSGALG00000015497,ENSGALG00010007184,ENSCPBG00000028325,ENSVKKG00000011069,ENSCPRG00005011743
VGLL4,ENSGALG00000004937,ENSGALG00010027253,ENSCPBG00000016825,ENSVKKG00000007538,ENSCPRG00005019180
VHL,ENSGALG00000028009,ENSGALG00010019006,ENSCPBG00000014768,ENSVKKG00000004261,
VIL1,ENSGALG00000037286,ENSGALG00010019011,ENSCPBG00000013251,ENSVKKG00000001728,ENSCPRG00005018914
VILL,ENSGALG00000005763,ENSGALG00010026409,ENSCPBG00000018691,ENSVKKG00000014860,ENSCPRG00005003212
VIM,ENSGALG00000008677,ENSGALG00010004281,ENSCPBG00000021193,"{'ENSVKKG00000002789', 'ENSVKKG00000013817'}",ENSCPRG00005011234
VIMP,ENSGALG00000007162,ENSGALG00010019046,ENSCPBG00000019621,ENSVKKG00000010677,ENSCPRG00005018265
VIP,ENSGALG00000013604,ENSGALG00010005240,ENSCPBG00000016353,ENSVKKG00000017607,ENSCPRG00005018118
VIPAS39,ENSGALG00000010459,ENSGALG00010005329,ENSCPBG00000026317,ENSVKKG00000016050,ENSCPRG00005005434
VIPR1,ENSGALG00000005259,ENSGALG00010027363,ENSCPBG00000004358,ENSVKKG00000014468,ENSCPRG00005002258
VIPR2,ENSGALG00000006575,ENSGALG00010024920,ENSCPBG00000017106,ENSVKKG00000000850,ENSCPRG00005006251
VIT,ENSGALG00000010583,ENSGALG00010007514,"{'ENSCPBG00000023750', 'ENSCPBG00000023746'}",ENSVKKG00000008684,ENSCPRG00005013409
VIT-5,ENSGALG00000039354,ENSGALG00010021630,ENSCPBG00000016955,,ENSCPRG00005017191
VKORC1L1,ENSGALG00000002501,ENSGALG00010029659,ENSCPBG00000014868,"{'ENSVKKG00000005706', 'ENSVKKG00000000515'}",ENSCPRG00005007981
VLDLR,ENSGALG00000010166,ENSGALG00010011837,ENSCPBG00000025468,ENSVKKG00000011761,ENSCPRG00005004758
VMA21,ENSGALG00000009065,ENSGALG00010011372,ENSCPBG00000020793,ENSVKKG00000010854,ENSCPRG00005006195
VMO1,ENSGALG00000017172,"{'ENSGALG00010005161', 'ENSGALG00010013951'}","{'ENSCPBG00000000165', 'ENSCPBG00000003866', 'ENSCPBG00000011229', 'ENSCPBG00000022539', 'ENSCPBG00000003889', 'ENSCPBG00000000143', 'ENSCPBG00000000158', 'ENSCPBG00000003877'}","{'ENSVKKG00000006934', 'ENSVKKG00000017656', 'ENSVKKG00000006937'}","{'ENSCPRG00005014405', 'ENSCPRG00005001181'}"
VMP1,ENSGALG00000005160,ENSGALG00010029274,ENSCPBG00000006155,ENSVKKG00000010767,ENSCPRG00005011594
VNN1,"{'ENSGALG00000013993', 'ENSGALG00000048781'}","{'ENSGALG00010004291', 'ENSGALG00010004300', 'ENSGALG00010006816'}","{'ENSCPBG00000017701', 'ENSCPBG00000017711'}","{'ENSVKKG00000010412', 'ENSVKKG00000010413'}","{'ENSCPRG00005005690', 'ENSCPRG00005005659', 'ENSCPRG00005005680'}"
VOPP1,ENSGALG00000042773,ENSGALG00010007183,ENSCPBG00000024819,ENSVKKG00000011219,ENSCPRG00005011565
VPRBP,ENSGALG00000033301,ENSGALG00010028159,ENSCPBG00000016641,ENSVKKG00000015020,ENSCPRG00005014688
VPREB3,ENSGALG00000021136,ENSGALG00010024160,"{'ENSCPBG00000004108', 'ENSCPBG00000002126', 'ENSCPBG00000001540', 'ENSCPBG00000002447', 'ENSCPBG00000005585', 'ENSCPBG00000003978', 'ENSCPBG00000006069', 'ENSCPBG00000000276', 'ENSCPBG00000001653', 'ENSCPBG00000002181', 'ENSCPBG00000002482', 'ENSCPBG00000004335', 'ENSCPBG00000002298', 'ENSCPBG00000002087', 'ENSCPBG00000002460', 'ENSCPBG00000002506', 'ENSCPBG00000005062', 'ENSCPBG00000002058', 'ENSCPBG00000005497', 'ENSCPBG00000002245', 'ENSCPBG00000002426', 'ENSCPBG00000004414', 'ENSCPBG00000002070', 'ENSCPBG00000002397', 'ENSCPBG00000015239', 'ENSCPBG00000002146', 'ENSCPBG00000003982', 'ENSCPBG00000005590', 'ENSCPBG00000002279', 'ENSCPBG00000001391', 'ENSCPBG00000002286', 'ENSCPBG00000005570', 'ENSCPBG00000002271', 'ENSCPBG00000002261', 'ENSCPBG00000002404', 'ENSCPBG00000002411', 'ENSCPBG00000015237', 'ENSCPBG00000004125', 'ENSCPBG00000005565', 'ENSCPBG00000006385', 'ENSCPBG00000004694', 'ENSCPBG00000005594', 'ENSCPBG00000002137', 'ENSCPBG00000002371', 'ENSCPBG00000000493', 'ENSCPBG00000004139', 'ENSCPBG00000002206'}",,ENSCPRG00005001555
VPS11,ENSGALG00000029536,ENSGALG00010026433,ENSCPBG00000004466,ENSVKKG00000003618,ENSCPRG00005007252
VPS13A,ENSGALG00000015170,ENSGALG00010015181,ENSCPBG00000019204,ENSVKKG00000010292,ENSCPRG00005006496
VPS13B,"{'ENSGALG00000047328', 'ENSGALG00000051937', 'ENSGALG00000041179', 'ENSGALG00000046093', 'ENSGALG00000053675'}",ENSGALG00010011312,ENSCPBG00000007691,ENSVKKG00000009333,ENSCPRG00005003244
VPS13C,ENSGALG00000003705,ENSGALG00010024618,ENSCPBG00000017250,ENSVKKG00000010607,ENSCPRG00005008629
VPS13D,ENSGALG00000034777,ENSGALG00010021092,ENSCPBG00000021530,ENSVKKG00000015887,ENSCPRG00005000246
VPS16,ENSGALG00000034510,ENSGALG00010005978,ENSCPBG00000024419,"{'ENSVKKG00000018317', 'ENSVKKG00000000286'}",ENSCPRG00005006730
VPS18,ENSGALG00000008496,ENSGALG00010022297,ENSCPBG00000013477,ENSVKKG00000009489,"{'ENSCPRG00005018623', 'ENSCPRG00005018621'}"
VPS25,ENSGALG00000034262,ENSGALG00010022235,ENSCPBG00000016501,ENSVKKG00000006376,
VPS26A,ENSGALG00000004174,ENSGALG00010023200,ENSCPBG00000019942,ENSVKKG00000002679,ENSCPRG00005006422
VPS26B,ENSGALG00000001521,ENSGALG00010025341,ENSCPBG00000017800,ENSVKKG00000015474,ENSCPRG00005002654
VPS29,ENSGALG00000004529,ENSGALG00010025557,"{'ENSCPBG00000003210', 'ENSCPBG00000008539'}","{'ENSVKKG00000005119', 'ENSVKKG00000015580'}",ENSCPRG00005012950
VPS29L,ENSGALG00000005951,ENSGALG00010024154,,,
VPS33A,ENSGALG00000004440,ENSGALG00010025464,ENSCPBG00000002546,ENSVKKG00000015575,ENSCPRG00005012501
VPS33B,ENSGALG00000012833,"{'ENSGALG00010000055', 'ENSGALG00010000054'}",ENSCPBG00000024473,ENSVKKG00000015086,
VPS35,ENSGALG00000004375,ENSGALG00010023783,ENSCPBG00000016092,ENSVKKG00000003338,ENSCPRG00005004039
VPS36,ENSGALG00000017026,ENSGALG00010002511,ENSCPBG00000000515,ENSVKKG00000009039,ENSCPRG00005003353
VPS37A,ENSGALG00000013646,ENSGALG00010015974,ENSCPBG00000018889,ENSVKKG00000018389,ENSCPRG00005010787
VPS37B,ENSGALG00000003743,ENSGALG00010024956,ENSCPBG00000025981,ENSVKKG00000015516,ENSCPRG00005017158
VPS37C,ENSGALG00000038541,ENSGALG00010019646,ENSCPBG00000027083,ENSVKKG00000003905,
VPS37D,ENSGALG00000053999,ENSGALG00010029507,ENSCPBG00000009939,ENSVKKG00000003710,ENSCPRG00005006477
VPS39,ENSGALG00000008991,ENSGALG00010020603,ENSCPBG00000011148,ENSVKKG00000007417,ENSCPRG00005018427
VPS41,ENSGALG00000031635,ENSGALG00010016583,ENSCPBG00000024840,ENSVKKG00000007470,ENSCPRG00005011046
VPS45,ENSGALG00000013899,ENSGALG00010028500,ENSCPBG00000008102,ENSVKKG00000001060,ENSCPRG00005009111
VPS4A,ENSGALG00000040713,ENSGALG00010008188,ENSCPBG00000027059,ENSVKKG00000007791,ENSCPRG00005008383
VPS4B,ENSGALG00000012879,ENSGALG00010011802,ENSCPBG00000026580,ENSVKKG00000010304,"{'ENSCPRG00005013044', 'ENSCPRG00005017496'}"
VPS51,ENSGALG00000004166,ENSGALG00010020967,ENSCPBG00000023645,,
VPS53,ENSGALG00000042071,ENSGALG00010029772,ENSCPBG00000015765,"{'ENSVKKG00000011062', 'ENSVKKG00000011046'}",ENSCPRG00005012537
VPS54,ENSGALG00000008847,ENSGALG00010018923,ENSCPBG00000013204,ENSVKKG00000008108,ENSCPRG00005013060
VPS72,ENSGALG00000000793,ENSGALG00010028599,ENSCPBG00000009021,ENSVKKG00000001371,ENSCPRG00005007553
VPS8,ENSGALG00000006704,ENSGALG00010024502,ENSCPBG00000007452,ENSVKKG00000007917,ENSCPRG00005009235
VPS9D1,ENSGALG00000023468,ENSGALG00010008062,ENSCPBG00000013692,ENSVKKG00000005996,ENSCPRG00005007862
VRK1,ENSGALG00000011116,ENSGALG00010015865,ENSCPBG00000024132,ENSVKKG00000004464,ENSCPRG00005010188
VRK2,ENSGALG00000032770,ENSGALG00010017065,ENSCPBG00000026126,ENSVKKG00000010663,ENSCPRG00005013767
VRK3,ENSGALG00000035029,ENSGALG00010017601,ENSCPBG00000000679,ENSVKKG00000011287,ENSCPRG00005000919
VRTN,ENSGALG00000010232,ENSGALG00010006280,ENSCPBG00000026225,ENSVKKG00000011983,ENSCPRG00005004144
VSIG1,ENSGALG00000008290,ENSGALG00010015815,ENSCPBG00000001010,ENSVKKG00000010046,ENSCPRG00005008942
VSIG10,ENSGALG00000039903,ENSGALG00010021019,ENSCPBG00000012275,ENSVKKG00000005355,ENSCPRG00005006410
VSIG4,ENSGALG00000044799,ENSGALG00010016807,"{'ENSCPBG00000007083', 'ENSCPBG00000007078'}",ENSVKKG00000009706,"{'ENSCPRG00005009019', 'ENSCPRG00005009016'}"
VSNL1,ENSGALG00000016464,ENSGALG00010002364,ENSCPBG00000013304,ENSVKKG00000012079,ENSCPRG00005005557
VSTM1,"{'ENSGALG00000052373', 'ENSGALG00000050967', 'ENSGALG00000050090', 'ENSGALG00000049660', 'ENSGALG00000052357', 'ENSGALG00000032862', 'ENSGALG00000048941', 'ENSGALG00000047262', 'ENSGALG00000054298', 'ENSGALG00000053649', 'ENSGALG00000051974', 'ENSGALG00000047597', 'ENSGALG00000053042', 'ENSGALG00000052703', 'ENSGALG00000049046', 'ENSGALG00000052621', 'ENSGALG00000052504', 'ENSGALG00000048677', 'ENSGALG00000045686', 'ENSGALG00000053284', 'ENSGALG00000047202', 'ENSGALG00000050785', 'ENSGALG00000049503', 'ENSGALG00000051595', 'ENSGALG00000048752', 'ENSGALG00000054027', 'ENSGALG00000053180', 'ENSGALG00000042500', 'ENSGALG00000053283', 'ENSGALG00000047438', 'ENSGALG00000030636', 'ENSGALG00000052814', 'ENSGALG00000039298', 'ENSGALG00000050864', 'ENSGALG00000053277', 'ENSGALG00000049120'}","{'ENSGALG00010005847', 'ENSGALG00010005290', 'ENSGALG00010005604', 'ENSGALG00010000231', 'ENSGALG00010006198', 'ENSGALG00010005918', 'ENSGALG00010000241', 'ENSGALG00010005767', 'ENSGALG00010006186', 'ENSGALG00010005455', 'ENSGALG00010006242', 'ENSGALG00010005450', 'ENSGALG00010005870', 'ENSGALG00010005777', 'ENSGALG00010006163', 'ENSGALG00010005892', 'ENSGALG00010000242', 'ENSGALG00010005273', 'ENSGALG00010005271', 'ENSGALG00010005501', 'ENSGALG00010005575', 'ENSGALG00010005332', 'ENSGALG00010000283', 'ENSGALG00010000349'}",,,
VSTM2A,ENSGALG00000041764,ENSGALG00010007858,ENSCPBG00000024617,ENSVKKG00000016199,ENSCPRG00005014574
VSTM2B,ENSGALG00000032402,ENSGALG00010023881,ENSCPBG00000016128,ENSVKKG00000003239,
VSTM2L,ENSGALG00000006792,ENSGALG00010015801,ENSCPBG00000027394,ENSVKKG00000010733,
VSTM4,ENSGALG00000006174,ENSGALG00010020193,ENSCPBG00000012795,ENSVKKG00000011626,ENSCPRG00005017853
VSTM5,ENSGALG00000017217,ENSGALG00010008739,ENSCPBG00000023989,ENSVKKG00000009588,
VSX1,ENSGALG00000037576,ENSGALG00010016860,ENSCPBG00000011431,ENSVKKG00000010047,
VSX2,ENSGALG00000033517,ENSGALG00010006231,ENSCPBG00000026221,ENSVKKG00000011979,ENSCPRG00005004087
VTA1,ENSGALG00000013810,ENSGALG00010005817,ENSCPBG00000017174,ENSVKKG00000009075,ENSCPRG00005001149
VTCN1,ENSGALG00000014820,ENSGALG00010022564,,,ENSCPRG00005001564
VTG2,ENSGALG00000001863,ENSGALG00010020856,,,
VTI1A,ENSGALG00000008880,ENSGALG00010019872,ENSCPBG00000005090,ENSVKKG00000003901,ENSCPRG00005011126
VTI1B,ENSGALG00000009526,ENSGALG00010023791,ENSCPBG00000006306,ENSVKKG00000018482,ENSCPRG00005017549
VTN,ENSGALG00000003589,ENSGALG00010029410,"{'ENSCPBG00000011538', 'ENSCPBG00000011537'}",ENSVKKG00000000732,ENSCPRG00005015824
VWA1,ENSGALG00000001527,ENSGALG00010017721,ENSCPBG00000022913,ENSVKKG00000014100,ENSCPRG00005000501
VWA2,ENSGALG00000008980,ENSGALG00010022425,ENSCPBG00000003752,ENSVKKG00000003918,ENSCPRG00005010919
VWA3A,ENSGALG00000049654,ENSGALG00010017822,ENSCPBG00000019273,ENSVKKG00000005361,ENSCPRG00005005935
VWA3B,"{'ENSGALG00000053188', 'ENSGALG00000040709', 'ENSGALG00000053594'}",ENSGALG00010015551,ENSCPBG00000004860,"{'ENSVKKG00000012872', 'ENSVKKG00000012869'}","{'ENSCPRG00005011752', 'ENSCPRG00005011759'}"
VWA5A,"{'ENSGALG00000043772', 'ENSGALG00000028815'}","{'ENSGALG00010022054', 'ENSGALG00010023013'}","{'ENSCPBG00000002565', 'ENSCPBG00000016810', 'ENSCPBG00000002584', 'ENSCPBG00000002626', 'ENSCPBG00000024585'}","{'ENSVKKG00000001210', 'ENSVKKG00000001319'}",
VWA5B2,"{'ENSGALG00000052986', 'ENSGALG00000052753', 'ENSGALG00000028294'}",ENSGALG00010015056,ENSCPBG00000015577,ENSVKKG00000011332,ENSCPRG00005011544
VWA8,ENSGALG00000016955,ENSGALG00010003246,ENSCPBG00000008021,ENSVKKG00000012961,ENSCPRG00005000978
VWA9,ENSGALG00000007491,ENSGALG00010017815,ENSCPBG00000014639,ENSVKKG00000017461,ENSCPRG00005000472
VWC2,ENSGALG00000013081,ENSGALG00010000633,ENSCPBG00000016488,ENSVKKG00000007692,ENSCPRG00005014678
VWC2L,ENSGALG00000003472,ENSGALG00010011894,ENSCPBG00000011780,ENSVKKG00000018425,ENSCPRG00005003332
VWCE,ENSGALG00000043089,ENSGALG00010019771,ENSCPBG00000017758,ENSVKKG00000003907,
VWDE,"{'ENSGALG00000012382', 'ENSGALG00000042443', 'ENSGALG00000046693'}","{'ENSGALG00010002934', 'ENSGALG00010009257'}","{'ENSCPBG00000007243', 'ENSCPBG00000024323'}","{'ENSVKKG00000005666', 'ENSVKKG00000018145', 'ENSVKKG00000018144'}","{'ENSCPRG00005005002', 'ENSCPRG00005014664', 'ENSCPRG00005014660'}"
VWF,ENSGALG00000017272,ENSGALG00010024534,ENSCPBG00000007994,ENSVKKG00000001642,ENSCPRG00005000383
WAC,ENSGALG00000035281,ENSGALG00010005180,ENSCPBG00000015860,ENSVKKG00000017842,ENSCPRG00005008077
WAPAL,ENSGALG00000001907,ENSGALG00010010333,ENSCPBG00000007425,ENSVKKG00000008656,ENSCPRG00005010588
WARS,ENSGALG00000011228,ENSGALG00010016667,ENSCPBG00000006626,ENSVKKG00000004547,ENSCPRG00005010495
WARS2,ENSGALG00000014772,ENSGALG00010024190,ENSCPBG00000001321,ENSVKKG00000002364,ENSCPRG00005001191
WAS,ENSGALG00000048926,,ENSCPBG00000007499,ENSVKKG00000008491,
WASF1,ENSGALG00000015066,ENSGALG00010014030,ENSCPBG00000006429,ENSVKKG00000005347,ENSCPRG00005001836
WASF2,ENSGALG00000014012,ENSGALG00010016849,ENSCPBG00000024887,ENSVKKG00000005566,ENSCPRG00005003258
WASF3,"{'ENSGALG00000017103', 'ENSGALG00000007740'}","{'ENSGALG00010005848', 'ENSGALG00010011641'}","{'ENSCPBG00000014863', 'ENSCPBG00000020488'}",ENSVKKG00000007043,"{'ENSCPRG00005007391', 'ENSCPRG00005012622'}"
WASHC1,ENSGALG00000012974,ENSGALG00010012159,ENSCPBG00000027291,ENSVKKG00000018593,ENSCPRG00005017398
WASL,ENSGALG00000008797,"{'ENSGALG00010009107', 'ENSGALG00010001686'}",ENSCPBG00000020695,ENSVKKG00000015362,ENSCPRG00005010885
WBP1,ENSGALG00000049426,ENSGALG00010006111,ENSCPBG00000024447,ENSVKKG00000012609,
WBP11,ENSGALG00000011745,ENSGALG00010012127,ENSCPBG00000005897,ENSVKKG00000009951,ENSCPRG00005001276
WBP1L,ENSGALG00000041010,ENSGALG00010018831,ENSCPBG00000024501,ENSVKKG00000014525,ENSCPRG00005012923
WBP2,ENSGALG00000002219,ENSGALG00010029776,ENSCPBG00000028044,ENSVKKG00000016031,ENSCPRG00005006603
WBP2NL,ENSGALG00000011908,ENSGALG00010009948,ENSCPBG00000020515,ENSVKKG00000016909,ENSCPRG00005019085
