ref_komodo_stable_id,komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000013623,ENSVKKG00000013623,CCR7,ENSCPBG00000005728,CCR7,ortholog_one2one,ENSCPRG00005003131,CCR7,ortholog_one2one,ENSGALG00000035733,CCR7,ortholog_one2one,ENSG00000126353,CCR7,ortholog_one2one,ENSMUSG00000037944,Ccr7,ortholog_one2one
ENSVKKG00000013644,ENSVKKG00000013644,WDR37,ENSCPBG00000017059,WDR37,ortholog_one2one,ENSCPRG00005006551,WDR37,ortholog_one2one,ENSGALG00000006749,WDR37,ortholog_one2one,ENSG00000047056,WDR37,ortholog_one2one,ENSMUSG00000021147,Wdr37,ortholog_one2one
ENSVKKG00000013646,ENSVKKG00000013646,MCM3AP,ENSCPBG00000004543,MCM3AP,ortholog_one2one,ENSCPRG00005006390,MCM3AP,ortholog_one2one,ENSGALG00000004363,,ortholog_one2one,ENSG00000160294,MCM3AP,ortholog_one2one,ENSMUSG00000001150,Mcm3ap,ortholog_one2one
ENSVKKG00000013648,ENSVKKG00000013648,,"{'ENSCPBG00000021730', 'ENSCPBG00000021732', 'ENSCPBG00000021728'}",,ortholog_many2many,,,,"{'ENSGALG00000035309', 'ENSGALG00000047152', 'ENSGALG00000017347'}","{'HBE', 'HBBR', 'HBBA'}",ortholog_many2many,ENSG00000213931,HBE1,ortholog_one2many,ENSMUSG00000052187,Hbb-y,ortholog_one2many
ENSVKKG00000013649,ENSVKKG00000013649,,,,,,,,ENSGALG00000052767,,ortholog_one2one,,,,,,
ENSVKKG00000013652,ENSVKKG00000013652,,"{'ENSCPBG00000021730', 'ENSCPBG00000021732', 'ENSCPBG00000021728'}",,ortholog_many2many,,,,"{'ENSGALG00000035309', 'ENSGALG00000047152', 'ENSGALG00000017347'}","{'HBE', 'HBBR', 'HBBA'}",ortholog_many2many,ENSG00000213931,HBE1,ortholog_one2many,ENSMUSG00000052187,Hbb-y,ortholog_one2many
ENSVKKG00000013658,ENSVKKG00000013658,ADARB1,ENSCPBG00000004191,ADARB1,ortholog_one2one,ENSCPRG00005007061,ADARB1,ortholog_one2one,ENSGALG00000007527,ADARB1,ortholog_one2one,ENSG00000197381,ADARB1,ortholog_one2one,ENSMUSG00000020262,Adarb1,ortholog_one2one
ENSVKKG00000013663,ENSVKKG00000013663,CTLA4,ENSCPBG00000008783,CTLA4,ortholog_one2one,ENSCPRG00005001699,CTLA4,ortholog_one2one,ENSGALG00000008666,CTLA4,ortholog_one2one,ENSG00000163599,CTLA4,ortholog_one2one,ENSMUSG00000026011,Ctla4,ortholog_one2one
ENSVKKG00000013664,ENSVKKG00000013664,ITGB2,ENSCPBG00000001342,ITGB2,ortholog_one2one,ENSCPRG00005007177,ITGB2,ortholog_one2one,ENSGALG00000007511,ITGB2,ortholog_one2one,ENSG00000160255,ITGB2,ortholog_one2one,"{'ENSMUSG00000000290', 'ENSMUSG00000000157'}","{'Itgb2l', 'Itgb2'}",ortholog_one2many
ENSVKKG00000013670,ENSVKKG00000013670,RRM1,ENSCPBG00000003093,RRM1,ortholog_one2one,ENSCPRG00005017035,RRM1,ortholog_one2one,ENSGALG00000017350,RRM1,ortholog_one2one,ENSG00000167325,RRM1,ortholog_one2one,ENSMUSG00000030978,Rrm1,ortholog_one2one
ENSVKKG00000013674,ENSVKKG00000013674,NRP2,ENSCPBG00000019110,NRP2,ortholog_one2one,ENSCPRG00005001802,NRP2,ortholog_one2one,ENSGALG00000008621,NRP2,ortholog_one2one,ENSG00000118257,NRP2,ortholog_one2one,ENSMUSG00000025969,Nrp2,ortholog_one2one
ENSVKKG00000013675,ENSVKKG00000013675,MTSS2,ENSCPBG00000003075,MTSS2,ortholog_one2one,ENSCPRG00005001942,MTSS2,ortholog_one2one,ENSGALG00000002467,MTSS2,ortholog_one2one,ENSG00000132613,MTSS2,ortholog_one2one,ENSMUSG00000033763,Mtss2,ortholog_one2one
ENSVKKG00000013676,ENSVKKG00000013676,STIM1,ENSCPBG00000003183,STIM1,ortholog_one2one,ENSCPRG00005017045,STIM1,ortholog_one2one,ENSGALG00000041762,STIM1,ortholog_one2one,ENSG00000167323,STIM1,ortholog_one2one,ENSMUSG00000030987,Stim1,ortholog_one2one
ENSVKKG00000013684,ENSVKKG00000013684,RAMP1,ENSCPBG00000010808,RAMP1,ortholog_one2one,,,,ENSGALG00000003821,RAMP1,ortholog_one2one,ENSG00000132329,RAMP1,ortholog_one2one,ENSMUSG00000034353,Ramp1,ortholog_one2one
ENSVKKG00000013686,ENSVKKG00000013686,MREG,ENSCPBG00000002761,MREG,ortholog_one2one,ENSCPRG00005005306,MREG,ortholog_one2one,ENSGALG00000003758,MREG,ortholog_one2one,ENSG00000118242,MREG,ortholog_one2one,ENSMUSG00000039395,Mreg,ortholog_one2one
ENSVKKG00000013689,ENSVKKG00000013689,ADAMTS9,"{'ENSCPBG00000026862', 'ENSCPBG00000026851'}",,ortholog_one2many,ENSCPRG00005016132,ADAMTS9,ortholog_one2one,ENSGALG00000041750,ADAMTS9,ortholog_one2one,ENSG00000163638,ADAMTS9,ortholog_one2one,ENSMUSG00000030022,Adamts9,ortholog_one2one
ENSVKKG00000013691,ENSVKKG00000013691,ST3GAL2,ENSCPBG00000002968,ST3GAL2,ortholog_one2one,ENSCPRG00005002311,ST3GAL2,ortholog_one2one,ENSGALG00000002651,ST3GAL2,ortholog_one2one,ENSG00000157350,ST3GAL2,ortholog_one2one,ENSMUSG00000031749,St3gal2,ortholog_one2one
ENSVKKG00000013696,ENSVKKG00000013696,NUF2,ENSCPBG00000014773,NUF2,ortholog_one2one,ENSCPRG00005005146,NUF2,ortholog_one2one,ENSGALG00000003438,NUF2,ortholog_one2one,ENSG00000143228,NUF2,ortholog_one2one,ENSMUSG00000026683,Nuf2,ortholog_one2one
ENSVKKG00000013706,ENSVKKG00000013706,HSD11B2,ENSCPBG00000014578,HSD11B2,ortholog_one2one,,,,ENSGALG00000028326,HSD11B2,ortholog_one2one,ENSG00000176387,HSD11B2,ortholog_one2one,ENSMUSG00000031891,Hsd11b2,ortholog_one2one
ENSVKKG00000013718,ENSVKKG00000013718,,,,,ENSCPRG00005005056,,ortholog_one2one,ENSGALG00000038923,,ortholog_one2one,,,,,,
ENSVKKG00000013719,ENSVKKG00000013719,DDX11,ENSCPBG00000027283,DDX11,ortholog_one2one,ENSCPRG00005017404,DDX11,ortholog_one2one,ENSGALG00000053509,DDX11,ortholog_one2one,ENSG00000013573,DDX11,ortholog_one2one,ENSMUSG00000035842,Ddx11,ortholog_one2one
ENSVKKG00000013722,ENSVKKG00000013722,ATXN7,ENSCPBG00000026836,ATXN7,ortholog_one2one,ENSCPRG00005016288,ATXN7,ortholog_one2one,ENSGALG00000007302,ATXN7,ortholog_one2one,ENSG00000163635,ATXN7,ortholog_one2one,ENSMUSG00000021738,Atxn7,ortholog_one2one
ENSVKKG00000013726,ENSVKKG00000013726,,ENSCPBG00000025971,,ortholog_one2many,ENSCPRG00005016336,,ortholog_one2many,ENSGALG00000007268,,ortholog_one2many,,,,ENSMUSG00000054423,Cadps,ortholog_one2many
ENSVKKG00000013728,ENSVKKG00000013728,,ENSCPBG00000025971,,ortholog_one2many,ENSCPRG00005016336,,ortholog_one2many,ENSGALG00000007268,,ortholog_one2many,,,,ENSMUSG00000054423,Cadps,ortholog_one2many
ENSVKKG00000013747,ENSVKKG00000013747,EFHD1,ENSCPBG00000024390,EFHD1,ortholog_one2one,ENSCPRG00005009720,EFHD1,ortholog_one2one,ENSGALG00000001428,EFHD1,ortholog_one2one,ENSG00000115468,EFHD1,ortholog_one2one,ENSMUSG00000026255,Efhd1,ortholog_one2one
ENSVKKG00000013751,ENSVKKG00000013751,NGEF,ENSCPBG00000024378,NGEF,ortholog_one2one,ENSCPRG00005008565,NGEF,ortholog_one2one,ENSGALG00000036327,NGEF,ortholog_one2one,ENSG00000066248,NGEF,ortholog_one2one,ENSMUSG00000026259,Ngef,ortholog_one2one
ENSVKKG00000013756,ENSVKKG00000013756,FASLG,ENSCPBG00000005130,FASLG,ortholog_one2one,ENSCPRG00005003963,FASLG,ortholog_one2one,ENSGALG00000003076,FASLG,ortholog_one2one,ENSG00000117560,FASLG,ortholog_one2one,ENSMUSG00000000817,Fasl,ortholog_one2one
ENSVKKG00000013759,ENSVKKG00000013759,INPP5D,ENSCPBG00000024343,INPP5D,ortholog_one2one,ENSCPRG00005008605,INPP5D,ortholog_one2one,ENSGALG00000035498,INPP5D,ortholog_one2one,ENSG00000168918,INPP5D,ortholog_one2one,ENSMUSG00000026288,Inpp5d,ortholog_one2one
ENSVKKG00000013762,ENSVKKG00000013762,HMGCS2,ENSCPBG00000004143,HMGCS2,ortholog_one2one,ENSCPRG00005003094,HMGCS2,ortholog_one2one,ENSGALG00000002960,HMGCS2,ortholog_one2one,ENSG00000134240,HMGCS2,ortholog_one2one,ENSMUSG00000027875,Hmgcs2,ortholog_one2one
ENSVKKG00000013769,ENSVKKG00000013769,,ENSCPBG00000019916,,ortholog_one2one,ENSCPRG00005000367,,ortholog_one2one,ENSGALG00000016231,DDX3X,ortholog_one2one,"{'ENSG00000067048', 'ENSG00000215301'}","{'DDX3X', 'DDX3Y'}",ortholog_one2many,"{'ENSMUSG00000000787', 'ENSMUSG00000039224', 'ENSMUSG00000069045'}","{'Ddx3y', 'Ddx3x', 'D1Pas1'}",ortholog_one2many
ENSVKKG00000013770,ENSVKKG00000013770,,"{'ENSCPBG00000003645', 'ENSCPBG00000003668', 'ENSCPBG00000003724'}",,ortholog_one2many,"{'ENSCPRG00005003917', 'ENSCPRG00005003653'}",,ortholog_one2many,,,,,,,ENSMUSG00000026560,Fmo9,ortholog_one2one
ENSVKKG00000013771,ENSVKKG00000013771,NYX,ENSCPBG00000019918,NYX,ortholog_one2one,ENSCPRG00005000354,NYX,ortholog_one2one,ENSGALG00000016228,NYX,ortholog_one2one,ENSG00000188937,NYX,ortholog_one2one,ENSMUSG00000051228,Nyx,ortholog_one2one
ENSVKKG00000013779,ENSVKKG00000013779,CAPRIN2,ENSCPBG00000027227,CAPRIN2,ortholog_one2one,ENSCPRG00005017615,CAPRIN2,ortholog_one2one,ENSGALG00000012947,CAPRIN2,ortholog_one2one,ENSG00000110888,CAPRIN2,ortholog_one2one,ENSMUSG00000030309,Caprin2,ortholog_one2one
ENSVKKG00000013783,ENSVKKG00000013783,SINHCAF,ENSCPBG00000027224,SINHCAF,ortholog_one2one,ENSCPRG00005017648,SINHCAF,ortholog_one2one,ENSGALG00000012946,FAM60A,ortholog_one2one,ENSG00000139146,SINHCAF,ortholog_one2one,ENSMUSG00000039985,Sinhcaf,ortholog_one2one
ENSVKKG00000013784,ENSVKKG00000013784,,ENSCPBG00000019948,,ortholog_one2one,ENSCPRG00005016852,,ortholog_one2one,ENSGALG00000016217,,ortholog_one2one,"{'ENSG00000183878', 'ENSG00000147050'}","{'UTY', 'KDM6A'}",ortholog_one2many,"{'ENSMUSG00000068457', 'ENSMUSG00000037369'}","{'Kdm6a', 'Uty'}",ortholog_one2many
ENSVKKG00000013785,ENSVKKG00000013785,DENND5B,ENSCPBG00000027221,DENND5B,ortholog_one2one,ENSCPRG00005017659,DENND5B,ortholog_one2one,ENSGALG00000012944,DENND5B,ortholog_one2one,ENSG00000170456,DENND5B,ortholog_one2one,ENSMUSG00000030313,Dennd5b,ortholog_one2one
ENSVKKG00000013788,ENSVKKG00000013788,UCK2,ENSCPBG00000014754,UCK2,ortholog_one2one,ENSCPRG00005005203,UCK2,ortholog_one2one,ENSGALG00000003510,UCK2,ortholog_one2one,ENSG00000143179,UCK2,ortholog_one2one,ENSMUSG00000026558,Uck2,ortholog_one2one
ENSVKKG00000013795,ENSVKKG00000013795,,ENSCPBG00000019956,,ortholog_one2one,ENSCPRG00005016520,,ortholog_one2one,ENSGALG00000031637,ICOSLG,ortholog_one2one,"{'ENSG00000277117', 'ENSG00000160223'}","{'ICOSLG', 'FP565260.3'}",ortholog_one2many,ENSMUSG00000000732,Icosl,ortholog_one2one
ENSVKKG00000013801,ENSVKKG00000013801,AMN1,ENSCPBG00000016808,AMN1,ortholog_one2one,ENSCPRG00005017690,AMN1,ortholog_one2one,ENSGALG00000012938,AMN1,ortholog_one2one,ENSG00000151743,AMN1,ortholog_one2one,ENSMUSG00000068250,Amn1,ortholog_one2one
ENSVKKG00000013803,ENSVKKG00000013803,,ENSCPBG00000001126,,ortholog_one2one,ENSCPRG00005017692,,ortholog_one2one,ENSGALG00000045168,,ortholog_one2one,ENSG00000174718,RESF1,ortholog_one2one,ENSMUSG00000032712,Resf1,ortholog_one2one
ENSVKKG00000013806,ENSVKKG00000013806,PLD1,ENSCPBG00000015923,PLD1,ortholog_one2one,ENSCPRG00005009444,PLD1,ortholog_one2one,ENSGALG00000009252,PLD1,ortholog_one2one,ENSG00000075651,PLD1,ortholog_one2one,ENSMUSG00000027695,Pld1,ortholog_one2one
ENSVKKG00000013807,ENSVKKG00000013807,DHX58,ENSCPBG00000006804,DHX58,ortholog_one2one,ENSCPRG00005005375,DHX58,ortholog_one2one,ENSGALG00000023821,DHX58,ortholog_one2one,ENSG00000108771,DHX58,ortholog_one2one,ENSMUSG00000017830,Dhx58,ortholog_one2one
ENSVKKG00000013808,ENSVKKG00000013808,DNM1L,ENSCPBG00000020381,DNM1L,ortholog_one2one,ENSCPRG00005017783,DNM1L,ortholog_one2one,ENSGALG00000012929,DNM1L,ortholog_one2one,ENSG00000087470,DNM1L,ortholog_one2one,ENSMUSG00000022789,Dnm1l,ortholog_one2one
ENSVKKG00000013828,ENSVKKG00000013828,MCM10,ENSCPBG00000027807,MCM10,ortholog_one2one,ENSCPRG00005000535,MCM10,ortholog_one2one,ENSGALG00000034198,MCM10,ortholog_one2one,ENSG00000065328,MCM10,ortholog_one2one,ENSMUSG00000026669,Mcm10,ortholog_one2one
ENSVKKG00000013831,ENSVKKG00000013831,OPTN,ENSCPBG00000027808,OPTN,ortholog_one2one,ENSCPRG00005000560,OPTN,ortholog_one2one,ENSGALG00000013738,OPTN,ortholog_one2one,ENSG00000123240,OPTN,ortholog_one2one,ENSMUSG00000026672,Optn,ortholog_one2one
ENSVKKG00000013832,ENSVKKG00000013832,PFKP,ENSCPBG00000017048,PFKP,ortholog_one2one,ENSCPRG00005006774,PFKP,ortholog_one2one,ENSGALG00000006939,PFKP,ortholog_one2one,ENSG00000067057,PFKP,ortholog_one2one,ENSMUSG00000021196,Pfkp,ortholog_one2one
ENSVKKG00000013835,ENSVKKG00000013835,CCDC3,ENSCPBG00000027810,CCDC3,ortholog_one2one,ENSCPRG00005000622,CCDC3,ortholog_one2one,ENSGALG00000030140,CCDC3,ortholog_one2one,ENSG00000151468,CCDC3,ortholog_one2one,ENSMUSG00000026676,Ccdc3,ortholog_one2one
ENSVKKG00000013836,ENSVKKG00000013836,CAMK1D,ENSCPBG00000027811,CAMK1D,ortholog_one2one,ENSCPRG00005000727,CAMK1D,ortholog_one2one,ENSGALG00000033051,CAMK1D,ortholog_one2one,ENSG00000183049,CAMK1D,ortholog_one2one,ENSMUSG00000039145,Camk1d,ortholog_one2one
ENSVKKG00000013842,ENSVKKG00000013842,SEC61A2,ENSCPBG00000027816,SEC61A2,ortholog_one2one,ENSCPRG00005000751,SEC61A2,ortholog_one2one,ENSGALG00000036300,SEC61A2,ortholog_one2one,ENSG00000065665,SEC61A2,ortholog_one2one,ENSMUSG00000025816,Sec61a2,ortholog_one2one
ENSVKKG00000013843,ENSVKKG00000013843,KLF6,ENSCPBG00000017044,KLF6,ortholog_one2one,ENSCPRG00005006874,KLF6,ortholog_one2one,ENSGALG00000033178,KLF6,ortholog_one2one,ENSG00000067082,KLF6,ortholog_one2one,ENSMUSG00000000078,Klf6,ortholog_one2one
ENSVKKG00000013846,ENSVKKG00000013846,GJD4,ENSCPBG00000017039,GJD4,ortholog_one2one,ENSCPRG00005006901,GJD4,ortholog_one2one,ENSGALG00000007065,GJD4,ortholog_one2one,ENSG00000177291,GJD4,ortholog_one2one,ENSMUSG00000036855,Gjd4,ortholog_one2one
ENSVKKG00000013847,ENSVKKG00000013847,CCNY,ENSCPBG00000017038,CCNY,ortholog_one2one,ENSCPRG00005006903,CCNY,ortholog_one2one,ENSGALG00000007076,CCNY,ortholog_one2one,ENSG00000108100,CCNY,ortholog_one2one,ENSMUSG00000024286,Ccny,ortholog_one2one
ENSVKKG00000013848,ENSVKKG00000013848,CREM,ENSCPBG00000017036,,ortholog_one2one,ENSCPRG00005006937,CREM,ortholog_one2one,ENSGALG00000007082,CREM,ortholog_one2one,ENSG00000095794,CREM,ortholog_one2one,ENSMUSG00000063889,Crem,ortholog_one2one
ENSVKKG00000013851,ENSVKKG00000013851,DHTKD1,ENSCPBG00000027819,DHTKD1,ortholog_one2one,ENSCPRG00005000815,DHTKD1,ortholog_one2one,ENSGALG00000003674,DHTKD1,ortholog_one2one,ENSG00000181192,DHTKD1,ortholog_one2one,ENSMUSG00000025815,Dhtkd1,ortholog_one2one
ENSVKKG00000013852,ENSVKKG00000013852,,ENSCPBG00000027823,UPF2,ortholog_one2many,ENSCPRG00005000823,UPF2,ortholog_one2many,ENSGALG00000033772,UPF2,ortholog_one2many,ENSG00000151461,UPF2,ortholog_one2many,ENSMUSG00000043241,Upf2,ortholog_one2many
ENSVKKG00000013853,ENSVKKG00000013853,,ENSCPBG00000027823,UPF2,ortholog_one2many,ENSCPRG00005000823,UPF2,ortholog_one2many,ENSGALG00000033772,UPF2,ortholog_one2many,ENSG00000151461,UPF2,ortholog_one2many,ENSMUSG00000043241,Upf2,ortholog_one2many
ENSVKKG00000013855,ENSVKKG00000013855,,ENSCPBG00000013937,DBI,ortholog_one2many,ENSCPRG00005003359,DBI,ortholog_one2many,ENSGALG00000012112,DBI,ortholog_one2many,ENSG00000155368,DBI,ortholog_one2many,ENSMUSG00000026385,Dbi,ortholog_one2many
ENSVKKG00000013865,ENSVKKG00000013865,NRP1,ENSCPBG00000017014,NRP1,ortholog_one2one,ENSCPRG00005007141,NRP1,ortholog_one2one,ENSGALG00000007140,NRP1,ortholog_one2one,ENSG00000099250,NRP1,ortholog_one2one,ENSMUSG00000025810,Nrp1,ortholog_one2one
ENSVKKG00000013868,ENSVKKG00000013868,EPC1,ENSCPBG00000017001,EPC1,ortholog_one2one,ENSCPRG00005007478,EPC1,ortholog_one2one,ENSGALG00000007169,EPC1,ortholog_one2one,ENSG00000120616,EPC1,ortholog_one2one,ENSMUSG00000024240,Epc1,ortholog_one2one
ENSVKKG00000013881,ENSVKKG00000013881,TXLNA,ENSCPBG00000011054,TXLNA,ortholog_one2one,ENSCPRG00005002234,TXLNA,ortholog_one2one,ENSGALG00000048775,TXLNA,ortholog_one2one,ENSG00000084652,TXLNA,ortholog_one2one,ENSMUSG00000053841,Txlna,ortholog_one2one
ENSVKKG00000013884,ENSVKKG00000013884,,"{'ENSCPBG00000008693', 'ENSCPBG00000003197', 'ENSCPBG00000003033', 'ENSCPBG00000003150', 'ENSCPBG00000003101', 'ENSCPBG00000002954'}",,ortholog_one2many,,,,"{'ENSGALG00000001559', 'ENSGALG00000001721'}","{'ZP3', nan}",ortholog_one2many,"{'ENSG00000146707', 'ENSG00000188372'}","{'ZP3', 'POMZP3'}",ortholog_many2many,ENSMUSG00000004948,Zp3,ortholog_one2many
ENSVKKG00000013899,ENSVKKG00000013899,ACTN3,ENSCPBG00000023827,ACTN3,ortholog_one2one,,,,,,,ENSG00000248746,ACTN3,ortholog_one2one,ENSMUSG00000006457,Actn3,ortholog_one2one
ENSVKKG00000013903,ENSVKKG00000013903,CCND1,ENSCPBG00000011823,CCND1,ortholog_one2one,ENSCPRG00005009618,CCND1,ortholog_one2one,ENSGALG00000007555,CCND1,ortholog_one2one,ENSG00000110092,CCND1,ortholog_one2one,ENSMUSG00000070348,Ccnd1,ortholog_one2one
ENSVKKG00000013906,ENSVKKG00000013906,ATG16L1,ENSCPBG00000024319,ATG16L1,ortholog_one2one,ENSCPRG00005008614,ATG16L1,ortholog_one2one,ENSGALG00000001619,ATG16L1,ortholog_one2one,ENSG00000085978,ATG16L1,ortholog_one2one,ENSMUSG00000026289,Atg16l1,ortholog_one2one
ENSVKKG00000013910,ENSVKKG00000013910,SPTBN2,ENSCPBG00000023810,SPTBN2,ortholog_one2one,ENSCPRG00005010836,SPTBN2,ortholog_one2one,"{'ENSGALG00000046487', 'ENSGALG00000046210'}",,ortholog_one2many,ENSG00000173898,SPTBN2,ortholog_one2one,ENSMUSG00000067889,Sptbn2,ortholog_one2one
ENSVKKG00000013913,ENSVKKG00000013913,SAG,"{'ENSCPBG00000024310', 'ENSCPBG00000024312'}",,ortholog_one2many,ENSCPRG00005008624,SAG,ortholog_one2one,ENSGALG00000001696,SAG,ortholog_one2one,ENSG00000130561,SAG,ortholog_one2one,ENSMUSG00000056055,Sag,ortholog_one2one
ENSVKKG00000013914,ENSVKKG00000013914,ANO1,ENSCPBG00000011970,ANO1,ortholog_one2one,ENSCPRG00005009663,ANO1,ortholog_one2one,ENSGALG00000041808,ANO1,ortholog_one2one,ENSG00000131620,ANO1,ortholog_one2one,ENSMUSG00000031075,Ano1,ortholog_one2one
ENSVKKG00000013918,ENSVKKG00000013918,PDXK,ENSCPBG00000010316,PDXK,ortholog_one2one,ENSCPRG00005016474,PDXK,ortholog_one2one,ENSGALG00000016205,PDXK,ortholog_one2one,ENSG00000160209,PDXK,ortholog_one2one,ENSMUSG00000032788,Pdxk,ortholog_one2one
ENSVKKG00000013921,ENSVKKG00000013921,HSF2BP,ENSCPBG00000012970,HSF2BP,ortholog_one2one,ENSCPRG00005016440,HSF2BP,ortholog_one2one,ENSGALG00000016202,HSF2BP,ortholog_one2one,ENSG00000160207,HSF2BP,ortholog_one2one,ENSMUSG00000002076,Hsf2bp,ortholog_one2one
ENSVKKG00000013922,ENSVKKG00000013922,,ENSCPBG00000012966,,ortholog_one2one,ENSCPRG00005016431,,ortholog_one2one,ENSGALG00000041988,SIK1,ortholog_one2one,"{'ENSG00000275993', 'ENSG00000142178'}","{'SIK1B', 'SIK1'}",ortholog_one2many,ENSMUSG00000024042,Sik1,ortholog_one2one
ENSVKKG00000013923,ENSVKKG00000013923,,ENSCPBG00000018231,,ortholog_one2one,ENSCPRG00005008647,,ortholog_one2one,,,,,,,,,
ENSVKKG00000013927,ENSVKKG00000013927,,ENSCPBG00000012958,,ortholog_one2one,ENSCPRG00005016418,,ortholog_one2one,ENSGALG00000016196,,ortholog_one2one,"{'ENSG00000274276', 'ENSG00000160200'}","{'CBSL', 'CBS'}",ortholog_one2many,ENSMUSG00000024039,Cbs,ortholog_one2one
ENSVKKG00000013944,ENSVKKG00000013944,PPFIA1,ENSCPBG00000012457,PPFIA1,ortholog_one2one,ENSCPRG00005009708,PPFIA1,ortholog_one2one,ENSGALG00000035774,,ortholog_one2one,ENSG00000131626,PPFIA1,ortholog_one2one,ENSMUSG00000037519,Ppfia1,ortholog_one2one
ENSVKKG00000013945,ENSVKKG00000013945,,ENSCPBG00000025142,,ortholog_one2one,ENSCPRG00005010295,,ortholog_one2one,ENSGALG00000029896,,ortholog_one2one,"{'ENSG00000273217', 'ENSG00000158987'}","{'AC008695.1', 'RAPGEF6'}",ortholog_one2many,ENSMUSG00000037533,Rapgef6,ortholog_one2one
ENSVKKG00000013946,ENSVKKG00000013946,CTTN,ENSCPBG00000012477,CTTN,ortholog_one2one,ENSCPRG00005009752,CTTN,ortholog_one2one,ENSGALG00000007700,CTTN,ortholog_one2one,ENSG00000085733,CTTN,ortholog_one2one,ENSMUSG00000031078,Cttn,ortholog_one2one
ENSVKKG00000013955,ENSVKKG00000013955,ITPR2,ENSCPBG00000009996,ITPR2,ortholog_one2one,ENSCPRG00005005714,ITPR2,ortholog_one2one,ENSGALG00000014071,ITPR2,ortholog_one2one,ENSG00000123104,ITPR2,ortholog_one2one,ENSMUSG00000030287,Itpr2,ortholog_one2one
ENSVKKG00000013967,ENSVKKG00000013967,IQCB1,ENSCPBG00000013750,IQCB1,ortholog_one2one,ENSCPRG00005001378,IQCB1,ortholog_one2one,ENSGALG00000011655,IQCB1,ortholog_one2one,ENSG00000173226,IQCB1,ortholog_one2one,ENSMUSG00000022837,Iqcb1,ortholog_one2one
ENSVKKG00000013968,ENSVKKG00000013968,EAF2,ENSCPBG00000013751,EAF2,ortholog_one2one,ENSCPRG00005001380,EAF2,ortholog_one2one,ENSGALG00000011657,EAF2,ortholog_one2one,ENSG00000145088,EAF2,ortholog_one2one,ENSMUSG00000022838,Eaf2,ortholog_one2one
ENSVKKG00000013990,ENSVKKG00000013990,TFR2,ENSCPBG00000011292,TFR2,ortholog_one2one,,,,,,,ENSG00000106327,TFR2,ortholog_one2one,ENSMUSG00000029716,Tfr2,ortholog_one2one
ENSVKKG00000013996,ENSVKKG00000013996,HACD2,ENSCPBG00000013787,HACD2,ortholog_one2one,ENSCPRG00005001691,HACD2,ortholog_one2one,ENSGALG00000011704,HACD2,ortholog_one2one,ENSG00000206527,HACD2,ortholog_one2one,ENSMUSG00000035376,Hacd2,ortholog_one2one
ENSVKKG00000013999,ENSVKKG00000013999,ACTL6B,ENSCPBG00000022244,ACTL6B,ortholog_one2one,,,,ENSGALG00000030087,ACTL6B,ortholog_one2one,ENSG00000077080,ACTL6B,ortholog_one2one,ENSMUSG00000029712,Actl6b,ortholog_one2one
ENSVKKG00000014000,ENSVKKG00000014000,,ENSCPBG00000024287,,ortholog_one2one,,,,ENSGALG00000011409,SNRPF,ortholog_one2one,,,,ENSMUSG00000020018,Snrpf,ortholog_one2one
ENSVKKG00000014017,ENSVKKG00000014017,ACP5,ENSCPBG00000023952,ACP5,ortholog_one2one,,,,ENSGALG00000032854,ACP5,ortholog_one2one,ENSG00000102575,ACP5,ortholog_one2one,ENSMUSG00000001348,Acp5,ortholog_one2one
ENSVKKG00000014020,ENSVKKG00000014020,CNN1,ENSCPBG00000023957,CNN1,ortholog_one2one,,,,ENSGALG00000041266,CNN1,ortholog_one2one,ENSG00000130176,CNN1,ortholog_one2one,ENSMUSG00000001349,Cnn1,ortholog_one2one
ENSVKKG00000014021,ENSVKKG00000014021,DKC1,ENSCPBG00000005858,DKC1,ortholog_one2one,ENSCPRG00005010072,DKC1,ortholog_one2one,ENSGALG00000005054,DKC1,ortholog_one2one,ENSG00000130826,DKC1,ortholog_one2one,ENSMUSG00000031403,Dkc1,ortholog_one2one
ENSVKKG00000014029,ENSVKKG00000014029,,ENSCPBG00000005846,,ortholog_one2one,ENSCPRG00005010063,,ortholog_one2one,ENSGALG00000005052,,ortholog_one2one,,,,,,
ENSVKKG00000014034,ENSVKKG00000014034,POLR1D,ENSCPBG00000004719,POLR1D,ortholog_one2one,ENSCPRG00005007123,POLR1D,ortholog_one2one,ENSGALG00000007470,POLR1D,ortholog_one2one,ENSG00000186184,POLR1D,ortholog_one2one,ENSMUSG00000029642,Polr1d,ortholog_one2one
ENSVKKG00000014035,ENSVKKG00000014035,ELAVL3,ENSCPBG00000023982,ELAVL3,ortholog_one2one,,,,"{'ENSGALG00000047364', 'ENSGALG00000054488'}",,ortholog_one2many,ENSG00000196361,ELAVL3,ortholog_one2one,ENSMUSG00000003410,Elavl3,ortholog_one2one
