Gene stable ID	Gene name
ENSXETG00000040553	or5i1
ENSXETG00000044425	
ENSXETG00000006803	cdca4
ENSXETG00000010123	scn4b
ENSXETG00000005624	chat
ENSXETG00000043976	
ENSXETG00000042581	hes5.2
ENSXETG00000002780	clip3
ENSXETG00000047445	mtx1
ENSXETG00000004365	faah.2
ENSXETG00000008836	ddx21
ENSXETG00000048109	
ENSXETG00000041174	
ENSXETG00000003356	ubtf
ENSXETG00000041590	
ENSXETG00000043491	igsf21
ENSXETG00000004489	satpa
ENSXETG00000040455	SCTR
ENSXETG00000010187	rbks
ENSXETG00000000688	pinx1
ENSXETG00000036495	mllt11
ENSXETG00000001074	tfap2a
ENSXETG00000034543	
ENSXETG00000042307	or5ap2
ENSXETG00000006259	gtf3c4
ENSXETG00000019666	fasn
ENSXETG00000046790	ovol3
ENSXETG00000038899	
ENSXETG00000002406	sim1
ENSXETG00000001769	hes4
ENSXETG00000021716	galnt13
ENSXETG00000005986	
ENSXETG00000048795	OTOG
ENSXETG00000033354	gpr132
ENSXETG00000034631	acod1la
ENSXETG00000038871	
ENSXETG00000000693	sox7
ENSXETG00000044549	ubl4a
ENSXETG00000034976	c10orf53
ENSXETG00000047878	
ENSXETG00000009396	rps3a
ENSXETG00000047824	
ENSXETG00000024080	cchcr1
ENSXETG00000008834	kifbp
ENSXETG00000027429	fdxr
ENSXETG00000047258	ms4a1
ENSXETG00000005837	sema6c
ENSXETG00000047920	
ENSXETG00000041469	kctd5
ENSXETG00000045163	trappc5
ENSXETG00000009630	
ENSXETG00000038971	
ENSXETG00000010330	rab11fip3
ENSXETG00000011522	EDA2R
ENSXETG00000001547	col4a6
ENSXETG00000034802	
ENSXETG00000043238	
ENSXETG00000035195	
ENSXETG00000041780	
ENSXETG00000042949	tmem37
ENSXETG00000012119	sgk2
ENSXETG00000029969	mchr2
ENSXETG00000019713	dmac2l
ENSXETG00000035664	
ENSXETG00000031140	
ENSXETG00000032470	
ENSXETG00000007174	swi5
ENSXETG00000035095	bc014685
ENSXETG00000035869	
ENSXETG00000048314	acsl5
ENSXETG00000032864	zc3h4
ENSXETG00000048590	rpp25l
ENSXETG00000026908	
ENSXETG00000031599	rhpn1
ENSXETG00000006729	gpr174
ENSXETG00000047821	msra.1
ENSXETG00000044099	
ENSXETG00000041495	npepl1
ENSXETG00000037549	barhl1
ENSXETG00000040767	
ENSXETG00000036222	
ENSXETG00000012083	pank4
ENSXETG00000039558	ubtd1
ENSXETG00000045826	dbi
ENSXETG00000043541	
ENSXETG00000046470	
ENSXETG00000032719	prdm13
ENSXETG00000048598	
ENSXETG00000003938	robo3
ENSXETG00000035101	
ENSXETG00000009165	mss51
ENSXETG00000030140	stx1b
ENSXETG00000048576	
ENSXETG00000006728	srpx2
ENSXETG00000033572	cd28
ENSXETG00000024500	faah.1
ENSXETG00000041943	
ENSXETG00000043539	efna3
ENSXETG00000042217	zfyve19
ENSXETG00000003290	gbx2.1
ENSXETG00000003449	kcnt1
ENSXETG00000046366	
ENSXETG00000040309	
ENSXETG00000016784	
ENSXETG00000048644	
ENSXETG00000049334	
ENSXETG00000049420	zbtb33
ENSXETG00000048002	
ENSXETG00000027833	gs17
ENSXETG00000005613	ogdhl
ENSXETG00000025849	ripk3l.1
ENSXETG00000003442	ankrd2
ENSXETG00000011126	mysm1
ENSXETG00000001223	emilin1
ENSXETG00000030743	
ENSXETG00000046559	
ENSXETG00000008830	hells
ENSXETG00000003293	gbx2.2
ENSXETG00000006876	des.2
ENSXETG00000000158	XB5822256 [provisional:cdc42ep2]
ENSXETG00000006846	ush1g
ENSXETG00000019714	l2hgdh
ENSXETG00000036002	pitx3
ENSXETG00000026062	lrba
ENSXETG00000006723	sytl4
ENSXETG00000041651	
ENSXETG00000007364	slc4a1
ENSXETG00000010124	tmprss4
ENSXETG00000032501	trpv4l.1
ENSXETG00000048453	
ENSXETG00000019437	ccdc39
ENSXETG00000046253	
ENSXETG00000004120	klf10
ENSXETG00000037013	
ENSXETG00000039454	cfap77
ENSXETG00000035643	trappc6a
ENSXETG00000047529	rab11fip4
ENSXETG00000049047	c2orf76
ENSXETG00000026572	tbxt
ENSXETG00000025963	
ENSXETG00000002943	arl6ip1
ENSXETG00000041687	
ENSXETG00000010288	atxn3
ENSXETG00000039692	
ENSXETG00000023189	tbc1d31
ENSXETG00000029996	asb18
ENSXETG00000004025	pdpk1
ENSXETG00000032673	
ENSXETG00000046484	
ENSXETG00000046799	
ENSXETG00000002842	alkbh6
ENSXETG00000046238	PPP1R14D
ENSXETG00000044290	
ENSXETG00000003443	hoga1
ENSXETG00000023696	med1
ENSXETG00000012214	gch1
ENSXETG00000034990	
ENSXETG00000004937	zc3h3
ENSXETG00000044378	
ENSXETG00000035960	znf282
ENSXETG00000012288	ptpn1
ENSXETG00000001291	mbtd1
ENSXETG00000029993	arl6ip6
ENSXETG00000047721	tfe3
ENSXETG00000042043	
ENSXETG00000034529	khk
ENSXETG00000001913	hsd3b7
ENSXETG00000026865	prdm2
ENSXETG00000043450	L3MBTL1
ENSXETG00000039242	
ENSXETG00000026177	gabra3
ENSXETG00000004118	azin1
ENSXETG00000032973	iqca1
ENSXETG00000019032	XB5992703 [provisional]
ENSXETG00000009131	sos2
ENSXETG00000041858	
ENSXETG00000042969	
ENSXETG00000014410	sergef
ENSXETG00000026026	ccnc
ENSXETG00000039209	mdc1
ENSXETG00000009151	septin12
ENSXETG00000045897	
ENSXETG00000037784	PRR18
ENSXETG00000019435	ttc14
ENSXETG00000021555	spint1
ENSXETG00000049207	
ENSXETG00000011562	luc7l
ENSXETG00000037146	mab21l2
ENSXETG00000006584	gle1
ENSXETG00000000022	cdkal1
ENSXETG00000047270	lrfn1.2
ENSXETG00000010201	babam2
ENSXETG00000019306	lct.2
ENSXETG00000049255	
ENSXETG00000047112	
ENSXETG00000004361	faah.3
ENSXETG00000023054	klc1
ENSXETG00000016366	or2g3
ENSXETG00000038823	
ENSXETG00000044552	cgref1
ENSXETG00000014990	atxn2l
ENSXETG00000040672	ttf1
ENSXETG00000019911	slc4a7
ENSXETG00000036245	MORN4
ENSXETG00000033379	steap3
ENSXETG00000041645	
ENSXETG00000035555	
ENSXETG00000014706	cdh7
ENSXETG00000033753	antkmt
ENSXETG00000010019	gbf1
ENSXETG00000007502	fbxl18
ENSXETG00000023191	fam83a
ENSXETG00000001921	setd1a
ENSXETG00000039232	ackr3
ENSXETG00000000157	ppp1r14a
ENSXETG00000045500	gpr21
ENSXETG00000047126	
ENSXETG00000005309	lrfn1.1
ENSXETG00000045920	
ENSXETG00000048851	il21r
ENSXETG00000006302	prss29
ENSXETG00000043674	
ENSXETG00000042293	
ENSXETG00000026578	sft2d1
ENSXETG00000024758	odf2
ENSXETG00000039671	pglyrp1-like.1
ENSXETG00000023700	fbxl20
ENSXETG00000047710	
ENSXETG00000027433	otop2
ENSXETG00000021572	rhov
ENSXETG00000042377	
ENSXETG00000043726	
ENSXETG00000034958	oip5
ENSXETG00000043903	
ENSXETG00000020061	scpep1
ENSXETG00000012092	plch2
ENSXETG00000024084	tubb
ENSXETG00000023192	zhx1
ENSXETG00000008826	pdlim1
ENSXETG00000004476	tmem255a
ENSXETG00000038167	
ENSXETG00000045661	
ENSXETG00000048564	cebpb
ENSXETG00000041154	
ENSXETG00000047844	dennd4b
ENSXETG00000045774	
ENSXETG00000043073	
ENSXETG00000007363	rundc3a
ENSXETG00000039964	them6
ENSXETG00000032626	wnt7a
ENSXETG00000003561	irf8
ENSXETG00000048806	
ENSXETG00000034678	gmfg
ENSXETG00000035152	
ENSXETG00000007501	fscn1
ENSXETG00000017902	ndufaf1
ENSXETG00000000155	spint2
ENSXETG00000049483	
ENSXETG00000047822	
ENSXETG00000021575	vps18
ENSXETG00000040807	
ENSXETG00000018862	dclk2
ENSXETG00000010331	capn15
ENSXETG00000032445	pex5l
ENSXETG00000035847	
ENSXETG00000014424	mgc89178
ENSXETG00000010044	cacng7
ENSXETG00000002843	lgals4.1
ENSXETG00000014794	arhgef10l
ENSXETG00000045444	
ENSXETG00000015542	ccdc78
ENSXETG00000013516	pi4k2a
ENSXETG00000034549	
ENSXETG00000009147	XB5962511 [provisional:galr2]
ENSXETG00000025152	dusp22a
ENSXETG00000000719	l1cam
ENSXETG00000043105	
ENSXETG00000036151	
ENSXETG00000035391	ppp1r11
ENSXETG00000047718	
ENSXETG00000023215	atad2
ENSXETG00000037049	fbxl19
ENSXETG00000039161	
ENSXETG00000023462	ccn1l
ENSXETG00000045416	nsmce1
ENSXETG00000048340	
ENSXETG00000039114	
ENSXETG00000036896	
ENSXETG00000009628	pdzd11
ENSXETG00000047374	
ENSXETG00000035047	
ENSXETG00000019026	mgat1
ENSXETG00000043600	crtc2
ENSXETG00000006296	prss27
ENSXETG00000018990	saal1
ENSXETG00000038848	il10ra
ENSXETG00000021857	rbm25
ENSXETG00000046173	
ENSXETG00000004360	dmbx1
ENSXETG00000038202	htr1e
ENSXETG00000021713	prpf40a
ENSXETG00000002903	samd4b
ENSXETG00000010046	cacng8
ENSXETG00000009127	a2ml1
ENSXETG00000041941	coil
ENSXETG00000031228	opn7b
ENSXETG00000004473	cox4i1
ENSXETG00000042158	
ENSXETG00000036400	preb
ENSXETG00000047443	
ENSXETG00000016743	umod.3
ENSXETG00000038864	
ENSXETG00000044967	
ENSXETG00000032662	
ENSXETG00000019025	chst4
ENSXETG00000039700	prr35
ENSXETG00000030703	
ENSXETG00000023707	ubp1
ENSXETG00000038259	
ENSXETG00000024085	flot1
ENSXETG00000049240	
ENSXETG00000016471	casp7
ENSXETG00000009143	rogdi
ENSXETG00000035269	
ENSXETG00000000036	ech1
ENSXETG00000006348	sox10
ENSXETG00000018382	tmlhe
ENSXETG00000025153	emc8
ENSXETG00000048335	lmo4.2
ENSXETG00000019914	slc39a1
ENSXETG00000031558	
ENSXETG00000010335	asb8
ENSXETG00000045292	
ENSXETG00000015091	osbpl1a
ENSXETG00000039107	
ENSXETG00000042152	
ENSXETG00000000151	yif1b
ENSXETG00000046036	
ENSXETG00000035293	XB996291 [provisional]
ENSXETG00000024756	dnm1
ENSXETG00000001565	col4a5
ENSXETG00000035883	nhlrc4
ENSXETG00000011512	stard8
ENSXETG00000041404	ntaq1
ENSXETG00000046939	
ENSXETG00000009695	atp2a1
ENSXETG00000019909	tdrkh
ENSXETG00000006351	baiap2l2
ENSXETG00000041401	
ENSXETG00000015538	igfals
ENSXETG00000042154	
ENSXETG00000048154	fosl2
ENSXETG00000004455	cdc6
ENSXETG00000021852	zfyve1
ENSXETG00000002620	eif3f
ENSXETG00000012125	mybl2
ENSXETG00000026061	nr3c2
ENSXETG00000048454	trim25
ENSXETG00000049353	
ENSXETG00000004471	snrpe
ENSXETG00000013095	mad2l2
ENSXETG00000046037	elovl3
ENSXETG00000048256	tmem14c
ENSXETG00000024008	spata2
ENSXETG00000032778	ncoa4
ENSXETG00000041872	
ENSXETG00000047591	zbtb46
ENSXETG00000017820	chm
ENSXETG00000006254	setx
ENSXETG00000027953	
ENSXETG00000010336	pigq
ENSXETG00000039272	
ENSXETG00000030601	cpa6
ENSXETG00000044685	rnf216
ENSXETG00000027573	pdilt
ENSXETG00000047470	
ENSXETG00000000152	kcnk6
ENSXETG00000043255	
ENSXETG00000048342	
ENSXETG00000047044	
ENSXETG00000045659	
ENSXETG00000044244	CFAP126
ENSXETG00000025990	mpc1
ENSXETG00000002902	paf1
ENSXETG00000006872	usp45
ENSXETG00000032482	
ENSXETG00000039564	slc35c2
ENSXETG00000036456	
ENSXETG00000011511	XB5873923 [provisional]
ENSXETG00000023228	fbxo32
ENSXETG00000023709	stac2
ENSXETG00000021849	dcaf4
ENSXETG00000031488	pcdh19
ENSXETG00000009626	cenpi
ENSXETG00000041369	
ENSXETG00000031974	hhipl1l
ENSXETG00000048126	
ENSXETG00000047412	mgrn1
ENSXETG00000040023	ptp4a1
ENSXETG00000010057	pitpnc1l
ENSXETG00000002617	sdhc
ENSXETG00000009139	glyr1
ENSXETG00000018385	
ENSXETG00000048940	
ENSXETG00000000037	hnrnpl
ENSXETG00000023469	slc34a3
ENSXETG00000045232	
ENSXETG00000034956	
ENSXETG00000019020	btn1a1
ENSXETG00000010014	nolc1
ENSXETG00000041494	
ENSXETG00000018992	gtf2h1
ENSXETG00000030957	
ENSXETG00000044876	SLC2A4RG
ENSXETG00000046968	
ENSXETG00000041526	trim50
ENSXETG00000011563	fam234a
ENSXETG00000006353	pla2g6
ENSXETG00000043869	rps11
ENSXETG00000037138	
ENSXETG00000038835	
ENSXETG00000037554	
ENSXETG00000020806	steep1
ENSXETG00000024086	ddr1
ENSXETG00000040572	
ENSXETG00000032650	
ENSXETG00000018852	arhgap10
ENSXETG00000032262	zfyve1l
ENSXETG00000041770	
ENSXETG00000049212	rnf114
ENSXETG00000027066	hid1
ENSXETG00000031404	draxin
ENSXETG00000000039	lgals4.2
ENSXETG00000043635	
ENSXETG00000042845	
ENSXETG00000001293	utp18
ENSXETG00000045507	XB5836359 [provisional:trim25]
ENSXETG00000045132	spry3
ENSXETG00000016062	znf184
ENSXETG00000010337	ern2
ENSXETG00000023710	42Sp43
ENSXETG00000042869	snx17
ENSXETG00000026220	
ENSXETG00000008821	sorbs1
ENSXETG00000038017	MGC115163
ENSXETG00000001069	mak
ENSXETG00000042370	
ENSXETG00000007361	elmo2
ENSXETG00000004477	atp1b4
ENSXETG00000005223	pbx2
ENSXETG00000039733	
ENSXETG00000019897	
ENSXETG00000034086	mpz
ENSXETG00000019924	eomes
ENSXETG00000017903	rtf1
ENSXETG00000025994	rps6ka2
ENSXETG00000018386	pou4f4
ENSXETG00000040266	
ENSXETG00000036597	med29
ENSXETG00000044479	dclre1a
ENSXETG00000007265	usp13
ENSXETG00000036256	bcl2l12
ENSXETG00000015955	eya1
ENSXETG00000014144	rpl13a
ENSXETG00000009138	ubn1
ENSXETG00000024087	gnl1
ENSXETG00000043525	
ENSXETG00000021846	dpf3
ENSXETG00000037362	
ENSXETG00000023061	xrcc3
ENSXETG00000044839	MRPL9
ENSXETG00000013094	agtrap
ENSXETG00000047089	zfp36
ENSXETG00000036261	
ENSXETG00000030673	prex2
ENSXETG00000038584	maff
ENSXETG00000010013	myoz1
ENSXETG00000040733	il4r
ENSXETG00000036791	
ENSXETG00000002292	acly
ENSXETG00000047603	cmc1
ENSXETG00000027728	rnf5
ENSXETG00000002942	rps15a
ENSXETG00000048383	tpd52l2
ENSXETG00000017818	pof1b
ENSXETG00000021592	camsap1
ENSXETG00000026045	mgc79752
ENSXETG00000027366	snai1
ENSXETG00000010058	axin2
ENSXETG00000047161	
ENSXETG00000036757	ciz1
ENSXETG00000018387	ednrb2
ENSXETG00000030723	XB5726464 [provisional:zfp36l1]
ENSXETG00000011130	dab1
ENSXETG00000034600	nhlrc2
ENSXETG00000037767	ntng2
ENSXETG00000023230	klhl38
ENSXETG00000044691	
ENSXETG00000047172	
ENSXETG00000016740	acsm3
ENSXETG00000023711	rpl19
ENSXETG00000012911	actc1
ENSXETG00000001566	atxn2l
ENSXETG00000019693	xylt1
ENSXETG00000021703	fmnl2
ENSXETG00000009137	ppl
ENSXETG00000016774	azi2
ENSXETG00000024088	abcf1
ENSXETG00000042852	
ENSXETG00000010344	plk1
ENSXETG00000035517	
ENSXETG00000041409	insig2
ENSXETG00000029971	dpf1
ENSXETG00000045747	
ENSXETG00000015258	impact
ENSXETG00000031759	nr1i3
ENSXETG00000002877	prmt1
ENSXETG00000018075	syncrip
ENSXETG00000044880	
ENSXETG00000000654	cebpz
ENSXETG00000044132	ADRB1
ENSXETG00000005222	agpat1
ENSXETG00000027266	snrpb
ENSXETG00000034148	plekhg2
ENSXETG00000006356	tmem184b
ENSXETG00000023473	tubb4b
ENSXETG00000004022	drg2
ENSXETG00000023236	anxa13
ENSXETG00000024994	ubxn4
ENSXETG00000033607	asxl1
ENSXETG00000030220	pfas
ENSXETG00000012248	plb1
ENSXETG00000026175	timm23
ENSXETG00000044196	LGSN
ENSXETG00000010118	adam23
ENSXETG00000042893	znf853
ENSXETG00000023062	zfyve21
ENSXETG00000035874	bbln
ENSXETG00000040011	
ENSXETG00000011564	mrpl28
ENSXETG00000032517	dkc1
ENSXETG00000013086	mthfr
ENSXETG00000019683	nomo3
ENSXETG00000036144	
ENSXETG00000041620	
ENSXETG00000036675	
ENSXETG00000027932	c6orf136
ENSXETG00000012893	ptges2
ENSXETG00000034088	
ENSXETG00000048616	gnas
ENSXETG00000018006	nek2
ENSXETG00000037075	vwc2
ENSXETG00000042937	
ENSXETG00000017148	col13a1
ENSXETG00000010348	dctn5
ENSXETG00000016659	eri2
ENSXETG00000048635	gjd2
ENSXETG00000039615	polr1d.2
ENSXETG00000014940	ccdc93
ENSXETG00000004452	
ENSXETG00000007360	znfx1
ENSXETG00000038293	ccdc186
ENSXETG00000040517	ube2v1
ENSXETG00000047099	tomm40l
ENSXETG00000033759	
ENSXETG00000028002	bckdk
ENSXETG00000000653	ndufaf7
ENSXETG00000033013	
ENSXETG00000035911	spata48
ENSXETG00000005220	egfl8
ENSXETG00000024859	stxbp6
ENSXETG00000043575	
ENSXETG00000032055	rbms3
ENSXETG00000043225	dnajc5
ENSXETG00000001068	gcm2
ENSXETG00000007498	smurf1
ENSXETG00000015190	atp12a-like
ENSXETG00000014793	rcc2
ENSXETG00000007107	prmt9
ENSXETG00000001567	gucy2f
ENSXETG00000047137	
ENSXETG00000001486	med27
ENSXETG00000048142	
ENSXETG00000021968	gpld1
ENSXETG00000018389	vamp7
ENSXETG00000004451	khdrbs2
ENSXETG00000024089	atat1
ENSXETG00000002888	supt5h
ENSXETG00000021836	rgs6
ENSXETG00000009129	sec14l1
ENSXETG00000000725	pdzd4
ENSXETG00000045451	
ENSXETG00000043187	
ENSXETG00000037027	gprin2
ENSXETG00000021702	stam2
ENSXETG00000002878	polr2l.2
ENSXETG00000012895	sh3glb2
ENSXETG00000030478	tuft1
ENSXETG00000015230	c8orf34
ENSXETG00000007359	ccndbp1
ENSXETG00000026334	cacnb1
ENSXETG00000045379	
ENSXETG00000001067	sycp2l
ENSXETG00000041472	
ENSXETG00000026360	abcc6
ENSXETG00000014268	flna
ENSXETG00000031275	palb2
ENSXETG00000015711	grm7
ENSXETG00000010244	nova1
ENSXETG00000019330	r3hdm1
ENSXETG00000004021	uncx
ENSXETG00000015684	ikzf1
ENSXETG00000026178	tmem254
ENSXETG00000034705	pole3
ENSXETG00000041965	UCKL1
ENSXETG00000016636	kif3b
ENSXETG00000044259	
ENSXETG00000024648	mocs3
ENSXETG00000005203	c4a
ENSXETG00000044862	rgd1566381
ENSXETG00000044427	
ENSXETG00000004474	cul4b
ENSXETG00000004450	prim2
ENSXETG00000020346	gabbr1
ENSXETG00000010351	
ENSXETG00000049338	slain2l
ENSXETG00000044738	
ENSXETG00000036161	tspan4
ENSXETG00000045616	
ENSXETG00000042439	
ENSXETG00000043157	ppp1ca
ENSXETG00000040757	tdrd1
ENSXETG00000021621	ubac1
ENSXETG00000034815	ptx4
ENSXETG00000045284	
ENSXETG00000007110	tmem184c
ENSXETG00000017817	znf711
ENSXETG00000013098	qpct
ENSXETG00000047620	
ENSXETG00000010354	nubp2
ENSXETG00000046178	
ENSXETG00000039630	XB5959262 [provisional:lbh]
ENSXETG00000044078	
ENSXETG00000016489	tmx1
ENSXETG00000040591	
ENSXETG00000027931	ppp1r10
ENSXETG00000018091	snx14
ENSXETG00000014480	tgfbr2
ENSXETG00000037415	XB5822195 [provisional]
ENSXETG00000009691	tctn3
ENSXETG00000024649	irf2bp2
ENSXETG00000023474	alad
ENSXETG00000007264	ndufb5
ENSXETG00000043326	
ENSXETG00000015748	lmcd1
ENSXETG00000046120	abcc8
ENSXETG00000045180	
ENSXETG00000034046	
ENSXETG00000009124	clcn7
ENSXETG00000016634	pofut1
ENSXETG00000045758	
ENSXETG00000016735	rexo5
ENSXETG00000010645	anxa7
ENSXETG00000010413	tpd52
ENSXETG00000007111	ednra
ENSXETG00000010355	spsb3
ENSXETG00000001296	ca10
ENSXETG00000030037	
ENSXETG00000042992	pigx
ENSXETG00000004327	fam199x
ENSXETG00000044079	
ENSXETG00000008541	
ENSXETG00000026179	rbmx2
ENSXETG00000040349	vwa2
ENSXETG00000009126	atl1
ENSXETG00000024650	tomm20
ENSXETG00000026033	phlda2
ENSXETG00000029930	mrpl47
ENSXETG00000043188	
ENSXETG00000031421	epb42
ENSXETG00000049359	
ENSXETG00000045606	peds1
ENSXETG00000023064	ppp1r13b
ENSXETG00000025498	XB5733004 [provisional]
ENSXETG00000014481	gadl1
ENSXETG00000017656	clk2
ENSXETG00000006252	
ENSXETG00000033024	t2r34
ENSXETG00000021694	cacnb4
ENSXETG00000049080	
ENSXETG00000032503	mrps18b
ENSXETG00000023243	fam91a1
ENSXETG00000042120	
ENSXETG00000023713	arl5c
ENSXETG00000013083	clcn6
ENSXETG00000038210	
ENSXETG00000012903	nup188
ENSXETG00000007116	ttc29
ENSXETG00000041482	t2r47
ENSXETG00000004328	commd5
ENSXETG00000042326	hm13
ENSXETG00000015704	fignl1
ENSXETG00000002887	akt1s1
ENSXETG00000033893	sipa1l3
ENSXETG00000042768	
ENSXETG00000042863	t2r23
ENSXETG00000017816	apool
ENSXETG00000048135	ifnl3
ENSXETG00000004470	cfap157
ENSXETG00000043786	
ENSXETG00000031981	eme2
ENSXETG00000000625	dpp10
ENSXETG00000042384	
ENSXETG00000037818	rab23
ENSXETG00000042410	
ENSXETG00000006051	usp22
ENSXETG00000047004	epha2
ENSXETG00000024651	arid4b
ENSXETG00000045756	znf512b
ENSXETG00000042593	
ENSXETG00000006357	tptep2-csnk1e
ENSXETG00000040707	pou4f2
ENSXETG00000008531	
ENSXETG00000002216	slc8a3
ENSXETG00000041441	
ENSXETG00000047708	fut2
ENSXETG00000041569	
ENSXETG00000035462	
ENSXETG00000004469	gins2
ENSXETG00000035945	dkkx
ENSXETG00000049242	
ENSXETG00000033479	t2r20
ENSXETG00000017150	macroh2a2
ENSXETG00000010357	nme3
ENSXETG00000034868	
ENSXETG00000047118	
ENSXETG00000019336	zranb3
ENSXETG00000043302	cmklr2
ENSXETG00000034127	capn12
ENSXETG00000018172	nif3l1
ENSXETG00000005198	psmb7.2
ENSXETG00000034430	ccdc57
ENSXETG00000042115	
ENSXETG00000013068	ggps1
ENSXETG00000042752	
ENSXETG00000027068	otop3
ENSXETG00000007260	actl6a
ENSXETG00000036502	
ENSXETG00000048253	
ENSXETG00000042252	
ENSXETG00000021961	aldh5a1
ENSXETG00000018375	anxa11
ENSXETG00000018105	micall2
ENSXETG00000024069	dhx16
ENSXETG00000024754	dolk
ENSXETG00000000730	ssr4
ENSXETG00000040067	plxdc1
ENSXETG00000040766	afap1l2
ENSXETG00000035720	
ENSXETG00000039710	TMEM170B
ENSXETG00000037174	cdip1
ENSXETG00000021825	sipa1l1
ENSXETG00000010415	zbtb10
ENSXETG00000045400	
ENSXETG00000046749	
ENSXETG00000048100	nacc2
ENSXETG00000034599	cenpa
ENSXETG00000020964	gtf3c2
ENSXETG00000024003	slc9a8
ENSXETG00000007353	tgm5
ENSXETG00000018052	gja7
ENSXETG00000044784	
ENSXETG00000002889	fuz
ENSXETG00000013067	tbce
ENSXETG00000012919	phyhd1
ENSXETG00000017152	aifm2
ENSXETG00000019700	slc16a3
ENSXETG00000048937	
ENSXETG00000035522	
ENSXETG00000010358	telo2
ENSXETG00000001485	rapgef1
ENSXETG00000035465	
ENSXETG00000025427	cops8
ENSXETG00000048257	
ENSXETG00000026184	brcc3
ENSXETG00000042985	
ENSXETG00000042355	
ENSXETG00000045926	FAM131C
ENSXETG00000004961	ddc
ENSXETG00000048467	ifnl2
ENSXETG00000012429	acsl4
ENSXETG00000010417	znf704
ENSXETG00000036354	
ENSXETG00000047684	
ENSXETG00000021380	basp1
ENSXETG00000048947	
ENSXETG00000003406	
ENSXETG00000042731	
ENSXETG00000041410	cox4i2
ENSXETG00000049432	chst3
ENSXETG00000045840	
ENSXETG00000010418	pag1
ENSXETG00000004468	stk35
ENSXETG00000003627	wdr90
ENSXETG00000042290	cdkl4
ENSXETG00000007497	kpna7
ENSXETG00000025485	arl16
ENSXETG00000034551	
ENSXETG00000012899	lrrc8a
ENSXETG00000021692	arl5a
ENSXETG00000037847	
ENSXETG00000024794	slain2l
ENSXETG00000018176	ppil3
ENSXETG00000048885	
ENSXETG00000014491	stt3b
ENSXETG00000047166	
ENSXETG00000039286	
ENSXETG00000043454	bcl2l1
ENSXETG00000041624	
ENSXETG00000013065	b3galnt2
ENSXETG00000048787	
ENSXETG00000012126	ptprt
ENSXETG00000039064	
ENSXETG00000017932	pacs2
ENSXETG00000044892	il28b.1
ENSXETG00000008526	
ENSXETG00000010214	ppp1cb
ENSXETG00000005187	cyp21a2.1
ENSXETG00000010420	pmp2
ENSXETG00000039943	
ENSXETG00000030962	lonrf3
ENSXETG00000037902	
ENSXETG00000048926	HDHD3
ENSXETG00000007358	tgm3l.7
ENSXETG00000040626	lrrc71
ENSXETG00000015954	kdelr3
ENSXETG00000018373	ndufa13
ENSXETG00000042226	
ENSXETG00000004962	grb10
ENSXETG00000000480	rab3gap1
ENSXETG00000012428	tmem164
ENSXETG00000045622	cdr2l
ENSXETG00000024434	ift140
ENSXETG00000033258	
ENSXETG00000002548	tpx2
ENSXETG00000044258	
ENSXETG00000020349	sh3bp5l
ENSXETG00000027829	fbxo47
ENSXETG00000042422	
ENSXETG00000017030	daam1
ENSXETG00000000731	idh3g
ENSXETG00000032437	
ENSXETG00000002882	timm50
ENSXETG00000041772	
ENSXETG00000012505	mrpl58
ENSXETG00000010644	ppp3cc
ENSXETG00000041830	gng4
ENSXETG00000003108	osbpl10
ENSXETG00000018010	insrr
ENSXETG00000013082	nppa
ENSXETG00000017158	psap
ENSXETG00000037252	
ENSXETG00000012909	kyat1
ENSXETG00000027759	acyp2
ENSXETG00000047084	
ENSXETG00000001933	xnf7
ENSXETG00000033327	
ENSXETG00000010108	ndufs1
ENSXETG00000037608	
ENSXETG00000031942	knstrn
ENSXETG00000043909	hspb7
ENSXETG00000048457	tmem250
ENSXETG00000002892	napsa
ENSXETG00000037966	pabir2
ENSXETG00000020355	angptl2
ENSXETG00000015291	actr3
ENSXETG00000030023	hrh4.b2
ENSXETG00000016729	dcun1d3
ENSXETG00000019661	abcc1
ENSXETG00000046352	
ENSXETG00000018372	zcchc24
ENSXETG00000027269	tgm3l.8
ENSXETG00000032359	spdya
ENSXETG00000013058	lyst
ENSXETG00000045189	
ENSXETG00000015189	c2orf73
ENSXETG00000023069	tdrd9
ENSXETG00000023716	lasp1
ENSXETG00000017553	chrna2
ENSXETG00000030929	adad2
ENSXETG00000039032	ppif
ENSXETG00000042084	
ENSXETG00000027251	fabp4
ENSXETG00000008530	phgdh
ENSXETG00000013081	
ENSXETG00000035593	ccdc105
ENSXETG00000012507	atp5pd
ENSXETG00000046435	
ENSXETG00000044492	ctsz
ENSXETG00000024002	b4galt5
ENSXETG00000044098	
ENSXETG00000020961	slc30a3
ENSXETG00000037119	
ENSXETG00000015781	XB5956430 [provisional:ssuh2]
ENSXETG00000046592	bspry
ENSXETG00000000735	srpk2
ENSXETG00000021815	pcnx1
ENSXETG00000020218	tmem204
ENSXETG00000034090	ube2o
ENSXETG00000044126	
ENSXETG00000047310	
ENSXETG00000037900	lyrm1
ENSXETG00000016229	chrm3
ENSXETG00000036310	
ENSXETG00000035676	map3k19
ENSXETG00000019765	pabir3
ENSXETG00000045771	
ENSXETG00000043524	atp5mf
ENSXETG00000013078	kiaa2013
ENSXETG00000004971	cobl
ENSXETG00000015022	gpd1l
ENSXETG00000002875	dlc
ENSXETG00000043502	mlip
ENSXETG00000047520	
