eggnog_name,gene_id
,ENSG00000262343
ITGA6,ENSG00000091409
LINC01979,ENSG00000262585
LINC01978,ENSG00000262188
TBC1D16,ENSG00000167291
,ENSG00000277873
,ENSG00000276292
CIT,ENSG00000122966
,ENSG00000275516
,ENSG00000256100
RNF213,ENSG00000173821
SF1,ENSG00000168066
RN7SL767P,ENSG00000241529
USF3,ENSG00000176542
NAA50,ENSG00000121579
CROCC2,ENSG00000226321
DBTP1,ENSG00000239280
,ENSG00000242659
PLEKHB2,ENSG00000115762
GRAMD1C,ENSG00000178075
BLZF1,ENSG00000117475
CCDC181,ENSG00000117477
LINC00910,ENSG00000188825
SLC19A2,ENSG00000117479
,ENSG00000234604
,ENSG00000213062
RPS10P4,ENSG00000240776
CTDNEP1P1,ENSG00000241889
F5,ENSG00000198734
IMPDH2,ENSG00000178035
,ENSG00000279602
RNU2-4P,ENSG00000277084
,ENSG00000288909
RNU6-1137P,ENSG00000252882
ARL4D,ENSG00000175906
RNU6-470P,ENSG00000251763
MIR2117HG,ENSG00000267151
MIR2117,ENSG00000284344
RNU6-406P,ENSG00000252279
RNU6-971P,ENSG00000252729
RPL29P31,ENSG00000237888
CHPF,ENSG00000123989
DHX8,ENSG00000067596
PALMD,ENSG00000099260
CYS1,ENSG00000205795
RAD51AP2,ENSG00000214842
ST6GAL2,ENSG00000144057
HMGB3P10,ENSG00000223656
STUM,ENSG00000203685
FCGR2C,ENSG00000244682
,ENSG00000288809
NLRX1,ENSG00000160703
MROH2A,ENSG00000185038
GON4L,ENSG00000116580
,ENSG00000290315
LIMS3,ENSG00000256977
QRICH1,ENSG00000198218
MAIP1,ENSG00000162972
ETV4,ENSG00000175832
DTNB,ENSG00000138101
RN7SKP195,ENSG00000252396
MIR4428,ENSG00000266262
,ENSG00000252290
ZP4,ENSG00000116996
,ENSG00000274292
SETD1B,ENSG00000139718
MS4A8,ENSG00000166959
,ENSG00000281741
LINC00623,ENSG00000226067
KRBOX1,ENSG00000240747
RNVU1-4,ENSG00000277610
U1,ENSG00000273516
,ENSG00000275296
PPIAL4A,ENSG00000263353
PPCS,ENSG00000127125
HPD,ENSG00000158104
,ENSG00000290317
Metazoa_SRP,ENSG00000278109
MEOX1,ENSG00000005102
,ENSG00000289629
ZBTB11-AS1,ENSG00000256628
RPS3AP11,ENSG00000230116
TMSB4XP1,ENSG00000236876
RNU6-536P,ENSG00000200254
,ENSG00000236180
MS4A15,ENSG00000166961
PPIAL4C,ENSG00000288867
ZBTB11,ENSG00000066422
PPIAL4D,ENSG00000289549
PPIAL4E,ENSG00000271567
PPIAL4F,ENSG00000279782
PPIAL4G,ENSG00000236334
PPIAL4H,ENSG00000270339
ARL17A,ENSG00000185829
CSDE1,ENSG00000009307
,ENSG00000288896
MS4A10,ENSG00000172689
ZBTB20,ENSG00000181722
HEPN1,ENSG00000221932
,ENSG00000256811
,ENSG00000278084
,ENSG00000287493
PSMD9,ENSG00000110801
SLC1A2,ENSG00000110436
GPX1,ENSG00000233276
CD300H,ENSG00000284690
,ENSG00000256950
Metazoa_SRP,ENSG00000283389
CRHR1,ENSG00000120088
,ENSG00000290318
RNU7-170P,ENSG00000239082
CFAP251,ENSG00000158023
MTND5P15,ENSG00000231888
TBL1XR1-AS1,ENSG00000231310
Y_RNA,ENSG00000201343
RNU6-681P,ENSG00000200882
LINC00501,ENSG00000203645
ASS1P7,ENSG00000236893
,ENSG00000226782
RN7SKP52,ENSG00000252028
TBL1XR1,ENSG00000177565
ARL17B,ENSG00000228696
,ENSG00000288958
,ENSG00000288900
,ENSG00000222032
,ENSG00000255856
,ENSG00000287849
BCL7A,ENSG00000110987
HAGLROS,ENSG00000226363
,ENSG00000223751
LINC01121,ENSG00000205054
EIF2AK3-DT,ENSG00000234028
LINC02985,ENSG00000256546
LINC01614,ENSG00000230838
,ENSG00000288866
LINC01886,ENSG00000224568
MLXIP,ENSG00000175727
,ENSG00000288786
,ENSG00000289389
,ENSG00000286481
NSF,ENSG00000073969
,ENSG00000289349
,ENSG00000289157
,ENSG00000236106
,ENSG00000289374
,ENSG00000289429
LINC00299,ENSG00000236790
,ENSG00000225649
,ENSG00000289413
LINC01102,ENSG00000235597
,ENSG00000289831
DENR,ENSG00000139726
ZCCHC8,ENSG00000033030
LINC00471,ENSG00000181798
,ENSG00000288791
FN1-DT,ENSG00000230695
,ENSG00000289077
,ENSG00000286081
,ENSG00000289026
GBX2-AS1,ENSG00000233611
ACTR3-AS1,ENSG00000228857
,ENSG00000289533
LAPTM4A-DT,ENSG00000223734
IDH1-AS1,ENSG00000231908
BOLA3-DT,ENSG00000225439
,ENSG00000289929
,ENSG00000282206
PPP4R2P6,ENSG00000271662
ACAD10,ENSG00000111271
LINC01090,ENSG00000231689
,ENSG00000229178
SDHAP2,ENSG00000215837
LINC01877,ENSG00000238217
MIR570,ENSG00000207650
SMBD1P,ENSG00000283426
MUC20,ENSG00000176945
CAVIN2-AS1,ENSG00000233766
,ENSG00000228496
MUC4,ENSG00000145113
,ENSG00000289555
,ENSG00000289261
LINC01936,ENSG00000235997
,ENSG00000289463
,ENSG00000289003
,ENSG00000289498
,ENSG00000289534
,ENSG00000289272
LINC02478,ENSG00000285373
PDE11A-AS1,ENSG00000229941
,ENSG00000236664
API5P2,ENSG00000213962
SDHDP5,ENSG00000229744
RNU6-629P,ENSG00000206788
CYCTP,ENSG00000249909
,ENSG00000227241
RNU5E-9P,ENSG00000223096
PDE11A,ENSG00000128655
BPTF,ENSG00000171634
,ENSG00000257767
ALDH2,ENSG00000111275
MIR6761,ENSG00000274697
MAPKAPK5-AS1,ENSG00000234608
MAPKAPK5,ENSG00000089022
,ENSG00000288948
,ENSG00000289167
LINC01143,ENSG00000237751
,ENSG00000277764
VAX2,ENSG00000116035
ATP6V1B1,ENSG00000116039
PAMR1,ENSG00000149090
,ENSG00000292259
RPS2P41,ENSG00000244060
WNT3,ENSG00000108379
ADAM1A,ENSG00000229186
ADAM1B,ENSG00000226469
SLC25A3P2,ENSG00000258373
,ENSG00000257624
LINC00938,ENSG00000273015
PKP2,ENSG00000057294
FLOT2,ENSG00000132589
,ENSG00000258881
ATP6V1B1-AS1,ENSG00000239322
ELOCP21,ENSG00000226186
RN7SL160P,ENSG00000241159
ANKRD53,ENSG00000144031
ARID2,ENSG00000189079
,ENSG00000228384
,ENSG00000236469
OR7E46P,ENSG00000234485
OR7E62P,ENSG00000234896
NAGK,ENSG00000124357
MADD,ENSG00000110514
CXCL16,ENSG00000161921
TAC4,ENSG00000176358
TMTC1,ENSG00000133687
DLX4,ENSG00000108813
MCEE,ENSG00000124370
Y_RNA,ENSG00000200888
MIR6784,ENSG00000277249
,ENSG00000276728
,ENSG00000288065
HEXIM2-AS1,ENSG00000224505
,ENSG00000233870
FMNL1-DT,ENSG00000267121
SMPD4,ENSG00000136699
ARHGAP23,ENSG00000275832
CYP27B1,ENSG00000111012
CENPX,ENSG00000169689
IFITM3P6,ENSG00000258352
,ENSG00000293065
LDHAL6CP,ENSG00000250517
,ENSG00000293081
,ENSG00000257512
,ENSG00000293091
,ENSG00000258230
,ENSG00000293094
MKRN9P,ENSG00000258128
,ENSG00000293096
SLC9A7P1,ENSG00000227825
SLC9A7P1,ENSG00000293147
RPL13P5,ENSG00000240370
,ENSG00000293161
,ENSG00000213970
,ENSG00000258679
,ENSG00000293169
,ENSG00000240399
,ENSG00000293172
RPSAP52,ENSG00000241749
RPSAP52,ENSG00000293176
RPL22P19,ENSG00000241129
,ENSG00000293207
KRT19P2,ENSG00000216306
KRT19P2,ENSG00000293230
,ENSG00000197376
,ENSG00000293236
HTR7P1,ENSG00000183935
,ENSG00000257129
PHB1P19,ENSG00000257246
,ENSG00000293248
RPL30P11,ENSG00000244573
,ENSG00000243024
LRRC45,ENSG00000169683
,ENSG00000293269
PGAM1P5,ENSG00000257150
PGAM1P5,ENSG00000293270
,ENSG00000256682
,ENSG00000293285
CBX3P4,ENSG00000256030
NLGN1,ENSG00000169760
,ENSG00000293298
,ENSG00000256552
,ENSG00000293308
PAFAH1B2P2,ENSG00000257501
PAFAH1B2P2,ENSG00000293309
PLEKHA8P1,ENSG00000134297
PLEKHA8P1,ENSG00000293316
,ENSG00000256984
,ENSG00000293340
RPS27P25,ENSG00000239881
DTWD1P1,ENSG00000214280
,ENSG00000293347
RN7SKP124,ENSG00000201600
RN7SL724P,ENSG00000244692
GLYCAM1,ENSG00000257780
,ENSG00000261763
,ENSG00000250543
GLYCAM1,ENSG00000293392
RAC3,ENSG00000169750
,ENSG00000251471
TRMT112P5,ENSG00000250161
,ENSG00000257943
,ENSG00000293398
NMNAT3,ENSG00000163864
SLC26A10P,ENSG00000135502
,ENSG00000293429
DCXR,ENSG00000169738
OR9K1P,ENSG00000196534
,ENSG00000293450
,ENSG00000255669
,ENSG00000293452
CLECL1P,ENSG00000184293
CLECL1P,ENSG00000293488
TMEM198B,ENSG00000182796
TMEM198B,ENSG00000293491
,ENSG00000289469
RPS27P12,ENSG00000241673
,ENSG00000289351
H1-10,ENSG00000184897
GPR61,ENSG00000156097
USP19,ENSG00000172046
KLHL21,ENSG00000162413
,ENSG00000290040
PHF13,ENSG00000116273
,ENSG00000256084
MRPS18CP4,ENSG00000255763
RNU6-491P,ENSG00000251908
GNAI2P1,ENSG00000255749
,ENSG00000293251
,ENSG00000288744
LINC01672,ENSG00000228750
NT5DC3,ENSG00000111696
,ENSG00000284744
KLHL12,ENSG00000117153
,ENSG00000289250
RNU6-137P,ENSG00000200550
HAAO,ENSG00000162882
,ENSG00000257754
,ENSG00000257327
,ENSG00000293399
HNRNPA1P59,ENSG00000230280
Y_RNA,ENSG00000199471
ADIPOR1,ENSG00000159346
,ENSG00000289082
TTC41P,ENSG00000214198
FTOP1,ENSG00000226491
CHORDC1P1,ENSG00000232202
AK4P3,ENSG00000233381
OXER1,ENSG00000162881
SLC8A1-AS1,ENSG00000227028
ETFBKMT,ENSG00000139160
,ENSG00000279372
DCXR-DT,ENSG00000264569
GPS1,ENSG00000169727
AMN1,ENSG00000151743
CYB5R1,ENSG00000159348
,ENSG00000235653
,ENSG00000289013
,ENSG00000285898
,ENSG00000287468
,ENSG00000231547
LINC01794,ENSG00000233128
TMEM183A,ENSG00000163444
,ENSG00000231331
,ENSG00000232594
,ENSG00000233105
,ENSG00000224585
,ENSG00000233447
,ENSG00000235186
RN7SL575P,ENSG00000277591
,ENSG00000233850
MAL,ENSG00000172005
MYOG,ENSG00000122180
,ENSG00000234775
,ENSG00000224671
MYBPH,ENSG00000133055
,ENSG00000231062
STMN1P1,ENSG00000276058
,ENSG00000287362
,ENSG00000276900
,ENSG00000256843
ZNF2,ENSG00000275111
IFITM3P2,ENSG00000223722
DIABLO,ENSG00000184047
CHI3L1,ENSG00000133048
ACP3,ENSG00000014257
SLC2AXP1,ENSG00000275768
PROM2,ENSG00000155066
,ENSG00000272084
UBR4,ENSG00000127481
G2E3P1,ENSG00000240890
NIP7P2,ENSG00000213264
RNU6ATAC29P,ENSG00000221015
,ENSG00000285749
IQCF3,ENSG00000229972
NFKBIZ,ENSG00000144802
,ENSG00000284934
SMIM41,ENSG00000284791
OR7E47P,ENSG00000290965
KRT87P,ENSG00000290966
HSPA8P5,ENSG00000256356
,ENSG00000242444
,ENSG00000293068
,ENSG00000289105
,ENSG00000290063
,ENSG00000293166
,ENSG00000293244
,ENSG00000258072
HTR7P1,ENSG00000293237
GPRC5A,ENSG00000013588
FGD5P1,ENSG00000275340
FABP7P2,ENSG00000235129
FGD5P1,ENSG00000290338
,ENSG00000219410
,ENSG00000272710
FAHD2A,ENSG00000115042
,ENSG00000290410
EEF1B2P4,ENSG00000257119
,ENSG00000250271
RPL30P12,ENSG00000240631
,ENSG00000290514
TMEM263-DT,ENSG00000260329
,ENSG00000260261
,ENSG00000290762
TMEM263,ENSG00000151135
SDHAP1,ENSG00000185485
SDHAP1,ENSG00000290763
OR5AC4P,ENSG00000251090
,ENSG00000290819
NMRAL2P,ENSG00000171658
MTERF2,ENSG00000120832
NMRAL2P,ENSG00000290862
,ENSG00000248821
,ENSG00000289252
,ENSG00000233275
,ENSG00000227120
KRT42P,ENSG00000290861
,ENSG00000289268
CRY1,ENSG00000008405
GTF3C2,ENSG00000115207
COL6A4P1,ENSG00000230524
SNHG1,ENSG00000255717
GAST,ENSG00000184502
FRG2FP,ENSG00000232783
,ENSG00000290936
HAP1,ENSG00000173805
FAM157A,ENSG00000236438
,ENSG00000290937
RPL32P3,ENSG00000251474
OR7E122P,ENSG00000215160
,ENSG00000291007
INHCAP,ENSG00000242337
,ENSG00000257548
,ENSG00000291042
ANO2,ENSG00000047617
FAM86JP,ENSG00000171084
FAM86JP,ENSG00000291071
RNA5SP442,ENSG00000201920
RN7SL399P,ENSG00000239542
JUP,ENSG00000173801
,ENSG00000234818
RN7SL832P,ENSG00000243819
Metazoa_SRP,ENSG00000277446
,ENSG00000236162
ATP6V1C2,ENSG00000143882
AADACP1,ENSG00000240602
,ENSG00000293554
AADACP1,ENSG00000291076
,ENSG00000257951
,ENSG00000288623
,ENSG00000285133
AKR7L,ENSG00000211454
CIDECP1,ENSG00000186162
,ENSG00000291078
FAM86HP,ENSG00000253540
MRTO4,ENSG00000053372
ALG1L1P,ENSG00000189366
,ENSG00000291096
RNU7-138P,ENSG00000239053
,ENSG00000272275
PDIA6,ENSG00000143870
SNHG33,ENSG00000240024
SNHG33,ENSG00000291106
,ENSG00000286064
AKR7A3,ENSG00000162482
ANKRD18DP,ENSG00000226435
ANKRD18DP,ENSG00000291192
,ENSG00000270728
AKR7A2,ENSG00000053371
OR7E22P,ENSG00000179799
,ENSG00000291222
P3H4,ENSG00000141696
FAM86DP,ENSG00000244026
FAM86DP,ENSG00000291223
RNU6-1099P,ENSG00000200403
SLC66A1,ENSG00000040487
FKBP10,ENSG00000141756
EMC3-AS1,ENSG00000180385
MIR5787,ENSG00000275334
SLC38A3,ENSG00000188338
RN7SL277P,ENSG00000240490
COX7CP2,ENSG00000235449
SLC25A39P1,ENSG00000226148
,ENSG00000260021
RABIF,ENSG00000183155
CHIT1,ENSG00000133063
RNU7-176P,ENSG00000238962
LINC01954,ENSG00000271952
,ENSG00000232056
,ENSG00000270488
NOL10,ENSG00000115761
NT5C3B,ENSG00000141698
RPL24,ENSG00000114391
NPM1P40,ENSG00000236523
PPFIA4,ENSG00000143847
NXPE3,ENSG00000144815
SETDB1,ENSG00000143379
TEX54,ENSG00000283268
TRPC2,ENSG00000290962
MAP4,ENSG00000047849
CARD14,ENSG00000141527
NUP98,ENSG00000110713
GCC2,ENSG00000135968
,ENSG00000287282
RNA5SP66,ENSG00000252987
,ENSG00000235575
RNU6-731P,ENSG00000253022
DNAJC11,ENSG00000007923
Y_RNA,ENSG00000212392
RNU6-1181P,ENSG00000206918
RNF7P1,ENSG00000239831
RPS8P5,ENSG00000237186
RNU6-108P,ENSG00000202428
RNU6-483P,ENSG00000206815
,ENSG00000287502
PDE12,ENSG00000174840
GCC2-AS1,ENSG00000214184
LIMS1-AS1,ENSG00000228763
ARF4,ENSG00000168374
,ENSG00000233648
RPL10P5,ENSG00000235644
CCDC138,ENSG00000163006
PRDM2,ENSG00000116731
,ENSG00000290024
ARF4-AS1,ENSG00000272146
PEX12,ENSG00000108733
RNU6ATAC26P,ENSG00000210841
DENND6A,ENSG00000174839
LINC02563,ENSG00000263520
AXIN2,ENSG00000168646
RPL39P16,ENSG00000227470
LIMS1,ENSG00000169756
DENND6A-AS1,ENSG00000239801
DENND6A-DT,ENSG00000241933
,ENSG00000283580
ZNF502,ENSG00000196653
RHCE,ENSG00000188672
,ENSG00000266076
ZNF501,ENSG00000186446
CEP112,ENSG00000154240
KIAA1143,ENSG00000163807
KIF15,ENSG00000163808
CREB1,ENSG00000118260
,ENSG00000271587
,ENSG00000270870
PSMD7P1,ENSG00000266707
APOH,ENSG00000091583
RNA5SP444,ENSG00000252653
,ENSG00000284242
RN7SL735P,ENSG00000244044
PRKCA-AS1,ENSG00000264630
,ENSG00000289587
HLF,ENSG00000108924
,ENSG00000263096
,ENSG00000262079
MMD,ENSG00000108960
METTL21A,ENSG00000144401
GARS1P1,ENSG00000262135
RNU6-1249P,ENSG00000200107
,ENSG00000289016
MIR564,ENSG00000284498
TMEM42,ENSG00000169964
SMIM36,ENSG00000261873
,ENSG00000262227
,ENSG00000235845
TIMP2,ENSG00000035862
RPL12P44,ENSG00000227123
EXOSC7,ENSG00000075914
RPS29P9,ENSG00000223433
LINC01857,ENSG00000224137
RNU6-664P,ENSG00000199251
PPP1R14BP2,ENSG00000213082
Y_RNA,ENSG00000200764
CCNYL1,ENSG00000163249
CEP295NL,ENSG00000178404
MYCBPAP,ENSG00000136449
CLEC3B,ENSG00000163815
RNU5B-3P,ENSG00000252410
TGM4,ENSG00000163810
,ENSG00000272851
MIR4775,ENSG00000284079
FZD5,ENSG00000163251
LYG2,ENSG00000185674
RNA5SP113,ENSG00000222418
,ENSG00000287536
RN7SL267P,ENSG00000242121
RNU6-107P,ENSG00000252452
Y_RNA,ENSG00000199781
SNORC,ENSG00000182600
,ENSG00000290820
RN7SL405P,ENSG00000264540
MIR6783,ENSG00000278223
,ENSG00000289024
ITGB4,ENSG00000132470
,ENSG00000289176
LGALSL-DT,ENSG00000223935
ATP2B2,ENSG00000157087
,ENSG00000237217
LGALSL,ENSG00000119862
MICAL2,ENSG00000133816
LINC01805,ENSG00000223863
MIR4434,ENSG00000283204
RNU6-100P,ENSG00000252414
LINC02579,ENSG00000233694
SERTAD2,ENSG00000179833
,ENSG00000226756
RPS10P9,ENSG00000227791
,ENSG00000288986
RPS2P18,ENSG00000231735
PDE1A,ENSG00000115252
,ENSG00000264324
SLC4A5,ENSG00000188687
EMC1,ENSG00000127463
NTM-IT,ENSG00000238262
,ENSG00000279090
OPCML,ENSG00000183715
U6,ENSG00000283489
,ENSG00000279497
OPCML-IT2,ENSG00000255371
,ENSG00000279711
,ENSG00000279189
OPCML-IT1,ENSG00000254896
,ENSG00000287068
ATP2B2-IT1,ENSG00000236999
ATP2B2-IT2,ENSG00000224771
GRIA4,ENSG00000152578
LINC00606,ENSG00000226567
,ENSG00000230599
SLC6A11,ENSG00000132164
,ENSG00000289764
GPATCH11,ENSG00000152133
EIF4A1,ENSG00000161960
DPH5,ENSG00000117543
NRAL,ENSG00000229434
,ENSG00000236231
MIR1246,ENSG00000283203
RNU6ATAC14P,ENSG00000252027
Y_RNA,ENSG00000207303
SMARCAL1-AS1,ENSG00000235042
ROBO2,ENSG00000185008
RPL37A-DT,ENSG00000232485
,ENSG00000241520
RPL37A,ENSG00000197756
LINC01280,ENSG00000224391
,ENSG00000225794
,ENSG00000235795
,ENSG00000252765
,ENSG00000271578
PSMB3P2,ENSG00000235444
C1orf50,ENSG00000164008
IGFBP2,ENSG00000115457
MIR3160-1,ENSG00000265014
MIR3160-2,ENSG00000283497
,ENSG00000285658
HARBI1,ENSG00000180423
TAL1,ENSG00000162367
IGFBP5,ENSG00000115461
ATG13,ENSG00000175224
EDEM3,ENSG00000116406
RPL31P14,ENSG00000237930
RNA5SP120,ENSG00000222832
FABP5P14,ENSG00000234588
,ENSG00000231597
TNP1,ENSG00000118245
TESHL,ENSG00000223874
,ENSG00000279337
,ENSG00000237479
,ENSG00000265443
,ENSG00000263603
,ENSG00000236295
SUZ12P1,ENSG00000264538
,ENSG00000287498
,ENSG00000289265
,ENSG00000279015
,ENSG00000230621
,ENSG00000280069
NYAP2,ENSG00000144460
CRLF3,ENSG00000176390
AFTPH,ENSG00000119844
,ENSG00000265791
,ENSG00000266490
,ENSG00000276250
,ENSG00000242439
ATAD5,ENSG00000176208
UBTFL5,ENSG00000204705
,ENSG00000277747
ZDHHC3,ENSG00000163812
,ENSG00000234903
TRIM43B,ENSG00000144010
,ENSG00000265334
,ENSG00000233459
RNU6-298P,ENSG00000212190
,ENSG00000233031
,ENSG00000263531
CD28,ENSG00000178562
TEFM,ENSG00000172171
RNU7-13P,ENSG00000252222
LENEP,ENSG00000163352
KRT18P39,ENSG00000224791
NPM1P33,ENSG00000213925
RNU6-474P,ENSG00000206970
,ENSG00000275185
RPS3AP8,ENSG00000233562
,ENSG00000291063
,ENSG00000286372
,ENSG00000286966
DUSP11,ENSG00000144048
ARPC5,ENSG00000162704
,ENSG00000290858
APOBEC4,ENSG00000173627
,ENSG00000270994
SMG7,ENSG00000116698
NF1,ENSG00000196712
VENTXP7,ENSG00000236380
ZNF385D,ENSG00000151789
CNN2P11,ENSG00000237383
GXYLT1P7,ENSG00000227265
CNN2P8,ENSG00000213355
,ENSG00000234837
SNX18P14,ENSG00000235571
CASP8,ENSG00000064012
ARHGAP1,ENSG00000175220
ZNF385D-AS1,ENSG00000225542
ZNF385D-AS2,ENSG00000223351
,ENSG00000290932
COL6A4P1,ENSG00000291281
CEP97,ENSG00000182504
ZNF408,ENSG00000175213
F2,ENSG00000180210
RPL21P39,ENSG00000239797
,ENSG00000244358
,ENSG00000240095
,ENSG00000244652
,ENSG00000286854
,ENSG00000291293
LINC00882,ENSG00000242759
CKAP5,ENSG00000175216
Y_RNA,ENSG00000200610
,ENSG00000288557
Y_RNA,ENSG00000200361
FCF1P3,ENSG00000239997
MTND4P16,ENSG00000241787
MTND4LP3,ENSG00000239632
MTND3P6,ENSG00000242214
MTCO3P35,ENSG00000242836
MTATP6P22,ENSG00000249580
,ENSG00000266877
MTND5P16,ENSG00000243658
,ENSG00000266448
MTND6P6,ENSG00000240034
RNU6-1134P,ENSG00000202026
GPR160P2,ENSG00000265863
MTCO1P35,ENSG00000250630
,ENSG00000289698
AKNAD1,ENSG00000162641
,ENSG00000263567
MTND1P16,ENSG00000239586
,ENSG00000222017
MTND2P14,ENSG00000240796
RNU6-1308P,ENSG00000252626
,ENSG00000286956
MARS2,ENSG00000247626
PTPN11P1,ENSG00000239455
DUBR,ENSG00000243701
BOLL,ENSG00000152430
CYBC1,ENSG00000178927
CCDC54-AS1,ENSG00000239828
CSP2,ENSG00000241218
,ENSG00000272597
CCDC54,ENSG00000138483
MIR5582,ENSG00000263540
,ENSG00000252427
LINC01990,ENSG00000273125
SNORD67,ENSG00000212135
LRP4-AS1,ENSG00000247675
LRP4,ENSG00000134569
CLCC1,ENSG00000121940
BBX,ENSG00000114439
,ENSG00000286020
,ENSG00000237262
HNRNPKP2,ENSG00000227347
CASP10,ENSG00000003400
,ENSG00000286450
CXCR4,ENSG00000121966
SLC25A1P1,ENSG00000254479
,ENSG00000279036
NGFR,ENSG00000064300
,ENSG00000279024
UBBP1,ENSG00000230037
PICALM,ENSG00000073921
,ENSG00000273063
EIF3FP3,ENSG00000233426
LINC01795,ENSG00000225226
NGFR-AS1,ENSG00000249906
ITGA3,ENSG00000005884
TEX41,ENSG00000226674
,ENSG00000235736
LINC00626,ENSG00000225826
SUMO1P2,ENSG00000229612
,ENSG00000287831
LINC00970,ENSG00000203601
RPL29P7,ENSG00000213063
PRKCZ,ENSG00000067606
,ENSG00000289910
ZNF18,ENSG00000154957
PROCA1,ENSG00000167525
IPP,ENSG00000197429
RNU6-560P,ENSG00000200877
LINC02695,ENSG00000254699
FNTAP1,ENSG00000254502
Metazoa_SRP,ENSG00000276669
PITPNC1,ENSG00000154217
EED,ENSG00000074266
LINC00636,ENSG00000240423
PDE4B,ENSG00000184588
LINC00635,ENSG00000241469
,ENSG00000290747
OR3A1,ENSG00000180090
TRPV3,ENSG00000167723
,ENSG00000234940
,ENSG00000276706
SGCEP1,ENSG00000235352
LINC01966,ENSG00000268580
,ENSG00000235435
RPL6P5,ENSG00000214064
,ENSG00000225107
,ENSG00000286225
,ENSG00000226218
METAP2P1,ENSG00000234119
,ENSG00000233842
,ENSG00000279876
RNU7-2P,ENSG00000251905
RPL17P12,ENSG00000230559
OTX2P2,ENSG00000227134
PABPC1P2,ENSG00000198526
LINC01911,ENSG00000231040
,ENSG00000271583
,ENSG00000287847
RNU6-692P,ENSG00000207225
Y_RNA,ENSG00000207161
RNU6-715P,ENSG00000202074
RNA5SP106,ENSG00000253083
,ENSG00000257207
LIMS4,ENSG00000256671
TMOD4,ENSG00000163157
,ENSG00000231583
RGPD6,ENSG00000183054
PRSS23,ENSG00000150687
SMAP2,ENSG00000084070
MOB4P2,ENSG00000271318
OR7E13P,ENSG00000197882
,ENSG00000269895
OR7E2P,ENSG00000255203
PRSS23-AS1,ENSG00000255471
,ENSG00000280339
FZD4,ENSG00000174804
FZD4-DT,ENSG00000246523
HNRNPCP8,ENSG00000254748
XIAPP2,ENSG00000254843
,ENSG00000279836
,ENSG00000213287
,ENSG00000244535
PRRG4,ENSG00000135378
CALML6,ENSG00000169885
QSER1,ENSG00000060749
HP1BP3,ENSG00000127483
HEATR6,ENSG00000068097
Y_RNA,ENSG00000200615
DEPDC7,ENSG00000121690
PRPS1P1,ENSG00000226847
CYP2C56P,ENSG00000229641
OTUB1,ENSG00000167770
EXO5,ENSG00000164002
FANCL,ENSG00000115392
PIK3C2B,ENSG00000133056
,ENSG00000288852
,ENSG00000289486
,ENSG00000289997
MIR210HG,ENSG00000247095
HEATR6-DT,ENSG00000267416
,ENSG00000267295
,ENSG00000267248
OR4S1,ENSG00000176555
OR4C3,ENSG00000176547
OR4C4P,ENSG00000197161
OR4C5,ENSG00000176540
OR4C2P,ENSG00000182565
OR4C10P,ENSG00000184789
,ENSG00000255452
,ENSG00000254412
,ENSG00000255338
TRIM77BP,ENSG00000254993
UBTFL9,ENSG00000254567
LNCRNA-IUR,ENSG00000245552
,ENSG00000277532
,ENSG00000286435
,ENSG00000267095
CA4,ENSG00000167434
MARK2,ENSG00000072518
,ENSG00000279277
USP32,ENSG00000170832
CD47,ENSG00000196776
LINC01215,ENSG00000271856
,ENSG00000289165
FGF12,ENSG00000114279
VPS72,ENSG00000163159
SEMA6C,ENSG00000143434
,ENSG00000290046
GOLGA4-AS1,ENSG00000270194
GOLGA4,ENSG00000144674
SCARNA20,ENSG00000252577
RPL32P32,ENSG00000241157
SEPTIN7P12,ENSG00000275562
H3P42,ENSG00000271626
APPBP2-DT,ENSG00000259349
BCAS3,ENSG00000141376
OVGP1,ENSG00000085465
,ENSG00000260948
UBE2FP3,ENSG00000233337
,ENSG00000243960
WDR77,ENSG00000116455
CTLA4,ENSG00000163599
Y_RNA,ENSG00000199890
ATP5PB,ENSG00000116459
RNU6-542P,ENSG00000252214
HTRA2,ENSG00000115317
C1orf162,ENSG00000143110
TMIGD3,ENSG00000121933
DOK1,ENSG00000115325
RNU6-792P,ENSG00000200360
ADORA3,ENSG00000282608
RAP1A,ENSG00000116473
,ENSG00000213486
,ENSG00000287400
RPS24P7,ENSG00000227361
SCMH1-DT,ENSG00000235358
,ENSG00000229831
PRKAR2A,ENSG00000114302
FAM161A,ENSG00000170264
FOXO6,ENSG00000204060
BCAS3-AS1,ENSG00000267207
,ENSG00000267449
RNA5SP45,ENSG00000252563
RPL23AP74,ENSG00000227694
EDN2,ENSG00000127129
,ENSG00000286997
,ENSG00000273982
,ENSG00000267131
,ENSG00000266934
TBX2-AS1,ENSG00000267280
,ENSG00000289560
,ENSG00000254510
,ENSG00000289926
,ENSG00000230881
TBX2,ENSG00000121068
,ENSG00000230638
,ENSG00000237707
,ENSG00000289466
PELI3,ENSG00000174516
ATP1B1,ENSG00000143153
RPL31P30,ENSG00000230702
,ENSG00000277498
CCT4,ENSG00000115484
LINC02875,ENSG00000187013
TBX4,ENSG00000121075
,ENSG00000284846
,ENSG00000267137
KRTAP9-1,ENSG00000240542
SELENOF,ENSG00000183291
,ENSG00000288961
DPP3-DT,ENSG00000255517
GRN,ENSG00000030582
MS4A19P,ENSG00000283601
MS4A18,ENSG00000214782
,ENSG00000255845
,ENSG00000255959
